,trip_date,time_indicator,trips,Day,Weekday ,Holiday ,Month,Season
951,26/6/19,Night,13071,WEDNESDAY,WEEKDAY,0,6,Summer
1060,26/6/19,PM Period,21789,WEDNESDAY,WEEKDAY,0,6,Summer
40,27/6/19,AM Period,11403,THURSDAY,WEEKDAY,0,6,Summer
203,27/6/19,Lunch Period,11816,THURSDAY,WEEKDAY,0,6,Summer
311,27/6/19,PM Period,21807,THURSDAY,WEEKDAY,0,6,Summer
952,27/6/19,Night,12127,THURSDAY,WEEKDAY,0,6,Summer
463,28/6/19,PM Period,20466,FRIDAY,WEEKDAY,0,6,Summer
609,28/6/19,Lunch Period,11340,FRIDAY,WEEKDAY,0,6,Summer
950,28/6/19,AM Period,9941,FRIDAY,WEEKDAY,0,6,Summer
1255,28/6/19,Night,11454,FRIDAY,WEEKDAY,0,6,Summer
142,29/6/19,Night,13711,SATURDAY,WEEKEND,0,6,Summer
360,29/6/19,Lunch Period,5710,SATURDAY,WEEKEND,0,6,Summer
457,29/6/19,PM Period,11345,SATURDAY,WEEKEND,0,6,Summer
972,29/6/19,AM Period,3838,SATURDAY,WEEKEND,0,6,Summer
458,30/6/19,Lunch Period,5770,SUNDAY,WEEKEND,0,6,Summer
703,30/6/19,AM Period,4341,SUNDAY,WEEKEND,0,6,Summer
923,30/6/19,Night,11632,SUNDAY,WEEKEND,0,6,Summer
1389,30/6/19,PM Period,9750,SUNDAY,WEEKEND,0,6,Summer
143,1/7/19,AM Period,8676,MONDAY,WEEKDAY,0,7,Autumn
410,1/7/19,Night,6615,MONDAY,WEEKDAY,0,7,Autumn
863,1/7/19,PM Period,14404,MONDAY,WEEKDAY,0,7,Autumn
866,1/7/19,Lunch Period,8422,MONDAY,WEEKDAY,0,7,Autumn
194,2/7/19,PM Period,17167,TUESDAY,WEEKDAY,0,7,Autumn
196,2/7/19,Lunch Period,9909,TUESDAY,WEEKDAY,0,7,Autumn
1026,2/7/19,AM Period,8694,TUESDAY,WEEKDAY,0,7,Autumn
1445,2/7/19,Night,7399,TUESDAY,WEEKDAY,0,7,Autumn
309,3/7/19,Lunch Period,8518,WEDNESDAY,WEEKDAY,0,7,Autumn
605,3/7/19,AM Period,7425,WEDNESDAY,WEEKDAY,0,7,Autumn
802,3/7/19,Night,7513,WEDNESDAY,WEEKDAY,0,7,Autumn
1079,3/7/19,PM Period,13852,WEDNESDAY,WEEKDAY,0,7,Autumn
98,4/7/19,PM Period,7451,THURSDAY,WEEKDAY,1,7,Autumn
411,4/7/19,Night,9011,THURSDAY,WEEKDAY,1,7,Autumn
560,4/7/19,AM Period,2396,THURSDAY,WEEKDAY,1,7,Autumn
754,4/7/19,Lunch Period,3651,THURSDAY,WEEKDAY,1,7,Autumn
562,5/7/19,AM Period,4453,FRIDAY,WEEKDAY,0,7,Autumn
861,5/7/19,PM Period,11874,FRIDAY,WEEKDAY,0,7,Autumn
1185,5/7/19,Night,8388,FRIDAY,WEEKDAY,0,7,Autumn
1286,5/7/19,Lunch Period,6568,FRIDAY,WEEKDAY,0,7,Autumn
803,6/7/19,PM Period,9253,SATURDAY,WEEKEND,0,7,Autumn
864,6/7/19,Night,10317,SATURDAY,WEEKEND,0,7,Autumn
1182,6/7/19,Lunch Period,4623,SATURDAY,WEEKEND,0,7,Autumn
1287,6/7/19,AM Period,2932,SATURDAY,WEEKEND,0,7,Autumn
197,7/7/19,AM Period,3452,SUNDAY,WEEKEND,0,7,Autumn
303,7/7/19,Night,9593,SUNDAY,WEEKEND,0,7,Autumn
308,7/7/19,PM Period,7763,SUNDAY,WEEKEND,0,7,Autumn
1181,7/7/19,Lunch Period,4288,SUNDAY,WEEKEND,0,7,Autumn
99,8/7/19,Night,6852,MONDAY,WEEKDAY,0,7,Autumn
305,8/7/19,AM Period,9125,MONDAY,WEEKDAY,0,7,Autumn
459,8/7/19,Lunch Period,8298,MONDAY,WEEKDAY,0,7,Autumn
974,8/7/19,PM Period,14781,MONDAY,WEEKDAY,0,7,Autumn
306,9/7/19,AM Period,9774,TUESDAY,WEEKDAY,0,7,Autumn
755,9/7/19,Lunch Period,9732,TUESDAY,WEEKDAY,0,7,Autumn
926,9/7/19,PM Period,17667,TUESDAY,WEEKDAY,0,7,Autumn
1024,9/7/19,Night,7774,TUESDAY,WEEKDAY,0,7,Autumn
144,10/7/19,AM Period,10876,WEDNESDAY,WEEKDAY,0,7,Autumn
461,10/7/19,Lunch Period,11311,WEDNESDAY,WEEKDAY,0,7,Autumn
925,10/7/19,Night,9252,WEDNESDAY,WEEKDAY,0,7,Autumn
1082,10/7/19,PM Period,20106,WEDNESDAY,WEEKDAY,0,7,Autumn
460,11/7/19,Night,10838,THURSDAY,WEEKDAY,0,7,Autumn
756,11/7/19,PM Period,20749,THURSDAY,WEEKDAY,0,7,Autumn
1023,11/7/19,Lunch Period,11031,THURSDAY,WEEKDAY,0,7,Autumn
1284,11/7/19,AM Period,10653,THURSDAY,WEEKDAY,0,7,Autumn
236,12/7/19,PM Period,20315,FRIDAY,WEEKDAY,0,7,Autumn
362,12/7/19,AM Period,9573,FRIDAY,WEEKDAY,0,7,Autumn
1025,12/7/19,Night,11916,FRIDAY,WEEKDAY,0,7,Autumn
1444,12/7/19,Lunch Period,11206,FRIDAY,WEEKDAY,0,7,Autumn
36,13/7/19,Night,14519,SATURDAY,WEEKEND,0,7,Autumn
361,13/7/19,PM Period,13966,SATURDAY,WEEKEND,0,7,Autumn
862,13/7/19,AM Period,4114,SATURDAY,WEEKEND,0,7,Autumn
1132,13/7/19,Lunch Period,6702,SATURDAY,WEEKEND,0,7,Autumn
96,14/7/19,Night,12528,SUNDAY,WEEKEND,0,7,Autumn
1184,14/7/19,Lunch Period,5375,SUNDAY,WEEKEND,0,7,Autumn
1230,14/7/19,AM Period,4173,SUNDAY,WEEKEND,0,7,Autumn
1285,14/7/19,PM Period,9822,SUNDAY,WEEKEND,0,7,Autumn
559,15/7/19,AM Period,10782,MONDAY,WEEKDAY,0,7,Autumn
561,15/7/19,Night,8333,MONDAY,WEEKDAY,0,7,Autumn
647,15/7/19,PM Period,18445,MONDAY,WEEKDAY,0,7,Autumn
976,15/7/19,Lunch Period,10139,MONDAY,WEEKDAY,0,7,Autumn
307,16/7/19,PM Period,19515,TUESDAY,WEEKDAY,0,7,Autumn
310,16/7/19,AM Period,11699,TUESDAY,WEEKDAY,0,7,Autumn
1231,16/7/19,Lunch Period,11119,TUESDAY,WEEKDAY,0,7,Autumn
1394,16/7/19,Night,9423,TUESDAY,WEEKDAY,0,7,Autumn
649,17/7/19,Night,10502,WEDNESDAY,WEEKDAY,0,7,Autumn
752,17/7/19,Lunch Period,11536,WEDNESDAY,WEEKDAY,0,7,Autumn
924,17/7/19,PM Period,21381,WEDNESDAY,WEEKDAY,0,7,Autumn
1080,17/7/19,AM Period,11606,WEDNESDAY,WEEKDAY,0,7,Autumn
35,18/7/19,Night,11623,THURSDAY,WEEKDAY,0,7,Autumn
753,18/7/19,PM Period,21083,THURSDAY,WEEKDAY,0,7,Autumn
975,18/7/19,Lunch Period,11428,THURSDAY,WEEKDAY,0,7,Autumn
1390,18/7/19,AM Period,12290,THURSDAY,WEEKDAY,0,7,Autumn
141,19/7/19,Night,13231,FRIDAY,WEEKDAY,0,7,Autumn
606,19/7/19,AM Period,10325,FRIDAY,WEEKDAY,0,7,Autumn
648,19/7/19,PM Period,21967,FRIDAY,WEEKDAY,0,7,Autumn
705,19/7/19,Lunch Period,11891,FRIDAY,WEEKDAY,0,7,Autumn
33,20/7/19,Night,14536,SATURDAY,WEEKEND,0,7,Autumn
409,20/7/19,PM Period,13142,SATURDAY,WEEKEND,0,7,Autumn
563,20/7/19,AM Period,4248,SATURDAY,WEEKEND,0,7,Autumn
706,20/7/19,Lunch Period,6896,SATURDAY,WEEKEND,0,7,Autumn
238,21/7/19,AM Period,4890,SUNDAY,WEEKEND,0,7,Autumn
973,21/7/19,Lunch Period,6568,SUNDAY,WEEKEND,0,7,Autumn
1135,21/7/19,Night,12597,SUNDAY,WEEKEND,0,7,Autumn
1392,21/7/19,PM Period,9135,SUNDAY,WEEKEND,0,7,Autumn
646,22/7/19,PM Period,16587,MONDAY,WEEKDAY,0,7,Autumn
805,22/7/19,Night,7791,MONDAY,WEEKDAY,0,7,Autumn
1134,22/7/19,AM Period,9957,MONDAY,WEEKDAY,0,7,Autumn
1183,22/7/19,Lunch Period,9328,MONDAY,WEEKDAY,0,7,Autumn
198,23/7/19,Lunch Period,10132,TUESDAY,WEEKDAY,0,7,Autumn
235,23/7/19,PM Period,18055,TUESDAY,WEEKDAY,0,7,Autumn
462,23/7/19,Night,8476,TUESDAY,WEEKDAY,0,7,Autumn
1332,23/7/19,AM Period,10191,TUESDAY,WEEKDAY,0,7,Autumn
234,24/7/19,AM Period,10177,WEDNESDAY,WEEKDAY,0,7,Autumn
928,24/7/19,PM Period,18905,WEDNESDAY,WEEKDAY,0,7,Autumn
929,24/7/19,Night,9536,WEDNESDAY,WEEKDAY,0,7,Autumn
1229,24/7/19,Lunch Period,10274,WEDNESDAY,WEEKDAY,0,7,Autumn
302,25/7/19,AM Period,10298,THURSDAY,WEEKDAY,0,7,Autumn
927,25/7/19,Night,10493,THURSDAY,WEEKDAY,0,7,Autumn
1022,25/7/19,PM Period,19579,THURSDAY,WEEKDAY,0,7,Autumn
1391,25/7/19,Lunch Period,10678,THURSDAY,WEEKDAY,0,7,Autumn
237,26/7/19,Night,10771,FRIDAY,WEEKDAY,0,7,Autumn
801,26/7/19,PM Period,18843,FRIDAY,WEEKDAY,0,7,Autumn
1083,26/7/19,AM Period,9094,FRIDAY,WEEKDAY,0,7,Autumn
1446,26/7/19,Lunch Period,10237,FRIDAY,WEEKDAY,0,7,Autumn
304,27/7/19,Night,13386,SATURDAY,WEEKEND,0,7,Autumn
804,27/7/19,AM Period,3781,SATURDAY,WEEKEND,0,7,Autumn
1133,27/7/19,PM Period,12567,SATURDAY,WEEKEND,0,7,Autumn
1393,27/7/19,Lunch Period,5958,SATURDAY,WEEKEND,0,7,Autumn
34,28/7/19,AM Period,4177,SUNDAY,WEEKEND,0,7,Autumn
607,28/7/19,Night,11398,SUNDAY,WEEKEND,0,7,Autumn
865,28/7/19,Lunch Period,5407,SUNDAY,WEEKEND,0,7,Autumn
922,28/7/19,PM Period,9246,SUNDAY,WEEKEND,0,7,Autumn
97,29/7/19,Night,7517,MONDAY,WEEKDAY,0,7,Autumn
195,29/7/19,PM Period,15701,MONDAY,WEEKDAY,0,7,Autumn
704,29/7/19,Lunch Period,9396,MONDAY,WEEKDAY,0,7,Autumn
1081,29/7/19,AM Period,9994,MONDAY,WEEKDAY,0,7,Autumn
353,30/7/19,AM Period,9910,TUESDAY,WEEKDAY,0,7,Autumn
1127,30/7/19,Lunch Period,9741,TUESDAY,WEEKDAY,0,7,Autumn
1128,30/7/19,Night,8096,TUESDAY,WEEKDAY,0,7,Autumn
1175,30/7/19,PM Period,17274,TUESDAY,WEEKDAY,0,7,Autumn
352,31/7/19,Lunch Period,10192,WEDNESDAY,WEEKDAY,0,7,Autumn
556,31/7/19,Night,9603,WEDNESDAY,WEEKDAY,0,7,Autumn
1327,31/7/19,AM Period,10048,WEDNESDAY,WEEKDAY,0,7,Autumn
1440,31/7/19,PM Period,18526,WEDNESDAY,WEEKDAY,0,7,Autumn
354,1/8/19,AM Period,9988,THURSDAY,WEEKDAY,0,8,Autumn
501,1/8/19,Lunch Period,10893,THURSDAY,WEEKDAY,0,8,Autumn
1018,1/8/19,PM Period,19355,THURSDAY,WEEKDAY,0,8,Autumn
1442,1/8/19,Night,11853,THURSDAY,WEEKDAY,0,8,Autumn
186,2/8/19,PM Period,18718,FRIDAY,WEEKDAY,0,8,Autumn
189,2/8/19,AM Period,8789,FRIDAY,WEEKDAY,0,8,Autumn
298,2/8/19,Lunch Period,10672,FRIDAY,WEEKDAY,0,8,Autumn
1017,2/8/19,Night,13539,FRIDAY,WEEKDAY,0,8,Autumn
187,3/8/19,Night,15992,SATURDAY,WEEKEND,0,8,Autumn
454,3/8/19,PM Period,13017,SATURDAY,WEEKEND,0,8,Autumn
602,3/8/19,Lunch Period,6307,SATURDAY,WEEKEND,0,8,Autumn
1388,3/8/19,AM Period,4206,SATURDAY,WEEKEND,0,8,Autumn
94,4/8/19,Lunch Period,5926,SUNDAY,WEEKEND,0,8,Autumn
233,4/8/19,PM Period,10740,SUNDAY,WEEKEND,0,8,Autumn
301,4/8/19,AM Period,4444,SUNDAY,WEEKEND,0,8,Autumn
455,4/8/19,Night,13763,SUNDAY,WEEKEND,0,8,Autumn
294,5/8/19,Night,8661,MONDAY,WEEKDAY,0,8,Autumn
697,5/8/19,AM Period,10588,MONDAY,WEEKDAY,0,8,Autumn
920,5/8/19,Lunch Period,9624,MONDAY,WEEKDAY,0,8,Autumn
1380,5/8/19,PM Period,17635,MONDAY,WEEKDAY,0,8,Autumn
31,6/8/19,Night,9279,TUESDAY,WEEKDAY,0,8,Autumn
232,6/8/19,Lunch Period,10179,TUESDAY,WEEKDAY,0,8,Autumn
1176,6/8/19,PM Period,18789,TUESDAY,WEEKDAY,0,8,Autumn
1177,6/8/19,AM Period,10236,TUESDAY,WEEKDAY,0,8,Autumn
188,7/8/19,Night,9829,WEDNESDAY,WEEKDAY,0,8,Autumn
558,7/8/19,AM Period,10795,WEDNESDAY,WEEKDAY,0,8,Autumn
918,7/8/19,Lunch Period,11381,WEDNESDAY,WEEKDAY,0,8,Autumn
1227,7/8/19,PM Period,19699,WEDNESDAY,WEEKDAY,0,8,Autumn
295,8/8/19,Lunch Period,10949,THURSDAY,WEEKDAY,0,8,Autumn
1131,8/8/19,PM Period,20723,THURSDAY,WEEKDAY,0,8,Autumn
1330,8/8/19,AM Period,10566,THURSDAY,WEEKDAY,0,8,Autumn
1382,8/8/19,Night,11196,THURSDAY,WEEKDAY,0,8,Autumn
140,9/8/19,Night,11070,FRIDAY,WEEKDAY,0,8,Autumn
557,9/8/19,PM Period,19010,FRIDAY,WEEKDAY,0,8,Autumn
603,9/8/19,Lunch Period,10423,FRIDAY,WEEKDAY,0,8,Autumn
857,9/8/19,AM Period,9201,FRIDAY,WEEKDAY,0,8,Autumn
191,10/8/19,Night,13330,SATURDAY,WEEKEND,0,8,Autumn
192,10/8/19,Lunch Period,5912,SATURDAY,WEEKEND,0,8,Autumn
456,10/8/19,PM Period,12311,SATURDAY,WEEKEND,0,8,Autumn
601,10/8/19,AM Period,4198,SATURDAY,WEEKEND,0,8,Autumn
408,11/8/19,AM Period,4516,SUNDAY,WEEKEND,0,8,Autumn
604,11/8/19,PM Period,8509,SUNDAY,WEEKEND,0,8,Autumn
700,11/8/19,Lunch Period,5098,SUNDAY,WEEKEND,0,8,Autumn
798,11/8/19,Night,11107,SUNDAY,WEEKEND,0,8,Autumn
231,12/8/19,AM Period,9447,MONDAY,WEEKDAY,0,8,Autumn
503,12/8/19,Lunch Period,8581,MONDAY,WEEKDAY,0,8,Autumn
1179,12/8/19,PM Period,17626,MONDAY,WEEKDAY,0,8,Autumn
1384,12/8/19,Night,7592,MONDAY,WEEKDAY,0,8,Autumn
139,13/8/19,Lunch Period,9777,TUESDAY,WEEKDAY,0,8,Autumn
696,13/8/19,AM Period,10015,TUESDAY,WEEKDAY,0,8,Autumn
916,13/8/19,PM Period,18068,TUESDAY,WEEKDAY,0,8,Autumn
1329,13/8/19,Night,7500,TUESDAY,WEEKDAY,0,8,Autumn
137,14/8/19,Night,8454,WEDNESDAY,WEEKDAY,0,8,Autumn
644,14/8/19,AM Period,9884,WEDNESDAY,WEEKDAY,0,8,Autumn
799,14/8/19,Lunch Period,9935,WEDNESDAY,WEEKDAY,0,8,Autumn
858,14/8/19,PM Period,19261,WEDNESDAY,WEEKDAY,0,8,Autumn
93,15/8/19,PM Period,19070,THURSDAY,WEEKDAY,0,8,Autumn
1078,15/8/19,AM Period,10154,THURSDAY,WEEKDAY,0,8,Autumn
1283,15/8/19,Night,9851,THURSDAY,WEEKDAY,0,8,Autumn
1381,15/8/19,Lunch Period,10308,THURSDAY,WEEKDAY,0,8,Autumn
293,16/8/19,PM Period,18051,FRIDAY,WEEKDAY,0,8,Autumn
500,16/8/19,Lunch Period,9905,FRIDAY,WEEKDAY,0,8,Autumn
968,16/8/19,AM Period,8605,FRIDAY,WEEKDAY,0,8,Autumn
1020,16/8/19,Night,10260,FRIDAY,WEEKDAY,0,8,Autumn
190,17/8/19,Lunch Period,6056,SATURDAY,WEEKEND,0,8,Autumn
357,17/8/19,AM Period,3965,SATURDAY,WEEKEND,0,8,Autumn
1282,17/8/19,PM Period,11202,SATURDAY,WEEKEND,0,8,Autumn
1383,17/8/19,Night,12357,SATURDAY,WEEKEND,0,8,Autumn
406,18/8/19,Lunch Period,4563,SUNDAY,WEEKEND,0,8,Autumn
502,18/8/19,AM Period,4016,SUNDAY,WEEKEND,0,8,Autumn
699,18/8/19,PM Period,8471,SUNDAY,WEEKEND,0,8,Autumn
1178,18/8/19,Night,10724,SUNDAY,WEEKEND,0,8,Autumn
299,19/8/19,Night,7676,MONDAY,WEEKDAY,0,8,Autumn
351,19/8/19,Lunch Period,9042,MONDAY,WEEKDAY,0,8,Autumn
917,19/8/19,PM Period,15479,MONDAY,WEEKDAY,0,8,Autumn
1387,19/8/19,AM Period,9601,MONDAY,WEEKDAY,0,8,Autumn
138,20/8/19,Lunch Period,11432,TUESDAY,WEEKDAY,0,8,Autumn
358,20/8/19,Night,9045,TUESDAY,WEEKDAY,0,8,Autumn
971,20/8/19,PM Period,18295,TUESDAY,WEEKDAY,0,8,Autumn
1077,20/8/19,AM Period,10433,TUESDAY,WEEKDAY,0,8,Autumn
698,21/8/19,PM Period,19374,WEDNESDAY,WEEKDAY,0,8,Autumn
701,21/8/19,Lunch Period,10666,WEDNESDAY,WEEKDAY,0,8,Autumn
1180,21/8/19,AM Period,10490,WEDNESDAY,WEEKDAY,0,8,Autumn
1228,21/8/19,Night,10175,WEDNESDAY,WEEKDAY,0,8,Autumn
297,22/8/19,AM Period,10589,THURSDAY,WEEKDAY,0,8,Autumn
355,22/8/19,Lunch Period,10619,THURSDAY,WEEKDAY,0,8,Autumn
356,22/8/19,Night,10461,THURSDAY,WEEKDAY,0,8,Autumn
1328,22/8/19,PM Period,19803,THURSDAY,WEEKDAY,0,8,Autumn
359,23/8/19,Night,10529,FRIDAY,WEEKDAY,0,8,Autumn
599,23/8/19,PM Period,18747,FRIDAY,WEEKDAY,0,8,Autumn
800,23/8/19,AM Period,9252,FRIDAY,WEEKDAY,0,8,Autumn
969,23/8/19,Lunch Period,10322,FRIDAY,WEEKDAY,0,8,Autumn
407,24/8/19,Lunch Period,5407,SATURDAY,WEEKEND,0,8,Autumn
919,24/8/19,Night,12715,SATURDAY,WEEKEND,0,8,Autumn
1130,24/8/19,AM Period,4111,SATURDAY,WEEKEND,0,8,Autumn
1439,24/8/19,PM Period,11522,SATURDAY,WEEKEND,0,8,Autumn
32,25/8/19,PM Period,8441,SUNDAY,WEEKEND,0,8,Autumn
645,25/8/19,AM Period,4380,SUNDAY,WEEKEND,0,8,Autumn
695,25/8/19,Lunch Period,5040,SUNDAY,WEEKEND,0,8,Autumn
860,25/8/19,Night,10437,SUNDAY,WEEKEND,0,8,Autumn
95,26/8/19,Night,6604,MONDAY,WEEKDAY,0,8,Autumn
405,26/8/19,PM Period,17171,MONDAY,WEEKDAY,0,8,Autumn
751,26/8/19,Lunch Period,9238,MONDAY,WEEKDAY,0,8,Autumn
1386,26/8/19,AM Period,10773,MONDAY,WEEKDAY,0,8,Autumn
30,27/8/19,Lunch Period,9428,TUESDAY,WEEKDAY,0,8,Autumn
921,27/8/19,AM Period,9821,TUESDAY,WEEKDAY,0,8,Autumn
1385,27/8/19,PM Period,16659,TUESDAY,WEEKDAY,0,8,Autumn
1443,27/8/19,Night,7190,TUESDAY,WEEKDAY,0,8,Autumn
300,28/8/19,Night,8131,WEDNESDAY,WEEKDAY,0,8,Autumn
555,28/8/19,PM Period,17907,WEDNESDAY,WEEKDAY,0,8,Autumn
702,28/8/19,AM Period,9722,WEDNESDAY,WEEKDAY,0,8,Autumn
1331,28/8/19,Lunch Period,9550,WEDNESDAY,WEEKDAY,0,8,Autumn
296,29/8/19,AM Period,9612,THURSDAY,WEEKDAY,0,8,Autumn
859,29/8/19,Lunch Period,9985,THURSDAY,WEEKDAY,0,8,Autumn
1019,29/8/19,PM Period,19190,THURSDAY,WEEKDAY,0,8,Autumn
1129,29/8/19,Night,9121,THURSDAY,WEEKDAY,0,8,Autumn
193,30/8/19,AM Period,8194,FRIDAY,WEEKDAY,0,8,Autumn
230,30/8/19,Night,9371,FRIDAY,WEEKDAY,0,8,Autumn
1281,30/8/19,PM Period,15718,FRIDAY,WEEKDAY,0,8,Autumn
1441,30/8/19,Lunch Period,9371,FRIDAY,WEEKDAY,0,8,Autumn
600,31/8/19,Lunch Period,5162,SATURDAY,WEEKEND,0,8,Autumn
914,31/8/19,Night,11784,SATURDAY,WEEKEND,0,8,Autumn
970,31/8/19,PM Period,10880,SATURDAY,WEEKEND,0,8,Autumn
1021,31/8/19,AM Period,3294,SATURDAY,WEEKEND,0,8,Autumn
87,1/9/19,PM Period,8933,SUNDAY,WEEKEND,0,9,Autumn
497,1/9/19,Night,10926,SUNDAY,WEEKEND,0,9,Autumn
598,1/9/19,AM Period,3288,SUNDAY,WEEKEND,0,9,Autumn
1009,1/9/19,Lunch Period,4550,SUNDAY,WEEKEND,0,9,Autumn
126,2/9/19,PM Period,7449,MONDAY,WEEKDAY,1,9,Autumn
292,2/9/19,Night,6581,MONDAY,WEEKDAY,1,9,Autumn
499,2/9/19,AM Period,2666,MONDAY,WEEKDAY,1,9,Autumn
1270,2/9/19,Lunch Period,3981,MONDAY,WEEKDAY,1,9,Autumn
287,3/9/19,PM Period,15861,TUESDAY,WEEKDAY,0,9,Autumn
392,3/9/19,AM Period,10483,TUESDAY,WEEKDAY,0,9,Autumn
1121,3/9/19,Lunch Period,8081,TUESDAY,WEEKDAY,0,9,Autumn
1124,3/9/19,Night,6636,TUESDAY,WEEKDAY,0,9,Autumn
85,4/9/19,AM Period,9543,WEDNESDAY,WEEKDAY,0,9,Autumn
176,4/9/19,Night,7395,WEDNESDAY,WEEKDAY,0,9,Autumn
1170,4/9/19,Lunch Period,9364,WEDNESDAY,WEEKDAY,0,9,Autumn
1269,4/9/19,PM Period,17427,WEDNESDAY,WEEKDAY,0,9,Autumn
127,5/9/19,PM Period,19459,THURSDAY,WEEKDAY,0,9,Autumn
395,5/9/19,Lunch Period,10272,THURSDAY,WEEKDAY,0,9,Autumn
962,5/9/19,Night,9817,THURSDAY,WEEKDAY,0,9,Autumn
1123,5/9/19,AM Period,10145,THURSDAY,WEEKDAY,0,9,Autumn
83,6/9/19,PM Period,17295,FRIDAY,WEEKDAY,0,9,Autumn
88,6/9/19,Night,10171,FRIDAY,WEEKDAY,0,9,Autumn
544,6/9/19,AM Period,9488,FRIDAY,WEEKDAY,0,9,Autumn
906,6/9/19,Lunch Period,9846,FRIDAY,WEEKDAY,0,9,Autumn
688,7/9/19,Night,10716,SATURDAY,WEEKEND,0,9,Autumn
905,7/9/19,Lunch Period,4858,SATURDAY,WEEKEND,0,9,Autumn
1166,7/9/19,PM Period,10183,SATURDAY,WEEKEND,0,9,Autumn
1168,7/9/19,AM Period,3654,SATURDAY,WEEKEND,0,9,Autumn
345,8/9/19,PM Period,8320,SUNDAY,WEEKEND,0,9,Autumn
404,8/9/19,AM Period,3933,SUNDAY,WEEKEND,0,9,Autumn
1374,8/9/19,Night,9992,SUNDAY,WEEKEND,0,9,Autumn
1376,8/9/19,Lunch Period,5068,SUNDAY,WEEKEND,0,9,Autumn
288,9/9/19,Night,6820,MONDAY,WEEKDAY,0,9,Autumn
850,9/9/19,Lunch Period,9817,MONDAY,WEEKDAY,0,9,Autumn
1122,9/9/19,AM Period,10329,MONDAY,WEEKDAY,0,9,Autumn
1375,9/9/19,PM Period,17202,MONDAY,WEEKDAY,0,9,Autumn
344,10/9/19,PM Period,20724,TUESDAY,WEEKDAY,0,9,Autumn
904,10/9/19,Lunch Period,10880,TUESDAY,WEEKDAY,0,9,Autumn
1070,10/9/19,AM Period,11210,TUESDAY,WEEKDAY,0,9,Autumn
1226,10/9/19,Night,8750,TUESDAY,WEEKDAY,0,9,Autumn
82,11/9/19,PM Period,21691,WEDNESDAY,WEEKDAY,0,9,Autumn
86,11/9/19,Night,10396,WEDNESDAY,WEEKDAY,0,9,Autumn
637,11/9/19,AM Period,12238,WEDNESDAY,WEEKDAY,0,9,Autumn
1267,11/9/19,Lunch Period,12347,WEDNESDAY,WEEKDAY,0,9,Autumn
791,12/9/19,AM Period,11924,THURSDAY,WEEKDAY,0,9,Autumn
1071,12/9/19,Lunch Period,11664,THURSDAY,WEEKDAY,0,9,Autumn
1263,12/9/19,Night,11552,THURSDAY,WEEKDAY,0,9,Autumn
1322,12/9/19,PM Period,21564,THURSDAY,WEEKDAY,0,9,Autumn
849,13/9/19,AM Period,11294,FRIDAY,WEEKDAY,0,9,Autumn
1069,13/9/19,Night,12923,FRIDAY,WEEKDAY,0,9,Autumn
1271,13/9/19,Lunch Period,11525,FRIDAY,WEEKDAY,0,9,Autumn
1321,13/9/19,PM Period,21179,FRIDAY,WEEKDAY,0,9,Autumn
21,14/9/19,Lunch Period,6345,SATURDAY,WEEKEND,0,9,Autumn
496,14/9/19,PM Period,12860,SATURDAY,WEEKEND,0,9,Autumn
854,14/9/19,Night,13129,SATURDAY,WEEKEND,0,9,Autumn
963,14/9/19,AM Period,4317,SATURDAY,WEEKEND,0,9,Autumn
397,15/9/19,AM Period,4579,SUNDAY,WEEKEND,0,9,Autumn
547,15/9/19,Lunch Period,5516,SUNDAY,WEEKEND,0,9,Autumn
960,15/9/19,Night,11513,SUNDAY,WEEKEND,0,9,Autumn
1429,15/9/19,PM Period,10876,SUNDAY,WEEKEND,0,9,Autumn
125,16/9/19,PM Period,18665,MONDAY,WEEKDAY,0,9,Autumn
343,16/9/19,AM Period,11523,MONDAY,WEEKDAY,0,9,Autumn
449,16/9/19,Night,8035,MONDAY,WEEKDAY,0,9,Autumn
790,16/9/19,Lunch Period,9830,MONDAY,WEEKDAY,0,9,Autumn
23,17/9/19,Lunch Period,11077,TUESDAY,WEEKDAY,0,9,Autumn
391,17/9/19,PM Period,20555,TUESDAY,WEEKDAY,0,9,Autumn
638,17/9/19,AM Period,11350,TUESDAY,WEEKDAY,0,9,Autumn
851,17/9/19,Night,9073,TUESDAY,WEEKDAY,0,9,Autumn
225,18/9/19,AM Period,11605,WEDNESDAY,WEEKDAY,0,9,Autumn
226,18/9/19,Night,9867,WEDNESDAY,WEEKDAY,0,9,Autumn
393,18/9/19,PM Period,20903,WEDNESDAY,WEEKDAY,0,9,Autumn
1169,18/9/19,Lunch Period,11359,WEDNESDAY,WEEKDAY,0,9,Autumn
178,19/9/19,AM Period,11405,THURSDAY,WEEKDAY,0,9,Autumn
543,19/9/19,PM Period,22507,THURSDAY,WEEKDAY,0,9,Autumn
1221,19/9/19,Night,11610,THURSDAY,WEEKDAY,0,9,Autumn
1222,19/9/19,Lunch Period,11728,THURSDAY,WEEKDAY,0,9,Autumn
289,20/9/19,AM Period,10607,FRIDAY,WEEKDAY,0,9,Autumn
390,20/9/19,Lunch Period,11618,FRIDAY,WEEKDAY,0,9,Autumn
493,20/9/19,PM Period,21565,FRIDAY,WEEKDAY,0,9,Autumn
853,20/9/19,Night,12041,FRIDAY,WEEKDAY,0,9,Autumn
22,21/9/19,AM Period,4598,SATURDAY,WEEKEND,0,9,Autumn
179,21/9/19,Night,14099,SATURDAY,WEEKEND,0,9,Autumn
