,trip_date,time_indicator,trips,Day,Weekday ,Holiday ,Month,Season
884,29/3/19,Night,12533,FRIDAY,WEEKDAY,0,3,Spring
943,29/3/19,PM Period,21004,FRIDAY,WEEKDAY,0,3,Spring
4,30/3/19,PM Period,12612,SATURDAY,WEEKEND,0,3,Spring
7,30/3/19,AM Period,4198,SATURDAY,WEEKEND,0,3,Spring
423,30/3/19,Night,14342,SATURDAY,WEEKEND,0,3,Spring
626,30/3/19,Lunch Period,6046,SATURDAY,WEEKEND,0,3,Spring
322,31/3/19,Night,12297,SUNDAY,WEEKEND,0,3,Spring
480,31/3/19,Lunch Period,5703,SUNDAY,WEEKEND,0,3,Spring
1205,31/3/19,AM Period,4729,SUNDAY,WEEKEND,0,3,Spring
1206,31/3/19,PM Period,9703,SUNDAY,WEEKEND,0,3,Spring
220,1/4/19,Lunch Period,10256,MONDAY,WEEKDAY,0,4,Summer
263,1/4/19,Night,8164,MONDAY,WEEKDAY,0,4,Summer
478,1/4/19,PM Period,18786,MONDAY,WEEKDAY,0,4,Summer
528,1/4/19,AM Period,11706,MONDAY,WEEKDAY,0,4,Summer
254,2/4/19,AM Period,11474,TUESDAY,WEEKDAY,0,4,Summer
482,2/4/19,Lunch Period,10647,TUESDAY,WEEKDAY,0,4,Summer
770,2/4/19,PM Period,20645,TUESDAY,WEEKDAY,0,4,Summer
1100,2/4/19,Night,8889,TUESDAY,WEEKDAY,0,4,Summer
426,3/4/19,Lunch Period,11959,WEDNESDAY,WEEKDAY,0,4,Summer
479,3/4/19,AM Period,11878,WEDNESDAY,WEEKDAY,0,4,Summer
945,3/4/19,PM Period,22317,WEDNESDAY,WEEKDAY,0,4,Summer
1149,3/4/19,Night,9816,WEDNESDAY,WEEKDAY,0,4,Summer
60,4/4/19,PM Period,25492,THURSDAY,WEEKDAY,0,4,Summer
520,4/4/19,Night,12082,THURSDAY,WEEKDAY,0,4,Summer
538,4/4/19,Lunch Period,13676,THURSDAY,WEEKDAY,0,4,Summer
1047,4/4/19,AM Period,13362,THURSDAY,WEEKDAY,0,4,Summer
784,5/4/19,PM Period,22081,FRIDAY,WEEKDAY,0,4,Summer
829,5/4/19,Night,11253,FRIDAY,WEEKDAY,0,4,Summer
1150,5/4/19,AM Period,11430,FRIDAY,WEEKDAY,0,4,Summer
1315,5/4/19,Lunch Period,12471,FRIDAY,WEEKDAY,0,4,Summer
3,6/4/19,Lunch Period,6029,SATURDAY,WEEKEND,0,4,Summer
578,6/4/19,AM Period,4584,SATURDAY,WEEKEND,0,4,Summer
618,6/4/19,PM Period,12717,SATURDAY,WEEKEND,0,4,Summer
1367,6/4/19,Night,13279,SATURDAY,WEEKEND,0,4,Summer
274,7/4/19,Lunch Period,5805,SUNDAY,WEEKEND,0,4,Summer
896,7/4/19,PM Period,10597,SUNDAY,WEEKEND,0,4,Summer
1004,7/4/19,Night,12378,SUNDAY,WEEKEND,0,4,Summer
1107,7/4/19,AM Period,4875,SUNDAY,WEEKEND,0,4,Summer
331,8/4/19,AM Period,12504,MONDAY,WEEKDAY,0,4,Summer
437,8/4/19,PM Period,20595,MONDAY,WEEKDAY,0,4,Summer
1161,8/4/19,Night,8856,MONDAY,WEEKDAY,0,4,Summer
1361,8/4/19,Lunch Period,11132,MONDAY,WEEKDAY,0,4,Summer
11,9/4/19,Lunch Period,12003,TUESDAY,WEEKDAY,0,4,Summer
75,9/4/19,AM Period,13078,TUESDAY,WEEKDAY,0,4,Summer
169,9/4/19,PM Period,21995,TUESDAY,WEEKDAY,0,4,Summer
629,9/4/19,Night,10869,TUESDAY,WEEKDAY,0,4,Summer
219,10/4/19,AM Period,13995,WEDNESDAY,WEEKDAY,0,4,Summer
330,10/4/19,PM Period,25518,WEDNESDAY,WEEKDAY,0,4,Summer
536,10/4/19,Lunch Period,14584,WEDNESDAY,WEEKDAY,0,4,Summer
733,10/4/19,Night,11411,WEDNESDAY,WEEKDAY,0,4,Summer
488,11/4/19,AM Period,13784,THURSDAY,WEEKDAY,0,4,Summer
842,11/4/19,Lunch Period,13223,THURSDAY,WEEKDAY,0,4,Summer
895,11/4/19,Night,12009,THURSDAY,WEEKDAY,0,4,Summer
1212,11/4/19,PM Period,23865,THURSDAY,WEEKDAY,0,4,Summer
487,12/4/19,Lunch Period,12185,FRIDAY,WEEKDAY,0,4,Summer
732,12/4/19,Night,12171,FRIDAY,WEEKDAY,0,4,Summer
840,12/4/19,PM Period,22435,FRIDAY,WEEKDAY,0,4,Summer
1213,12/4/19,AM Period,12186,FRIDAY,WEEKDAY,0,4,Summer
218,13/4/19,PM Period,13019,SATURDAY,WEEKEND,0,4,Summer
273,13/4/19,Night,13798,SATURDAY,WEEKEND,0,4,Summer
439,13/4/19,Lunch Period,6260,SATURDAY,WEEKEND,0,4,Summer
1363,13/4/19,AM Period,4751,SATURDAY,WEEKEND,0,4,Summer
844,14/4/19,PM Period,9263,SUNDAY,WEEKEND,0,4,Summer
1257,14/4/19,Night,12261,SUNDAY,WEEKEND,0,4,Summer
1362,14/4/19,Lunch Period,5458,SUNDAY,WEEKEND,0,4,Summer
1365,14/4/19,AM Period,5327,SUNDAY,WEEKEND,0,4,Summer
221,15/4/19,AM Period,11814,MONDAY,WEEKDAY,0,4,Summer
440,15/4/19,PM Period,18253,MONDAY,WEEKDAY,0,4,Summer
843,15/4/19,Night,7743,MONDAY,WEEKDAY,0,4,Summer
1109,15/4/19,Lunch Period,10096,MONDAY,WEEKDAY,0,4,Summer
12,16/4/19,PM Period,18945,TUESDAY,WEEKDAY,0,4,Summer
279,16/4/19,Lunch Period,10366,TUESDAY,WEEKDAY,0,4,Summer
334,16/4/19,Night,8310,TUESDAY,WEEKDAY,0,4,Summer
1063,16/4/19,AM Period,11015,TUESDAY,WEEKDAY,0,4,Summer
14,17/4/19,AM Period,11312,WEDNESDAY,WEEKDAY,0,4,Summer
271,17/4/19,Lunch Period,10396,WEDNESDAY,WEEKDAY,0,4,Summer
734,17/4/19,Night,8295,WEDNESDAY,WEEKDAY,0,4,Summer
949,17/4/19,PM Period,18923,WEDNESDAY,WEEKDAY,0,4,Summer
386,18/4/19,Lunch Period,14535,THURSDAY,WEEKDAY,0,4,Summer
1061,18/4/19,PM Period,22943,THURSDAY,WEEKDAY,0,4,Summer
1366,18/4/19,Night,9818,THURSDAY,WEEKDAY,0,4,Summer
1426,18/4/19,AM Period,12109,THURSDAY,WEEKDAY,0,4,Summer
119,19/4/19,Lunch Period,10475,FRIDAY,WEEKDAY,0,4,Summer
383,19/4/19,PM Period,17850,FRIDAY,WEEKDAY,0,4,Summer
1162,19/4/19,AM Period,8762,FRIDAY,WEEKDAY,0,4,Summer
1313,19/4/19,Night,10123,FRIDAY,WEEKDAY,0,4,Summer
171,20/4/19,Lunch Period,5785,SATURDAY,WEEKEND,0,4,Summer
780,20/4/19,Night,11450,SATURDAY,WEEKEND,0,4,Summer
1110,20/4/19,AM Period,3947,SATURDAY,WEEKEND,0,4,Summer
1256,20/4/19,PM Period,11240,SATURDAY,WEEKEND,0,4,Summer
385,21/4/19,Lunch Period,5172,SUNDAY,WEEKEND,0,4,Summer
583,21/4/19,AM Period,4335,SUNDAY,WEEKEND,0,4,Summer
782,21/4/19,Night,8626,SUNDAY,WEEKEND,0,4,Summer
1108,21/4/19,PM Period,8260,SUNDAY,WEEKEND,0,4,Summer
584,22/4/19,Lunch Period,9074,MONDAY,WEEKDAY,0,4,Summer
680,22/4/19,Night,7182,MONDAY,WEEKDAY,0,4,Summer
841,22/4/19,PM Period,17393,MONDAY,WEEKDAY,0,4,Summer
1364,22/4/19,AM Period,9811,MONDAY,WEEKDAY,0,4,Summer
280,23/4/19,AM Period,11598,TUESDAY,WEEKDAY,0,4,Summer
485,23/4/19,PM Period,20071,TUESDAY,WEEKDAY,0,4,Summer
777,23/4/19,Night,8884,TUESDAY,WEEKDAY,0,4,Summer
1314,23/4/19,Lunch Period,10567,TUESDAY,WEEKDAY,0,4,Summer
532,24/4/19,PM Period,21306,WEDNESDAY,WEEKDAY,0,4,Summer
675,24/4/19,Night,9931,WEDNESDAY,WEEKDAY,0,4,Summer
1003,24/4/19,Lunch Period,11387,WEDNESDAY,WEEKDAY,0,4,Summer
1424,24/4/19,AM Period,11624,WEDNESDAY,WEEKDAY,0,4,Summer
13,25/4/19,AM Period,11471,THURSDAY,WEEKDAY,0,4,Summer
335,25/4/19,PM Period,22031,THURSDAY,WEEKDAY,0,4,Summer
954,25/4/19,Lunch Period,11676,THURSDAY,WEEKDAY,0,4,Summer
1215,25/4/19,Night,10854,THURSDAY,WEEKDAY,0,4,Summer
72,26/4/19,AM Period,10682,FRIDAY,WEEKDAY,0,4,Summer
533,26/4/19,PM Period,20675,FRIDAY,WEEKDAY,0,4,Summer
778,26/4/19,Lunch Period,11019,FRIDAY,WEEKDAY,0,4,Summer
839,26/4/19,Night,11584,FRIDAY,WEEKDAY,0,4,Summer
118,27/4/19,Lunch Period,7127,SATURDAY,WEEKEND,0,4,Summer
217,27/4/19,Night,13358,SATURDAY,WEEKEND,0,4,Summer
894,27/4/19,AM Period,4504,SATURDAY,WEEKEND,0,4,Summer
948,27/4/19,PM Period,12868,SATURDAY,WEEKEND,0,4,Summer
73,28/4/19,Night,9887,SUNDAY,WEEKEND,0,4,Summer
74,28/4/19,Lunch Period,4905,SUNDAY,WEEKEND,0,4,Summer
967,28/4/19,AM Period,3934,SUNDAY,WEEKEND,0,4,Summer
1254,28/4/19,PM Period,8613,SUNDAY,WEEKEND,0,4,Summer
694,29/4/19,Lunch Period,11256,MONDAY,WEEKDAY,0,4,Summer
797,29/4/19,AM Period,13547,MONDAY,WEEKDAY,0,4,Summer
856,29/4/19,PM Period,18045,MONDAY,WEEKDAY,0,4,Summer
1326,29/4/19,Night,6771,MONDAY,WEEKDAY,0,4,Summer
438,30/4/19,Lunch Period,12044,TUESDAY,WEEKDAY,0,4,Summer
643,30/4/19,Night,9088,TUESDAY,WEEKDAY,0,4,Summer
737,30/4/19,AM Period,12601,TUESDAY,WEEKDAY,0,4,Summer
915,30/4/19,PM Period,22913,TUESDAY,WEEKDAY,0,4,Summer
333,1/5/19,Night,9589,WEDNESDAY,WEEKDAY,0,5,Summer
810,1/5/19,Lunch Period,11167,WEDNESDAY,WEEKDAY,0,5,Summer
1448,1/5/19,AM Period,13175,WEDNESDAY,WEEKDAY,0,5,Summer
1449,1/5/19,PM Period,21055,WEDNESDAY,WEEKDAY,0,5,Summer
510,2/5/19,AM Period,13289,THURSDAY,WEEKDAY,0,5,Summer
872,2/5/19,PM Period,23901,THURSDAY,WEEKDAY,0,5,Summer
984,2/5/19,Lunch Period,13010,THURSDAY,WEEKDAY,0,5,Summer
1236,2/5/19,Night,11169,THURSDAY,WEEKDAY,0,5,Summer
469,3/5/19,AM Period,11359,FRIDAY,WEEKDAY,0,5,Summer
534,3/5/19,Night,12639,FRIDAY,WEEKDAY,0,5,Summer
1031,3/5/19,PM Period,23727,FRIDAY,WEEKDAY,0,5,Summer
1092,3/5/19,Lunch Period,12360,FRIDAY,WEEKDAY,0,5,Summer
513,4/5/19,AM Period,4966,SATURDAY,WEEKEND,0,5,Summer
761,4/5/19,PM Period,13950,SATURDAY,WEEKEND,0,5,Summer
874,4/5/19,Lunch Period,7061,SATURDAY,WEEKEND,0,5,Summer
1292,4/5/19,Night,14975,SATURDAY,WEEKEND,0,5,Summer
569,5/5/19,AM Period,5333,SUNDAY,WEEKEND,0,5,Summer
1062,5/5/19,Night,13395,SUNDAY,WEEKEND,0,5,Summer
1142,5/5/19,Lunch Period,6568,SUNDAY,WEEKEND,0,5,Summer
1290,5/5/19,PM Period,11438,SUNDAY,WEEKEND,0,5,Summer
243,6/5/19,PM Period,20822,MONDAY,WEEKDAY,0,5,Summer
468,6/5/19,AM Period,11441,MONDAY,WEEKDAY,0,5,Summer
738,6/5/19,Lunch Period,11727,MONDAY,WEEKDAY,0,5,Summer
1397,6/5/19,Night,8624,MONDAY,WEEKDAY,0,5,Summer
808,7/5/19,Night,9231,TUESDAY,WEEKDAY,0,5,Summer
935,7/5/19,PM Period,21256,TUESDAY,WEEKDAY,0,5,Summer
983,7/5/19,Lunch Period,11536,TUESDAY,WEEKDAY,0,5,Summer
1337,7/5/19,AM Period,12678,TUESDAY,WEEKDAY,0,5,Summer
47,8/5/19,AM Period,13021,WEDNESDAY,WEEKDAY,0,5,Summer
366,8/5/19,Night,9839,WEDNESDAY,WEEKDAY,0,5,Summer
613,8/5/19,Lunch Period,12505,WEDNESDAY,WEEKDAY,0,5,Summer
1450,8/5/19,PM Period,21636,WEDNESDAY,WEEKDAY,0,5,Summer
417,9/5/19,Lunch Period,11877,THURSDAY,WEEKDAY,0,5,Summer
612,9/5/19,Night,11008,THURSDAY,WEEKDAY,0,5,Summer
779,9/5/19,AM Period,12644,THURSDAY,WEEKDAY,0,5,Summer
1088,9/5/19,PM Period,21864,THURSDAY,WEEKDAY,0,5,Summer
147,10/5/19,PM Period,21290,FRIDAY,WEEKDAY,0,5,Summer
467,10/5/19,Night,11412,FRIDAY,WEEKDAY,0,5,Summer
1192,10/5/19,AM Period,11368,FRIDAY,WEEKDAY,0,5,Summer
1291,10/5/19,Lunch Period,11543,FRIDAY,WEEKDAY,0,5,Summer
206,11/5/19,AM Period,4332,SATURDAY,WEEKEND,0,5,Summer
873,11/5/19,Night,12438,SATURDAY,WEEKEND,0,5,Summer
985,11/5/19,Lunch Period,6818,SATURDAY,WEEKEND,0,5,Summer
1336,11/5/19,PM Period,14519,SATURDAY,WEEKEND,0,5,Summer
568,12/5/19,Lunch Period,5752,SUNDAY,WEEKEND,0,5,Summer
712,12/5/19,AM Period,4226,SUNDAY,WEEKEND,0,5,Summer
1091,12/5/19,PM Period,10411,SUNDAY,WEEKEND,0,5,Summer
1453,12/5/19,Night,10855,SUNDAY,WEEKEND,0,5,Summer
48,13/5/19,Lunch Period,10250,MONDAY,WEEKDAY,0,5,Summer
49,13/5/19,PM Period,18228,MONDAY,WEEKDAY,0,5,Summer
121,13/5/19,Night,8214,MONDAY,WEEKDAY,0,5,Summer
1089,13/5/19,AM Period,11301,MONDAY,WEEKDAY,0,5,Summer
245,14/5/19,Lunch Period,10643,TUESDAY,WEEKDAY,0,5,Summer
567,14/5/19,PM Period,18926,TUESDAY,WEEKDAY,0,5,Summer
678,14/5/19,Night,8066,TUESDAY,WEEKDAY,0,5,Summer
981,14/5/19,AM Period,11525,TUESDAY,WEEKDAY,0,5,Summer
278,15/5/19,Lunch Period,11342,WEDNESDAY,WEEKDAY,0,5,Summer
1190,15/5/19,AM Period,11566,WEDNESDAY,WEEKDAY,0,5,Summer
1235,15/5/19,Night,9340,WEDNESDAY,WEEKDAY,0,5,Summer
1451,15/5/19,PM Period,20335,WEDNESDAY,WEEKDAY,0,5,Summer
244,16/5/19,Night,10704,THURSDAY,WEEKDAY,0,5,Summer
781,16/5/19,PM Period,21645,THURSDAY,WEEKDAY,0,5,Summer
812,16/5/19,Lunch Period,13751,THURSDAY,WEEKDAY,0,5,Summer
1189,16/5/19,AM Period,11910,THURSDAY,WEEKDAY,0,5,Summer
415,17/5/19,PM Period,24116,FRIDAY,WEEKDAY,0,5,Summer
466,17/5/19,AM Period,11781,FRIDAY,WEEKDAY,0,5,Summer
710,17/5/19,Lunch Period,13304,FRIDAY,WEEKDAY,0,5,Summer
1398,17/5/19,Night,12825,FRIDAY,WEEKDAY,0,5,Summer
277,18/5/19,AM Period,5635,SATURDAY,WEEKEND,0,5,Summer
936,18/5/19,Night,14418,SATURDAY,WEEKEND,0,5,Summer
937,18/5/19,Lunch Period,6878,SATURDAY,WEEKEND,0,5,Summer
1338,18/5/19,PM Period,16399,SATURDAY,WEEKEND,0,5,Summer
368,19/5/19,AM Period,6344,SUNDAY,WEEKEND,0,5,Summer
509,19/5/19,Night,14449,SUNDAY,WEEKEND,0,5,Summer
1339,19/5/19,Lunch Period,6568,SUNDAY,WEEKEND,0,5,Summer
1452,19/5/19,PM Period,12375,SUNDAY,WEEKEND,0,5,Summer
148,20/5/19,Lunch Period,12521,MONDAY,WEEKDAY,0,5,Summer
314,20/5/19,AM Period,13167,MONDAY,WEEKDAY,0,5,Summer
655,20/5/19,PM Period,21851,MONDAY,WEEKDAY,0,5,Summer
814,20/5/19,Night,10135,MONDAY,WEEKDAY,0,5,Summer
103,21/5/19,Lunch Period,13498,TUESDAY,WEEKDAY,0,5,Summer
367,21/5/19,Night,10241,TUESDAY,WEEKDAY,0,5,Summer
813,21/5/19,AM Period,14094,TUESDAY,WEEKDAY,0,5,Summer
1234,21/5/19,PM Period,22873,TUESDAY,WEEKDAY,0,5,Summer
382,22/5/19,PM Period,20330,WEDNESDAY,WEEKDAY,0,5,Summer
809,22/5/19,Lunch Period,11310,WEDNESDAY,WEEKDAY,0,5,Summer
1141,22/5/19,Night,10571,WEDNESDAY,WEEKDAY,0,5,Summer
1233,22/5/19,AM Period,12526,WEDNESDAY,WEEKDAY,0,5,Summer
512,23/5/19,AM Period,11485,THURSDAY,WEEKDAY,0,5,Summer
759,23/5/19,PM Period,20830,THURSDAY,WEEKDAY,0,5,Summer
982,23/5/19,Night,11436,THURSDAY,WEEKDAY,0,5,Summer
1293,23/5/19,Lunch Period,11960,THURSDAY,WEEKDAY,0,5,Summer
46,24/5/19,PM Period,17415,FRIDAY,WEEKDAY,0,5,Summer
205,24/5/19,AM Period,10044,FRIDAY,WEEKDAY,0,5,Summer
1090,24/5/19,Lunch Period,10324,FRIDAY,WEEKDAY,0,5,Summer
1194,24/5/19,Night,10504,FRIDAY,WEEKDAY,0,5,Summer
416,25/5/19,Night,12436,SATURDAY,WEEKEND,0,5,Summer
511,25/5/19,AM Period,4019,SATURDAY,WEEKEND,0,5,Summer
760,25/5/19,Lunch Period,5590,SATURDAY,WEEKEND,0,5,Summer
762,25/5/19,PM Period,11620,SATURDAY,WEEKEND,0,5,Summer
275,26/5/19,Lunch Period,4729,SUNDAY,WEEKEND,0,5,Summer
315,26/5/19,AM Period,3840,SUNDAY,WEEKEND,0,5,Summer
1032,26/5/19,PM Period,9238,SUNDAY,WEEKEND,0,5,Summer
1191,26/5/19,Night,11342,SUNDAY,WEEKEND,0,5,Summer
76,27/5/19,Night,7556,MONDAY,WEEKDAY,1,5,Summer
514,27/5/19,Lunch Period,4057,MONDAY,WEEKDAY,1,5,Summer
711,27/5/19,PM Period,7398,MONDAY,WEEKDAY,1,5,Summer
1399,27/5/19,AM Period,2904,MONDAY,WEEKDAY,1,5,Summer
104,28/5/19,AM Period,10202,TUESDAY,WEEKDAY,0,5,Summer
811,28/5/19,Lunch Period,9659,TUESDAY,WEEKDAY,0,5,Summer
980,28/5/19,PM Period,19102,TUESDAY,WEEKDAY,0,5,Summer
1193,28/5/19,Night,8078,TUESDAY,WEEKDAY,0,5,Summer
102,29/5/19,PM Period,19221,WEDNESDAY,WEEKDAY,0,5,Summer
365,29/5/19,Lunch Period,10323,WEDNESDAY,WEEKDAY,0,5,Summer
656,29/5/19,Night,8518,WEDNESDAY,WEEKDAY,0,5,Summer
1454,29/5/19,AM Period,10497,WEDNESDAY,WEEKDAY,0,5,Summer
146,30/5/19,Night,11135,THURSDAY,WEEKDAY,0,5,Summer
1312,30/5/19,PM Period,22870,THURSDAY,WEEKDAY,0,5,Summer
1340,30/5/19,AM Period,12031,THURSDAY,WEEKDAY,0,5,Summer
1402,30/5/19,Lunch Period,12163,THURSDAY,WEEKDAY,0,5,Summer
45,31/5/19,Lunch Period,13389,FRIDAY,WEEKDAY,0,5,Summer
364,31/5/19,Night,13141,FRIDAY,WEEKDAY,0,5,Summer
1400,31/5/19,AM Period,12024,FRIDAY,WEEKDAY,0,5,Summer
1401,31/5/19,PM Period,24503,FRIDAY,WEEKDAY,0,5,Summer
42,1/6/19,PM Period,16222,SATURDAY,WEEKEND,0,6,Summer
241,1/6/19,AM Period,6996,SATURDAY,WEEKEND,0,6,Summer
507,1/6/19,Lunch Period,7329,SATURDAY,WEEKEND,0,6,Summer
565,1/6/19,Night,15342,SATURDAY,WEEKEND,0,6,Summer
312,2/6/19,AM Period,7283,SUNDAY,WEEKEND,0,6,Summer
384,2/6/19,Lunch Period,6938,SUNDAY,WEEKEND,0,6,Summer
1028,2/6/19,Night,13814,SUNDAY,WEEKEND,0,6,Summer
1232,2/6/19,PM Period,14394,SUNDAY,WEEKEND,0,6,Summer
486,3/6/19,PM Period,20400,MONDAY,WEEKDAY,0,6,Summer
869,3/6/19,AM Period,12854,MONDAY,WEEKDAY,0,6,Summer
1137,3/6/19,Night,9627,MONDAY,WEEKDAY,0,6,Summer
1335,3/6/19,Lunch Period,11810,MONDAY,WEEKDAY,0,6,Summer
39,4/6/19,AM Period,11737,TUESDAY,WEEKDAY,0,6,Summer
508,4/6/19,Night,9226,TUESDAY,WEEKDAY,0,6,Summer
1027,4/6/19,Lunch Period,12405,TUESDAY,WEEKDAY,0,6,Summer
1030,4/6/19,PM Period,19355,TUESDAY,WEEKDAY,0,6,Summer
37,5/6/19,Night,10806,WEDNESDAY,WEEKDAY,0,6,Summer
757,5/6/19,Lunch Period,11263,WEDNESDAY,WEEKDAY,0,6,Summer
807,5/6/19,PM Period,19925,WEDNESDAY,WEEKDAY,0,6,Summer
1187,5/6/19,AM Period,11727,WEDNESDAY,WEEKDAY,0,6,Summer
239,6/6/19,PM Period,20840,THURSDAY,WEEKDAY,0,6,Summer
608,6/6/19,AM Period,11615,THURSDAY,WEEKDAY,0,6,Summer
867,6/6/19,Night,11544,THURSDAY,WEEKDAY,0,6,Summer
1139,6/6/19,Lunch Period,11873,THURSDAY,WEEKDAY,0,6,Summer
41,7/6/19,Night,11954,FRIDAY,WEEKDAY,0,6,Summer
414,7/6/19,AM Period,10177,FRIDAY,WEEKDAY,0,6,Summer
868,7/6/19,Lunch Period,11416,FRIDAY,WEEKDAY,0,6,Summer
1334,7/6/19,PM Period,21121,FRIDAY,WEEKDAY,0,6,Summer
505,8/6/19,AM Period,4682,SATURDAY,WEEKEND,0,6,Summer
870,8/6/19,Lunch Period,6966,SATURDAY,WEEKEND,0,6,Summer
978,8/6/19,PM Period,14823,SATURDAY,WEEKEND,0,6,Summer
1086,8/6/19,Night,15694,SATURDAY,WEEKEND,0,6,Summer
313,9/6/19,AM Period,5603,SUNDAY,WEEKEND,0,6,Summer
654,9/6/19,Night,14610,SUNDAY,WEEKEND,0,6,Summer
806,9/6/19,Lunch Period,7626,SUNDAY,WEEKEND,0,6,Summer
1214,9/6/19,PM Period,12887,SUNDAY,WEEKEND,0,6,Summer
199,10/6/19,Lunch Period,10428,MONDAY,WEEKDAY,0,6,Summer
504,10/6/19,PM Period,20663,MONDAY,WEEKDAY,0,6,Summer
707,10/6/19,AM Period,12969,MONDAY,WEEKDAY,0,6,Summer
708,10/6/19,Night,10578,MONDAY,WEEKDAY,0,6,Summer
412,11/6/19,Night,10790,TUESDAY,WEEKDAY,0,6,Summer
650,11/6/19,PM Period,21415,TUESDAY,WEEKDAY,0,6,Summer
933,11/6/19,AM Period,13091,TUESDAY,WEEKDAY,0,6,Summer
1425,11/6/19,Lunch Period,12146,TUESDAY,WEEKDAY,0,6,Summer
566,12/6/19,AM Period,12277,WEDNESDAY,WEEKDAY,0,6,Summer
736,12/6/19,Lunch Period,13954,WEDNESDAY,WEEKDAY,0,6,Summer
977,12/6/19,Night,11397,WEDNESDAY,WEEKDAY,0,6,Summer
1084,12/6/19,PM Period,22427,WEDNESDAY,WEEKDAY,0,6,Summer
100,13/6/19,Lunch Period,11520,THURSDAY,WEEKDAY,0,6,Summer
276,13/6/19,AM Period,12813,THURSDAY,WEEKDAY,0,6,Summer
464,13/6/19,Night,11759,THURSDAY,WEEKDAY,0,6,Summer
651,13/6/19,PM Period,21297,THURSDAY,WEEKDAY,0,6,Summer
38,14/6/19,AM Period,10305,FRIDAY,WEEKDAY,0,6,Summer
204,14/6/19,Night,13422,FRIDAY,WEEKDAY,0,6,Summer
240,14/6/19,Lunch Period,11783,FRIDAY,WEEKDAY,0,6,Summer
332,14/6/19,PM Period,21142,FRIDAY,WEEKDAY,0,6,Summer
564,15/6/19,Night,14888,SATURDAY,WEEKEND,0,6,Summer
1087,15/6/19,AM Period,4642,SATURDAY,WEEKEND,0,6,Summer
1140,15/6/19,Lunch Period,6774,SATURDAY,WEEKEND,0,6,Summer
1186,15/6/19,PM Period,13094,SATURDAY,WEEKEND,0,6,Summer
43,16/6/19,PM Period,9640,SUNDAY,WEEKEND,0,6,Summer
200,16/6/19,AM Period,4777,SUNDAY,WEEKEND,0,6,Summer
758,16/6/19,Lunch Period,5770,SUNDAY,WEEKEND,0,6,Summer
1136,16/6/19,Night,12410,SUNDAY,WEEKEND,0,6,Summer
201,17/6/19,AM Period,11254,MONDAY,WEEKDAY,0,6,Summer
413,17/6/19,Lunch Period,10302,MONDAY,WEEKDAY,0,6,Summer
506,17/6/19,PM Period,18833,MONDAY,WEEKDAY,0,6,Summer
731,17/6/19,Night,7989,MONDAY,WEEKDAY,0,6,Summer
101,18/6/19,Lunch Period,10769,TUESDAY,WEEKDAY,0,6,Summer
931,18/6/19,PM Period,20377,TUESDAY,WEEKDAY,0,6,Summer
1188,18/6/19,Night,9901,TUESDAY,WEEKDAY,0,6,Summer
1395,18/6/19,AM Period,11858,TUESDAY,WEEKDAY,0,6,Summer
44,19/6/19,Lunch Period,12213,WEDNESDAY,WEEKDAY,0,6,Summer
628,19/6/19,Night,12058,WEDNESDAY,WEEKDAY,0,6,Summer
932,19/6/19,AM Period,12025,WEDNESDAY,WEEKDAY,0,6,Summer
1288,19/6/19,PM Period,22493,WEDNESDAY,WEEKDAY,0,6,Summer
242,20/6/19,Night,12487,THURSDAY,WEEKDAY,0,6,Summer
930,20/6/19,AM Period,12923,THURSDAY,WEEKDAY,0,6,Summer
1029,20/6/19,Lunch Period,11786,THURSDAY,WEEKDAY,0,6,Summer
1396,20/6/19,PM Period,21999,THURSDAY,WEEKDAY,0,6,Summer
122,21/6/19,Lunch Period,11762,FRIDAY,WEEKDAY,0,6,Summer
489,21/6/19,PM Period,23422,FRIDAY,WEEKDAY,0,6,Summer
979,21/6/19,AM Period,9716,FRIDAY,WEEKDAY,0,6,Summer
1333,21/6/19,Night,13645,FRIDAY,WEEKDAY,0,6,Summer
145,22/6/19,PM Period,13406,SATURDAY,WEEKEND,0,6,Summer
202,22/6/19,AM Period,4120,SATURDAY,WEEKEND,0,6,Summer
652,22/6/19,Lunch Period,6512,SATURDAY,WEEKEND,0,6,Summer
934,22/6/19,Night,16391,SATURDAY,WEEKEND,0,6,Summer
611,23/6/19,Lunch Period,6080,SUNDAY,WEEKEND,0,6,Summer
709,23/6/19,Night,13255,SUNDAY,WEEKEND,0,6,Summer
735,23/6/19,PM Period,10287,SUNDAY,WEEKEND,0,6,Summer
871,23/6/19,AM Period,4789,SUNDAY,WEEKEND,0,6,Summer
120,24/6/19,PM Period,17305,MONDAY,WEEKDAY,0,6,Summer
653,24/6/19,AM Period,11036,MONDAY,WEEKDAY,0,6,Summer
1138,24/6/19,Lunch Period,10665,MONDAY,WEEKDAY,0,6,Summer
1447,24/6/19,Night,9360,MONDAY,WEEKDAY,0,6,Summer
535,25/6/19,PM Period,21861,TUESDAY,WEEKDAY,0,6,Summer
610,25/6/19,Night,10745,TUESDAY,WEEKDAY,0,6,Summer
1085,25/6/19,AM Period,10795,TUESDAY,WEEKDAY,0,6,Summer
1289,25/6/19,Lunch Period,11154,TUESDAY,WEEKDAY,0,6,Summer
363,26/6/19,Lunch Period,11591,WEDNESDAY,WEEKDAY,0,6,Summer
465,26/6/19,AM Period,11742,WEDNESDAY,WEEKDAY,0,6,Summer
