,dropoff_community_area,end_hour,cal_day_desc,average_speed,total_trips,avg_trips
3130,44,7,Weekdays,20.84823655785642,291,2.5086206896551726
3131,40,10,Weekdays,26.71546313403554,214,1.8448275862068966
3132,40,23,Weekdays,34.79495956001296,105,0.9051724137931034
3133,16,15,Weekend/Holidays,24.428267983221975,966,8.327586206896552
3134,27,21,Weekend/Holidays,34.74557810068667,113,0.9741379310344828
3135,53,7,Weekdays,38.130735061650334,94,0.8103448275862069
3136,53,9,Weekdays,41.71799285163642,84,0.7241379310344828
3137,53,1,Weekend/Holidays,61.66750597000669,37,0.31896551724137934
3138,41,21,Weekdays,40.315626006368355,2390,20.603448275862068
3139,13,2,Weekend/Holidays,27.32905899671611,231,1.9913793103448276
3140,13,18,Weekend/Holidays,25.08039534644291,267,2.3017241379310347
3141,58,5,Weekend/Holidays,37.999130763856535,64,0.5517241379310345
3142,58,10,Weekdays,28.57641295413447,188,1.6206896551724137
3143,60,6,Weekdays,40.279786502504976,111,0.9568965517241379
3144,15,10,Weekend/Holidays,23.963894952872874,505,4.353448275862069
3145,69,16,Weekend/Holidays,29.403001965761113,198,1.706896551724138
3146,29,22,Weekdays,30.42226832433654,195,1.6810344827586208
3147,29,19,Weekdays,21.079137829469072,345,2.9741379310344827
3148,26,21,Weekend/Holidays,36.71208197760405,48,0.41379310344827586
3149,47,22,Weekdays,42.177665653495445,13,0.11206896551724138
3150,57,17,Weekdays,20.051937394060808,88,0.7586206896551724
3151,18,17,Weekdays,17.10619758785125,89,0.7672413793103449
3152,71,19,Weekdays,29.204173788084937,293,2.5258620689655173
3153,71,12,Weekend/Holidays,28.14399264606968,109,0.9396551724137931
3154,25,20,Weekdays,28.658508079873776,557,4.801724137931035
3155,4,7,Weekend/Holidays,19.24234984814832,364,3.1379310344827585
3156,39,16,Weekend/Holidays,29.738409136219136,499,4.301724137931035
3157,45,19,Weekdays,30.08261116386293,86,0.7413793103448276
3158,45,13,Weekend/Holidays,19.52943644067797,46,0.39655172413793105
3159,14,11,Weekend/Holidays,25.028123451319903,356,3.0689655172413794
3160,54,21,Weekdays,56.20302045587377,37,0.31896551724137934
3161,3,14,Weekend/Holidays,22.03592915060481,2413,20.801724137931036
3162,72,12,Weekend/Holidays,34.91065703357417,62,0.5344827586206896
3163,72,4,Weekdays,51.73579329834477,4,0.034482758620689655
3164,56,10,Weekdays,34.29649756936937,6467,55.75
3165,11,13,Weekend/Holidays,33.3579088553427,348,3.0
3166,42,5,Weekend/Holidays,10.871662688941923,49,0.4224137931034483
3167,50,19,Weekdays,33.436830716392386,71,0.6120689655172413
3168,73,7,Weekend/Holidays,47.94875546124078,63,0.5431034482758621
3169,7,7,Weekend/Holidays,29.538684427222094,981,8.456896551724139
3170,24,15,Weekdays,21.182574703122185,14963,128.99137931034483
3171,6,9,Weekdays,22.13521600990174,10053,86.66379310344827
3172,71,15,Weekend/Holidays,25.98657933807871,148,1.2758620689655173
3173,71,4,Weekdays,33.303695887101924,35,0.3017241379310345
3174,75,18,Weekend/Holidays,38.63812942953411,84,0.7241379310344828
3175,24,19,Weekend/Holidays,23.864845820235704,7421,63.974137931034484
3176,58,6,Weekend/Holidays,32.67152961373391,45,0.3879310344827586
3177,21,18,Weekend/Holidays,24.776550381033026,719,6.198275862068965
3178,74,2,Weekdays,34.87502579979361,14,0.1206896551724138
3179,13,9,Weekend/Holidays,24.86880358876642,236,2.0344827586206895
3180,65,4,Weekend/Holidays,36.26551957467375,31,0.2672413793103448
3181,26,12,Weekend/Holidays,32.876659955900685,79,0.6810344827586207
3182,26,18,Weekdays,21.431982572023077,155,1.3362068965517242
3183,20,13,Weekend/Holidays,27.95002666966116,52,0.4482758620689655
3184,12,21,Weekend/Holidays,36.46504669838531,201,1.7327586206896552
3185,15,4,Weekdays,33.05056419510642,335,2.8879310344827585
3186,10,7,Weekend/Holidays,48.75725101489893,150,1.293103448275862
3187,9,2,Weekend/Holidays,42.33897358224726,44,0.3793103448275862
3188,14,13,Weekend/Holidays,26.179911666275878,421,3.6293103448275863
3189,3,22,Weekend/Holidays,30.33844011079709,3361,28.974137931034484
3190,72,20,Weekdays,40.33759348903588,214,1.8448275862068966
3191,72,0,Weekdays,47.6998474016799,108,0.9310344827586207
3192,66,16,Weekend/Holidays,26.045567692432698,49,0.4224137931034483
3193,40,20,Weekdays,24.543074542641307,170,1.4655172413793103
3194,68,7,Weekend/Holidays,28.751300802314883,49,0.4224137931034483
3195,68,3,Weekend/Holidays,37.442859397673175,40,0.3448275862068966
3196,73,14,Weekend/Holidays,31.115119643888693,98,0.8448275862068966
3197,61,1,Weekdays,36.650305364944245,79,0.6810344827586207
3198,77,22,Weekend/Holidays,30.18406585822497,2405,20.732758620689655
3199,67,5,Weekend/Holidays,42.045802011646394,11,0.09482758620689655
3200,67,12,Weekend/Holidays,20.93237757443105,134,1.1551724137931034
3201,75,15,Weekdays,34.936893306825716,207,1.7844827586206897
3202,74,22,Weekdays,40.98063947855193,44,0.3793103448275862
3203,62,5,Weekend/Holidays,31.001107564634527,10,0.08620689655172414
3204,62,20,Weekdays,33.21036004052989,88,0.7586206896551724
3205,25,23,Weekend/Holidays,33.395927805388446,189,1.6293103448275863
3206,18,10,Weekdays,29.38347375060011,74,0.6379310344827587
3207,9,10,Weekdays,17.836637474496747,74,0.6379310344827587
3208,29,6,Weekdays,28.01834305088402,117,1.0086206896551724
3209,54,23,Weekend/Holidays,60.43030028794736,26,0.22413793103448276
3210,54,18,Weekend/Holidays,56.466819421713026,18,0.15517241379310345
3211,51,16,Weekdays,28.290665811354813,184,1.5862068965517242
3212,72,18,Weekdays,28.830501289671414,194,1.6724137931034482
3213,2,13,Weekend/Holidays,15.231410447456142,935,8.060344827586206
3214,66,16,Weekdays,21.94148291132054,189,1.6293103448275863
3215,27,16,Weekdays,20.224246842063895,625,5.387931034482759
3216,30,17,Weekend/Holidays,24.75190674437968,94,0.8103448275862069
3217,64,21,Weekend/Holidays,40.88948563548611,61,0.5258620689655172
3218,64,10,Weekend/Holidays,43.03504935047316,42,0.3620689655172414
3219,55,11,Weekdays,47.551435695789785,29,0.25
3220,51,3,Weekdays,42.950932097665294,10,0.08620689655172414
3221,44,21,Weekend/Holidays,27.763685018829026,103,0.8879310344827587
3222,44,4,Weekdays,44.58119862835766,119,1.0258620689655173
3223,69,8,Weekend/Holidays,33.699956449340334,176,1.5172413793103448
3224,69,21,Weekend/Holidays,41.7358538770364,109,0.9396551724137931
3225,69,2,Weekend/Holidays,44.85895456766001,49,0.4224137931034483
3226,53,15,Weekdays,32.02782443248918,233,2.0086206896551726
3227,73,16,Weekend/Holidays,22.866577418695027,89,0.7672413793103449
3228,65,23,Weekend/Holidays,25.542391651257624,36,0.3103448275862069
3229,65,20,Weekdays,34.223350913901335,67,0.5775862068965517
3230,26,23,Weekend/Holidays,28.42307241725176,57,0.49137931034482757
3231,20,5,Weekend/Holidays,26.11169886797121,122,1.0517241379310345
3232,20,7,Weekdays,24.674008924780043,95,0.8189655172413793
3233,25,20,Weekend/Holidays,30.213923029775163,192,1.6551724137931034
3234,19,19,Weekend/Holidays,21.864771087729174,173,1.4913793103448276
3235,9,5,Weekdays,44.02667905248491,20,0.1724137931034483
3236,50,7,Weekend/Holidays,64.76683420741504,30,0.25862068965517243
3237,66,13,Weekdays,24.08943361997497,202,1.7413793103448276
3238,66,14,Weekend/Holidays,24.60704665127021,62,0.5344827586206896
3239,73,1,Weekend/Holidays,39.03071170012266,22,0.1896551724137931
3240,73,8,Weekend/Holidays,46.78329509906152,88,0.7586206896551724
3241,73,9,Weekend/Holidays,41.041651073197585,113,0.9741379310344828
3242,72,21,Weekend/Holidays,40.27217801753203,49,0.4224137931034483
3243,51,0,Weekend/Holidays,49.94745088586237,17,0.14655172413793102
3244,56,0,Weekend/Holidays,32.79366589460516,214,1.8448275862068966
3245,10,2,Weekdays,42.649761168323614,248,2.1379310344827585
3246,68,2,Weekend/Holidays,48.13039315826057,25,0.21551724137931033
3247,48,9,Weekend/Holidays,31.927131883237653,51,0.4396551724137931
3248,52,0,Weekend/Holidays,40.86501547987617,28,0.2413793103448276
3249,40,0,Weekdays,36.437317050537295,52,0.4482758620689655
3250,53,9,Weekend/Holidays,47.48100334981655,64,0.5517241379310345
3251,53,6,Weekdays,42.72116018640886,58,0.5
3252,67,22,Weekdays,29.40492136098754,79,0.6810344827586207
3253,60,5,Weekdays,44.66532032059321,93,0.8017241379310345
3254,69,22,Weekend/Holidays,38.561558685910924,97,0.8362068965517241
3255,65,23,Weekdays,33.813723302951985,45,0.3879310344827586
3256,26,9,Weekend/Holidays,44.70640300653266,74,0.6379310344827587
3257,14,7,Weekend/Holidays,24.91490148328537,295,2.543103448275862
3258,18,1,Weekend/Holidays,23.16082361015786,22,0.1896551724137931
3259,42,22,Weekdays,34.88492082825823,337,2.9051724137931036
3260,42,21,Weekend/Holidays,27.968381052288883,141,1.2155172413793103
3261,35,0,Weekend/Holidays,27.74777126564233,452,3.896551724137931
3262,75,21,Weekdays,47.105675559457474,140,1.206896551724138
3263,75,8,Weekend/Holidays,51.69378327507395,50,0.43103448275862066
3264,34,22,Weekend/Holidays,30.24606280293966,356,3.0689655172413794
3265,74,8,Weekdays,33.8771449180328,21,0.1810344827586207
3266,54,10,Weekdays,55.45806848112378,47,0.4051724137931034
3267,47,10,Weekdays,25.308684456304206,46,0.39655172413793105
3268,72,8,Weekdays,35.629695170229624,59,0.5086206896551724
3269,2,6,Weekdays,10.742089643518916,1256,10.827586206896552
3270,30,0,Weekend/Holidays,22.248724614218617,106,0.9137931034482759
3271,51,11,Weekend/Holidays,39.27330671641792,42,0.3620689655172414
3272,45,16,Weekdays,26.91205003909305,211,1.8189655172413792
3273,42,20,Weekend/Holidays,26.65316930202265,181,1.5603448275862069
3274,50,22,Weekend/Holidays,57.8932857570386,41,0.35344827586206895
3275,50,20,Weekdays,41.673215903371904,61,0.5258620689655172
3276,35,4,Weekend/Holidays,32.3181686319447,166,1.4310344827586208
3277,49,7,Weekend/Holidays,55.524083375256645,69,0.5948275862068966
3278,34,15,Weekend/Holidays,23.1064940641866,753,6.491379310344827
3279,53,8,Weekend/Holidays,58.8318246999114,81,0.6982758620689655
3280,60,3,Weekdays,37.17962703130181,156,1.3448275862068966
3281,61,10,Weekdays,22.93697577702994,251,2.163793103448276
3282,67,13,Weekend/Holidays,24.25273654622579,79,0.6810344827586207
3283,22,11,Weekend/Holidays,28.61998357392339,1218,10.5
3284,70,3,Weekdays,35.24675290481368,28,0.2413793103448276
3285,74,1,Weekend/Holidays,38.95326883771631,14,0.1206896551724138
3286,13,10,Weekend/Holidays,27.266053625012102,248,2.1379310344827585
3287,57,16,Weekdays,19.412154724968826,99,0.853448275862069
3288,46,5,Weekend/Holidays,33.350336749633975,20,0.1724137931034483
3289,30,3,Weekdays,41.08371329948309,174,1.5
3290,49,23,Weekend/Holidays,47.3001569995639,83,0.7155172413793104
3291,73,12,Weekend/Holidays,35.91992179081899,117,1.0086206896551724
3292,62,17,Weekend/Holidays,30.076154879140564,16,0.13793103448275862
3293,43,1,Weekend/Holidays,38.029910415542375,103,0.8879310344827587
3294,55,16,Weekend/Holidays,55.18122362675248,11,0.09482758620689655
3295,40,22,Weekdays,34.504869877745605,100,0.8620689655172413
3296,70,18,Weekend/Holidays,30.94611465522872,49,0.4224137931034483
3297,9,16,Weekend/Holidays,34.48107791075534,76,0.6551724137931034
3298,54,16,Weekdays,36.431845437481215,74,0.6379310344827587
3299,73,9,Weekdays,33.75788761204118,177,1.5258620689655173
3300,57,10,Weekdays,33.79560992902452,106,0.9137931034482759
3301,19,7,Weekend/Holidays,26.825470223281574,88,0.7586206896551724
3302,75,2,Weekend/Holidays,52.459833698790746,27,0.23275862068965517
3303,74,21,Weekdays,43.45096462419069,48,0.41379310344827586
3304,17,13,Weekend/Holidays,23.780341196540974,98,0.8448275862068966
3305,48,0,Weekdays,32.89177448071217,19,0.16379310344827586
3306,29,2,Weekend/Holidays,27.506440677966104,67,0.5775862068965517
3307,41,4,Weekend/Holidays,37.13162237112718,136,1.1724137931034482
3308,47,6,Weekdays,31.52531471927163,19,0.16379310344827586
3309,64,2,Weekend/Holidays,41.399032054429405,35,0.3017241379310345
3310,51,12,Weekend/Holidays,29.322703652397216,44,0.3793103448275862
3311,42,1,Weekend/Holidays,43.90444917213948,64,0.5517241379310345
3312,36,15,Weekdays,22.69397752719922,401,3.456896551724138
3313,36,1,Weekdays,35.99995114850362,92,0.7931034482758621
3314,44,4,Weekend/Holidays,44.56293264819232,30,0.25862068965517243
3315,69,7,Weekend/Holidays,46.22069402070087,139,1.1982758620689655
3316,69,13,Weekend/Holidays,29.083371025061147,246,2.1206896551724137
3317,40,21,Weekend/Holidays,38.58682026710164,50,0.43103448275862066
3318,53,1,Weekdays,52.330952708512456,38,0.3275862068965517
3319,67,4,Weekend/Holidays,38.28546216140742,18,0.15517241379310345
3320,75,8,Weekdays,34.90791175148678,109,0.9396551724137931
3321,58,23,Weekend/Holidays,31.691101143754214,50,0.43103448275862066
3322,27,5,Weekend/Holidays,29.32867333901192,69,0.5948275862068966
3323,23,16,Weekend/Holidays,22.330816411336126,240,2.0689655172413794
3324,62,17,Weekdays,23.050232895490772,58,0.5
3325,65,2,Weekdays,47.023494825258744,35,0.3017241379310345
3326,26,20,Weekdays,30.585949701307715,114,0.9827586206896551
3327,50,17,Weekdays,29.13796226415095,120,1.0344827586206897
3328,50,21,Weekdays,42.817945715806275,40,0.3448275862068966
3329,50,17,Weekend/Holidays,31.644206314218863,18,0.15517241379310345
3330,66,11,Weekend/Holidays,24.75600994370947,46,0.39655172413793105
3331,73,19,Weekdays,34.34319279043362,273,2.353448275862069
3332,38,21,Weekdays,29.432373362180304,553,4.767241379310345
3333,27,5,Weekdays,53.819569981822916,89,0.7672413793103449
3334,58,1,Weekend/Holidays,33.25584345003479,90,0.7758620689655172
3335,65,16,Weekend/Holidays,24.79021291078925,33,0.28448275862068967
3336,29,20,Weekdays,27.818585746841606,224,1.9310344827586208
3337,26,5,Weekend/Holidays,40.96871041762276,27,0.23275862068965517
3338,26,11,Weekend/Holidays,34.53740902901435,76,0.6551724137931034
3339,14,12,Weekend/Holidays,22.347335070388574,432,3.7241379310344827
3340,18,2,Weekend/Holidays,38.49392327079249,27,0.23275862068965517
3341,42,7,Weekdays,27.742239013324596,173,1.4913793103448276
3342,63,8,Weekend/Holidays,39.32789752849567,25,0.21551724137931033
3343,75,15,Weekend/Holidays,33.48041571119701,69,0.5948275862068966
3344,34,3,Weekdays,35.47837327156151,156,1.3448275862068966
3345,72,22,Weekend/Holidays,41.42001636417732,48,0.41379310344827586
3346,30,1,Weekdays,38.09505674668549,136,1.1724137931034482
3347,51,21,Weekend/Holidays,45.12843642401894,29,0.25
3348,48,11,Weekend/Holidays,23.15111555058335,45,0.3879310344827586
3349,45,7,Weekdays,34.93594242071846,36,0.3103448275862069
3350,42,8,Weekend/Holidays,23.205503255976577,147,1.2672413793103448
3351,53,11,Weekend/Holidays,36.91857078570787,76,0.6551724137931034
3352,47,2,Weekend/Holidays,32.880403768506056,2,0.017241379310344827
3353,72,2,Weekend/Holidays,49.432777251184845,27,0.23275862068965517
3354,72,17,Weekend/Holidays,33.315430772073476,55,0.47413793103448276
3355,55,16,Weekdays,39.0071771939631,34,0.29310344827586204
3356,69,12,Weekend/Holidays,31.168756115560182,225,1.9396551724137931
3357,38,4,Weekdays,30.473083838795528,50,0.43103448275862066
3358,18,21,Weekend/Holidays,30.564761210353634,26,0.22413793103448276
3359,17,19,Weekend/Holidays,28.15712226521669,113,0.9741379310344828
3360,53,2,Weekend/Holidays,42.65139267015707,14,0.1206896551724138
3361,43,8,Weekend/Holidays,31.50598253943942,111,0.9568965517241379
3362,18,0,Weekdays,28.143876193333217,44,0.3793103448275862
3363,36,7,Weekdays,19.05651236970991,94,0.8103448275862069
3364,45,1,Weekdays,34.28617952987481,26,0.22413793103448276
3365,27,23,Weekend/Holidays,30.97852989278575,116,1.0
3366,75,17,Weekdays,30.496744021551237,235,2.0258620689655173
3367,52,4,Weekend/Holidays,57.37758184764993,5,0.04310344827586207
3368,46,5,Weekdays,30.97204808957142,24,0.20689655172413793
3369,55,17,Weekdays,29.630282926829267,37,0.31896551724137934
3370,51,17,Weekend/Holidays,37.45773894699833,36,0.3103448275862069
3371,53,14,Weekend/Holidays,40.719433605927804,67,0.5775862068965517
3372,58,9,Weekend/Holidays,33.835702188700196,22,0.1896551724137931
3373,57,2,Weekend/Holidays,45.69250653996049,33,0.28448275862068967
3374,65,8,Weekend/Holidays,46.41167907361456,10,0.08620689655172414
3375,18,15,Weekend/Holidays,27.48514954486346,31,0.2672413793103448
3376,9,3,Weekdays,49.6859291084855,23,0.19827586206896552
3377,14,6,Weekend/Holidays,23.93114031069094,396,3.413793103448276
3378,52,20,Weekend/Holidays,42.26880184584958,8,0.06896551724137931
3379,50,21,Weekend/Holidays,56.25513692946058,20,0.1724137931034483
3380,49,20,Weekend/Holidays,44.6204640147362,95,0.8189655172413793
3381,34,7,Weekend/Holidays,47.852760526293714,138,1.1896551724137931
3382,53,19,Weekend/Holidays,46.04361412847998,27,0.23275862068965517
3383,61,17,Weekend/Holidays,29.50909261503578,60,0.5172413793103449
3384,27,20,Weekend/Holidays,32.501330778502336,102,0.8793103448275862
3385,23,21,Weekend/Holidays,25.336639561085534,239,2.060344827586207
3386,57,18,Weekdays,19.923860097013012,77,0.6637931034482759
3387,57,5,Weekdays,18.411012511217862,32,0.27586206896551724
3388,65,7,Weekdays,31.294296138150962,28,0.2413793103448276
3389,26,10,Weekend/Holidays,40.417322289618134,98,0.8448275862068966
3390,15,18,Weekend/Holidays,25.464355871886124,431,3.7155172413793105
3391,17,8,Weekend/Holidays,33.90175734995758,70,0.603448275862069
3392,17,10,Weekend/Holidays,28.03378959589528,119,1.0258620689655173
3393,29,16,Weekend/Holidays,25.324688288128836,129,1.1120689655172413
3394,49,3,Weekend/Holidays,24.031827173347214,23,0.19827586206896552
3395,37,23,Weekend/Holidays,40.628580631051555,50,0.43103448275862066
3396,68,20,Weekend/Holidays,18.787785818054136,60,0.5172413793103449
3397,73,23,Weekend/Holidays,49.10702863688433,53,0.45689655172413796
3398,73,5,Weekdays,47.14184820428143,29,0.25
3399,67,18,Weekend/Holidays,27.46760777842369,36,0.3103448275862069
3400,74,11,Weekend/Holidays,29.838119108350906,11,0.09482758620689655
3401,17,7,Weekend/Holidays,23.122543128189616,75,0.646551724137931
3402,17,12,Weekend/Holidays,16.469254039793338,99,0.853448275862069
3403,72,1,Weekend/Holidays,47.129121327731845,39,0.33620689655172414
3404,63,19,Weekdays,21.83546872271796,61,0.5258620689655172
3405,43,6,Weekend/Holidays,20.00218646999315,38,0.3275862068965517
3406,45,2,Weekdays,35.19768027101146,20,0.1724137931034483
3407,53,3,Weekdays,53.07897505057316,7,0.0603448275862069
3408,60,8,Weekend/Holidays,40.28881180794477,98,0.8448275862068966
3409,61,1,Weekend/Holidays,36.7855260814421,63,0.5431034482758621
3410,75,9,Weekend/Holidays,50.67620886799646,52,0.4482758620689655
3411,13,6,Weekend/Holidays,13.597842243422335,109,0.9396551724137931
3412,65,14,Weekend/Holidays,27.42543297651381,33,0.28448275862068967
3413,65,6,Weekdays,42.95996476417692,20,0.1724137931034483
3414,65,20,Weekend/Holidays,20.711502700164356,33,0.28448275862068967
3415,25,1,Weekend/Holidays,28.114097224980732,218,1.8793103448275863
3416,18,2,Weekdays,33.3620858032754,26,0.22413793103448276
3417,63,14,Weekend/Holidays,20.776238678742676,26,0.22413793103448276
3418,61,5,Weekend/Holidays,38.76047801785268,44,0.3793103448275862
3419,27,2,Weekdays,34.41341766413746,117,1.0086206896551724
3420,9,21,Weekdays,38.82394588387686,272,2.3448275862068964
3421,71,22,Weekend/Holidays,43.04436390532543,80,0.6896551724137931
3422,9,8,Weekdays,26.142856474350225,34,0.29310344827586204
3423,37,23,Weekdays,38.515360824742274,75,0.646551724137931
3424,71,1,Weekend/Holidays,44.129172203389835,36,0.3103448275862069
3425,62,19,Weekdays,26.752678340409254,62,0.5344827586206896
3426,26,19,Weekend/Holidays,23.989919598355584,43,0.3706896551724138
3427,29,3,Weekend/Holidays,28.73366339096903,49,0.4224137931034483
3428,74,11,Weekdays,37.32155547083493,24,0.20689655172413793
3429,47,5,Weekdays,42.46778468323978,24,0.20689655172413793
3430,63,1,Weekdays,42.89601595896267,49,0.4224137931034483
3431,55,21,Weekdays,57.14962916989914,41,0.35344827586206895
3432,48,3,Weekend/Holidays,48.25768675269327,8,0.06896551724137931
3433,45,11,Weekend/Holidays,30.159782005854257,43,0.3706896551724138
3434,53,7,Weekend/Holidays,53.01648218347232,29,0.25
3435,61,13,Weekdays,27.69251527221333,312,2.689655172413793
3436,54,11,Weekdays,34.04684742158427,48,0.41379310344827586
3437,72,2,Weekdays,48.62874081298547,36,0.3103448275862069
3438,66,2,Weekdays,41.36254142817867,34,0.29310344827586204
3439,51,11,Weekdays,37.08674663221997,182,1.5689655172413792
3440,51,5,Weekdays,60.243930131004376,14,0.1206896551724138
3441,43,2,Weekend/Holidays,40.30776658993967,73,0.6293103448275862
3442,40,19,Weekend/Holidays,28.23834258164287,59,0.5086206896551724
3443,49,3,Weekdays,51.67672865576219,36,0.3103448275862069
3444,37,14,Weekend/Holidays,25.019459420342294,71,0.6120689655172413
3445,37,1,Weekdays,8.968498912255258,29,0.25
3446,71,4,Weekend/Holidays,44.38531745393096,20,0.1724137931034483
3447,75,23,Weekend/Holidays,45.98172075198605,37,0.31896551724137934
3448,57,4,Weekdays,43.02270219217578,40,0.3448275862068966
3449,28,20,Weekend/Holidays,21.967676314501364,16433,141.66379310344828
3450,41,5,Weekend/Holidays,27.892380717840627,123,1.0603448275862069
3451,50,4,Weekdays,49.52652455977758,5,0.04310344827586207
3452,40,20,Weekend/Holidays,28.02916979760029,51,0.4396551724137931
3453,57,15,Weekend/Holidays,26.166212636105143,29,0.25
3454,75,21,Weekend/Holidays,22.60294631238414,45,0.3879310344827586
3455,74,13,Weekdays,38.470639569165456,43,0.3706896551724138
3456,50,11,Weekdays,37.60733333333333,149,1.2844827586206897
3457,67,10,Weekend/Holidays,22.762983923629466,92,0.7931034482758621
3458,18,1,Weekdays,35.456314308779994,32,0.27586206896551724
3459,73,22,Weekdays,49.73953551472397,85,0.7327586206896551
3460,56,23,Weekend/Holidays,34.806982888356266,366,3.1551724137931036
3461,45,14,Weekend/Holidays,28.033201019936477,53,0.45689655172413796
3462,72,14,Weekend/Holidays,33.98495837027746,51,0.4396551724137931
3463,30,9,Weekend/Holidays,36.84685921826359,79,0.6810344827586207
3464,65,12,Weekend/Holidays,28.630896031671227,43,0.3706896551724138
3465,44,19,Weekend/Holidays,35.49361056098785,141,1.2155172413793103
3466,47,11,Weekdays,29.061136301485814,61,0.5258620689655172
3467,72,0,Weekend/Holidays,46.44505270588233,49,0.4224137931034483
3468,68,6,Weekdays,28.582133246975005,68,0.5862068965517241
3469,43,7,Weekend/Holidays,21.75187596544425,61,0.5258620689655172
3470,19,9,Weekend/Holidays,24.363667912439936,102,0.8793103448275862
3471,59,3,Weekdays,22.10979813496614,39,0.33620689655172414
3472,59,5,Weekdays,20.114378393585596,32,0.27586206896551724
3473,65,4,Weekdays,46.424090322580646,14,0.1206896551724138
3474,9,11,Weekend/Holidays,33.05213314139664,32,0.27586206896551724
3475,18,23,Weekend/Holidays,34.32614796406042,20,0.1724137931034483
3476,66,5,Weekend/Holidays,4.801445283018868,11,0.09482758620689655
3477,62,12,Weekend/Holidays,33.425378275231715,21,0.1810344827586207
3478,9,8,Weekend/Holidays,33.337566004526025,24,0.20689655172413793
3479,57,3,Weekdays,46.05508026030368,40,0.3448275862068966
3480,70,2,Weekdays,38.896121620692014,63,0.5431034482758621
3481,68,13,Weekend/Holidays,29.409214886233283,122,1.0517241379310345
3482,37,1,Weekend/Holidays,35.525376854599415,28,0.2413793103448276
3483,48,12,Weekend/Holidays,33.73396927137337,50,0.43103448275862066
3484,47,13,Weekdays,37.938649021229665,59,0.5086206896551724
3485,48,22,Weekdays,36.11712818913772,53,0.45689655172413796
3486,44,15,Weekend/Holidays,21.12604168813057,239,2.060344827586207
3487,62,2,Weekdays,41.436003402968154,34,0.29310344827586204
3488,62,3,Weekdays,49.40070431086824,22,0.1896551724137931
3489,18,0,Weekend/Holidays,28.608353658536586,24,0.20689655172413793
3490,30,7,Weekend/Holidays,42.017731421121255,45,0.3879310344827586
3491,29,9,Weekend/Holidays,35.643491689815896,124,1.0689655172413792
3492,66,22,Weekend/Holidays,31.319500830337134,43,0.3706896551724138
3493,30,6,Weekend/Holidays,34.31865250379362,75,0.646551724137931
3494,48,18,Weekend/Holidays,34.7725780635004,40,0.3448275862068966
3495,43,12,Weekend/Holidays,24.60223624798229,248,2.1379310344827585
3496,71,0,Weekend/Holidays,47.06009379310346,48,0.41379310344827586
3497,62,22,Weekdays,34.993232304479,64,0.5517241379310345
3498,65,13,Weekdays,28.39433417538794,86,0.7413793103448276
3499,18,5,Weekend/Holidays,24.118906519176715,20,0.1724137931034483
3500,75,14,Weekend/Holidays,30.98501016754786,101,0.8706896551724138
3501,55,14,Weekdays,47.46741704302676,43,0.3706896551724138
3502,20,8,Weekend/Holidays,26.889229302904344,40,0.3448275862068966
3503,54,8,Weekdays,49.08204051216043,19,0.16379310344827586
3504,55,8,Weekdays,55.278465030807496,6,0.05172413793103448
3505,45,5,Weekdays,32.78560975609756,13,0.11206896551724138
3506,45,17,Weekend/Holidays,25.08924317718941,35,0.3017241379310345
3507,74,22,Weekend/Holidays,37.75695839311334,20,0.1724137931034483
3508,74,1,Weekdays,39.590334432406976,33,0.28448275862068967
3509,62,6,Weekend/Holidays,30.083337334933972,8,0.06896551724137931
3510,63,20,Weekend/Holidays,24.69532777592531,23,0.19827586206896552
3511,64,15,Weekend/Holidays,38.912330988459814,106,0.9137931034482759
3512,67,6,Weekend/Holidays,43.42590383444918,12,0.10344827586206896
3513,70,4,Weekend/Holidays,35.63124928612222,17,0.14655172413793102
3514,70,1,Weekend/Holidays,39.26799364225456,33,0.28448275862068967
3515,57,19,Weekend/Holidays,35.92884903479861,29,0.25
3516,66,6,Weekdays,32.46053594446078,25,0.21551724137931033
3517,20,0,Weekend/Holidays,22.748974994368115,211,1.8189655172413792
3518,51,19,Weekend/Holidays,44.47519324222954,49,0.4224137931034483
3519,59,7,Weekdays,16.135575316626245,83,0.7155172413793104
3520,38,16,Weekend/Holidays,19.62123551568316,316,2.7241379310344827
3521,44,1,Weekdays,39.13689814930755,58,0.5
3522,9,4,Weekend/Holidays,40.01335431887054,37,0.31896551724137934
3523,70,6,Weekend/Holidays,50.64501834518908,16,0.13793103448275862
3524,69,20,Weekend/Holidays,30.208388190338944,117,1.0086206896551724
3525,47,7,Weekend/Holidays,47.737631201605964,3,0.02586206896551724
3526,55,18,Weekdays,31.38409555842241,31,0.2672413793103448
3527,42,12,Weekend/Holidays,29.359045902506782,238,2.0517241379310347
3528,57,1,Weekdays,36.30973574336765,32,0.27586206896551724
3529,66,21,Weekend/Holidays,25.69769649624274,55,0.47413793103448276
3530,49,5,Weekdays,49.59353680816765,75,0.646551724137931
3531,67,16,Weekend/Holidays,27.693051580059542,50,0.43103448275862066
3532,62,9,Weekend/Holidays,25.928041512231278,15,0.12931034482758622
3533,18,22,Weekend/Holidays,27.772646027331003,23,0.19827586206896552
3534,17,23,Weekend/Holidays,29.600219535896137,195,1.6810344827586208
3535,9,9,Weekend/Holidays,41.1725975359343,24,0.20689655172413793
3536,44,17,Weekend/Holidays,29.48253988928688,161,1.3879310344827587
3537,70,2,Weekend/Holidays,44.58451959436232,31,0.2672413793103448
