"","X.1","X","ï..","trip_date","time_indicator","trips","Weekday","Holiday","Season","Day_of_Week","Month","taxi_id","Distance"
"241",241,241,213,"2019-03-02","Night",14065,"WEEKEND",0,"Winter","Sat","Mar",2134,59198.304
"242",242,242,214,"2019-03-02","Lunch Period",5870,"WEEKEND",0,"Winter","Sat","Mar",1924,38914.304
"243",243,243,775,"2019-03-02","PM Period",13605,"WEEKEND",0,"Winter","Sat","Mar",2647,69718.912
"244",244,244,1101,"2019-03-02","AM Period",5159,"WEEKEND",0,"Winter","Sat","Mar",1430,35121.552
"245",245,245,379,"2019-03-03","Lunch Period",5872,"WEEKEND",0,"Winter","Sun","Mar",1870,46572.992
"246",246,246,481,"2019-03-03","AM Period",5508,"WEEKEND",0,"Winter","Sun","Mar",1495,41470.016
"247",247,247,666,"2019-03-03","Night",13282,"WEEKEND",0,"Winter","Sun","Mar",2154,76616.288
"248",248,248,1059,"2019-03-03","PM Period",11998,"WEEKEND",0,"Winter","Sun","Mar",2539,102392.608
"249",249,249,1051,"2019-03-04","Lunch Period",11505,"WEEKDAY",1,"Winter","Mon","Mar",2857,73657.088
"250",250,250,1152,"2019-03-04","Night",9390,"WEEKDAY",1,"Winter","Mon","Mar",2245,64078.416
"251",251,251,1309,"2019-03-04","AM Period",13815,"WEEKDAY",1,"Winter","Mon","Mar",2431,79540.24
"252",252,252,1414,"2019-03-04","PM Period",23099,"WEEKDAY",1,"Winter","Mon","Mar",3388,133673.2
"253",253,253,59,"2019-03-05","Lunch Period",12682,"WEEKDAY",0,"Winter","Tue","Mar",2849,70132.784
"254",254,254,319,"2019-03-05","AM Period",14017,"WEEKDAY",0,"Winter","Tue","Mar",2448,77080.48
"255",255,255,664,"2019-03-05","PM Period",23802,"WEEKDAY",0,"Winter","Tue","Mar",3449,124153.76
"256",256,256,1303,"2019-03-05","Night",9735,"WEEKDAY",0,"Winter","Tue","Mar",2265,60798.4
"257",257,257,63,"2019-03-06","AM Period",13209,"WEEKDAY",0,"Winter","Wed","Mar",2347,72634.512
"258",258,258,424,"2019-03-06","Lunch Period",11949,"WEEKDAY",0,"Winter","Wed","Mar",2609,61184.592
"259",259,259,621,"2019-03-06","PM Period",22552,"WEEKDAY",0,"Winter","Wed","Mar",3446,124217.6
"260",260,260,889,"2019-03-06","Night",9773,"WEEKDAY",0,"Winter","Wed","Mar",2296,68899.744
"261",261,261,378,"2019-03-07","Lunch Period",12185,"WEEKDAY",0,"Winter","Thu","Mar",2843,67300.864
"262",262,262,1245,"2019-03-07","Night",11009,"WEEKDAY",0,"Winter","Thu","Mar",2480,77946.144
"263",263,263,1248,"2019-03-07","PM Period",23622,"WEEKDAY",0,"Winter","Thu","Mar",3526,131763.344
"264",264,264,1251,"2019-03-07","AM Period",12596,"WEEKDAY",0,"Winter","Thu","Mar",2360,62553.696
"265",265,265,61,"2019-03-08","PM Period",20976,"WEEKDAY",0,"Winter","Fri","Mar",3407,103051.84
"266",266,266,210,"2019-03-08","Night",11157,"WEEKDAY",0,"Winter","Fri","Mar",2460,65225.136
"267",267,267,1347,"2019-03-08","AM Period",11059,"WEEKDAY",0,"Winter","Fri","Mar",2246,54691.104
"268",268,268,1418,"2019-03-08","Lunch Period",11063,"WEEKDAY",0,"Winter","Fri","Mar",2727,58826.72
"269",269,269,0,"2019-03-09","AM Period",3658,"WEEKEND",0,"Winter","Sat","Mar",1141,23652.704
"270",270,270,990,"2019-03-09","Night",12421,"WEEKEND",0,"Winter","Sat","Mar",1914,55701.872
"271",271,271,1052,"2019-03-09","Lunch Period",5398,"WEEKEND",0,"Winter","Sat","Mar",1592,27052.672
"272",272,272,1104,"2019-03-09","PM Period",12143,"WEEKEND",0,"Winter","Sat","Mar",2383,55802.448
"273",273,273,114,"2019-03-10","Lunch Period",4535,"WEEKEND",0,"Winter","Sun","Mar",1554,33293.728
"274",274,274,663,"2019-03-10","PM Period",8461,"WEEKEND",0,"Winter","Sun","Mar",2273,76426.384
"275",275,275,822,"2019-03-10","Night",10736,"WEEKEND",0,"Winter","Sun","Mar",2125,69228.368
"276",276,276,991,"2019-03-10","AM Period",3816,"WEEKEND",0,"Winter","Sun","Mar",1190,26520.96
"277",277,277,476,"2019-03-11","AM Period",11506,"WEEKDAY",0,"Winter","Mon","Mar",2377,68937.824
"278",278,278,1105,"2019-03-11","Night",8039,"WEEKDAY",0,"Winter","Mon","Mar",2253,58916.112
"279",279,279,1153,"2019-03-11","PM Period",18400,"WEEKDAY",0,"Winter","Mon","Mar",3361,105266.208
"280",280,280,1415,"2019-03-11","Lunch Period",9834,"WEEKDAY",0,"Winter","Mon","Mar",2743,59491.696
"281",281,281,524,"2019-03-12","AM Period",11894,"WEEKDAY",0,"Winter","Tue","Mar",2298,57795.328
"282",282,282,537,"2019-03-12","Lunch Period",10508,"WEEKDAY",0,"Winter","Tue","Mar",2557,50646.496
"283",283,283,1147,"2019-03-12","Night",9035,"WEEKDAY",0,"Winter","Tue","Mar",2363,64651.568
"284",284,284,1250,"2019-03-12","PM Period",20199,"WEEKDAY",0,"Winter","Tue","Mar",3368,104343.904
"285",285,285,371,"2019-03-13","AM Period",12951,"WEEKDAY",0,"Winter","Wed","Mar",2352,60230.256
"286",286,286,783,"2019-03-13","Lunch Period",11809,"WEEKDAY",0,"Winter","Wed","Mar",2735,57943.184
"287",287,287,1040,"2019-03-13","Night",9967,"WEEKDAY",0,"Winter","Wed","Mar",2395,67697.504
"288",288,288,1097,"2019-03-13","PM Period",20313,"WEEKDAY",0,"Winter","Wed","Mar",3448,112148.688
"289",289,289,432,"2019-03-14","Lunch Period",13421,"WEEKDAY",0,"Winter","Thu","Mar",2723,58997.776
"290",290,290,434,"2019-03-14","AM Period",12533,"WEEKDAY",0,"Winter","Thu","Mar",2365,60433.904
"291",291,291,525,"2019-03-14","Night",12487,"WEEKDAY",0,"Winter","Thu","Mar",2678,95548.72
"292",292,292,630,"2019-03-14","PM Period",22818,"WEEKDAY",0,"Winter","Thu","Mar",3544,126070.816
"293",293,293,66,"2019-03-15","PM Period",24644,"WEEKDAY",0,"Winter","Fri","Mar",3567,126951.504
"294",294,294,323,"2019-03-15","AM Period",12607,"WEEKDAY",0,"Winter","Fri","Mar",2317,65209.632
"295",295,295,998,"2019-03-15","Lunch Period",13626,"WEEKDAY",0,"Winter","Fri","Mar",2881,71199.136
"296",296,296,1099,"2019-03-15","Night",13746,"WEEKDAY",0,"Winter","Fri","Mar",2790,82330.88
"297",297,297,326,"2019-03-16","Night",20181,"WEEKEND",0,"Winter","Sat","Mar",2595,84533.84
"298",298,298,768,"2019-03-16","PM Period",22531,"WEEKEND",0,"Winter","Sat","Mar",3064,97086.24
"299",299,299,1054,"2019-03-16","AM Period",6621,"WEEKEND",0,"Winter","Sat","Mar",1562,39240.192
"300",300,300,1355,"2019-03-16","Lunch Period",9607,"WEEKEND",0,"Winter","Sat","Mar",2278,44614.032
"301",301,301,251,"2019-03-17","PM Period",10733,"WEEKEND",0,"Winter","Sun","Mar",2486,84721.472
"302",302,302,729,"2019-03-17","Lunch Period",5593,"WEEKEND",0,"Winter","Sun","Mar",1723,36847.12
"303",303,303,1001,"2019-03-17","AM Period",4773,"WEEKEND",0,"Winter","Sun","Mar",1384,35982.832
"304",304,304,1302,"2019-03-17","Night",14203,"WEEKEND",0,"Winter","Sun","Mar",2270,77421.984
"305",305,305,380,"2019-03-18","Lunch Period",10484,"WEEKDAY",0,"Winter","Mon","Mar",2811,67568.848
"306",306,306,622,"2019-03-18","PM Period",19243,"WEEKDAY",0,"Winter","Mon","Mar",3440,114656.32
"307",307,307,673,"2019-03-18","Night",8164,"WEEKDAY",0,"Winter","Mon","Mar",2226,60169.168
"308",308,308,1098,"2019-03-18","AM Period",12329,"WEEKDAY",0,"Winter","Mon","Mar",2416,82455.664
"309",309,309,117,"2019-03-19","Lunch Period",10664,"WEEKDAY",0,"Winter","Tue","Mar",2590,53972.352
"310",310,310,576,"2019-03-19","PM Period",19892,"WEEKDAY",0,"Winter","Tue","Mar",3428,109966.656
"311",311,311,579,"2019-03-19","AM Period",11886,"WEEKDAY",0,"Winter","Tue","Mar",2340,62683.072
"312",312,312,1211,"2019-03-19","Night",8461,"WEEKDAY",0,"Winter","Tue","Mar",2275,57655.968
"313",313,313,111,"2019-03-20","Lunch Period",11953,"WEEKDAY",0,"Winter","Wed","Mar",2849,59431.824
"314",314,314,665,"2019-03-20","Night",9606,"WEEKDAY",0,"Winter","Wed","Mar",2447,65792.784
"315",315,315,769,"2019-03-20","PM Period",21611,"WEEKDAY",0,"Winter","Wed","Mar",3520,118806.224
"316",316,316,831,"2019-03-20","AM Period",13583,"WEEKDAY",0,"Winter","Wed","Mar",2451,63549.136
"317",317,317,260,"2019-03-21","Lunch Period",12073,"WEEKDAY",0,"Spring","Thu","Mar",2845,59864.752
"318",318,318,425,"2019-03-21","Night",10331,"WEEKDAY",0,"Spring","Thu","Mar",2508,67855.68
"319",319,319,477,"2019-03-21","PM Period",22963,"WEEKDAY",0,"Spring","Thu","Mar",3547,130954.864
"320",320,320,767,"2019-03-21","AM Period",12593,"WEEKDAY",0,"Spring","Thu","Mar",2397,60176.88
"321",321,321,112,"2019-03-22","PM Period",22807,"WEEKDAY",0,"Spring","Fri","Mar",3503,109603.744
"322",322,322,381,"2019-03-22","Night",11590,"WEEKDAY",0,"Spring","Fri","Mar",2587,62810.096
"323",323,323,526,"2019-03-22","AM Period",10640,"WEEKDAY",0,"Spring","Fri","Mar",2209,52834.144
"324",324,324,1044,"2019-03-22","Lunch Period",11419,"WEEKDAY",0,"Spring","Fri","Mar",2733,58201.968
"325",325,325,56,"2019-03-23","AM Period",4092,"WEEKEND",0,"Spring","Sat","Mar",1222,25810.064
"326",326,326,582,"2019-03-23","PM Period",13081,"WEEKEND",0,"Spring","Sat","Mar",2569,65831.952
"327",327,327,774,"2019-03-23","Night",13077,"WEEKEND",0,"Spring","Sat","Mar",2139,54741.968
"328",328,328,947,"2019-03-23","Lunch Period",6210,"WEEKEND",0,"Spring","Sat","Mar",1747,30981.776
"329",329,329,209,"2019-03-24","AM Period",4725,"WEEKEND",0,"Spring","Sun","Mar",1346,41847.024
"330",330,330,215,"2019-03-24","PM Period",9908,"WEEKEND",0,"Spring","Sun","Mar",2455,83863.84
"331",331,331,625,"2019-03-24","Lunch Period",5574,"WEEKEND",0,"Spring","Sun","Mar",1812,42189.52
"332",332,332,1045,"2019-03-24","Night",11465,"WEEKEND",0,"Spring","Sun","Mar",2085,69356.064
"333",333,333,65,"2019-03-25","Lunch Period",9207,"WEEKDAY",0,"Spring","Mon","Mar",2620,51049.024
"334",334,334,620,"2019-03-25","PM Period",17372,"WEEKDAY",0,"Spring","Mon","Mar",3375,92151.408
"335",335,335,833,"2019-03-25","Night",7343,"WEEKDAY",0,"Spring","Mon","Mar",2182,51901.056
"336",336,336,1148,"2019-03-25","AM Period",10466,"WEEKDAY",0,"Spring","Mon","Mar",2402,61446.608
"337",337,337,115,"2019-03-26","AM Period",10403,"WEEKDAY",0,"Spring","Tue","Mar",2306,51260.064
"338",338,338,370,"2019-03-26","Lunch Period",9970,"WEEKDAY",0,"Spring","Tue","Mar",2517,48558.784
"339",339,339,826,"2019-03-26","PM Period",18885,"WEEKDAY",0,"Spring","Tue","Mar",3385,100290.144
"340",340,340,1247,"2019-03-26","Night",8318,"WEEKDAY",0,"Spring","Tue","Mar",2265,55498.704
"341",341,341,164,"2019-03-27","Lunch Period",10282,"WEEKDAY",0,"Spring","Wed","Mar",2664,52952.16
"342",342,342,427,"2019-03-27","PM Period",19132,"WEEKDAY",0,"Spring","Wed","Mar",3485,107240.016
"343",343,343,428,"2019-03-27","AM Period",10548,"WEEKDAY",0,"Spring","Wed","Mar",2279,52979.728
"344",344,344,1421,"2019-03-27","Night",8588,"WEEKDAY",0,"Spring","Wed","Mar",2355,59357.856
"345",345,345,163,"2019-03-28","Night",10171,"WEEKDAY",0,"Spring","Thu","Mar",2573,72914.912
"346",346,346,328,"2019-03-28","Lunch Period",10241,"WEEKDAY",0,"Spring","Thu","Mar",2767,54939.248
"347",347,347,1158,"2019-03-28","AM Period",10011,"WEEKDAY",0,"Spring","Thu","Mar",2285,50257.664
"348",348,348,1207,"2019-03-28","PM Period",20986,"WEEKDAY",0,"Spring","Thu","Mar",3601,119941.808
"349",349,349,165,"2019-03-29","AM Period",9417,"WEEKDAY",0,"Spring","Fri","Mar",2308,53185.024
"350",350,350,372,"2019-03-29","Lunch Period",10362,"WEEKDAY",0,"Spring","Fri","Mar",2819,57925.504
"351",351,351,884,"2019-03-29","Night",12533,"WEEKDAY",0,"Spring","Fri","Mar",2556,66081.52
"352",352,352,943,"2019-03-29","PM Period",21004,"WEEKDAY",0,"Spring","Fri","Mar",3521,106592.624
"353",353,353,4,"2019-03-30","PM Period",12612,"WEEKEND",0,"Spring","Sat","Mar",2631,60477.232
"354",354,354,7,"2019-03-30","AM Period",4198,"WEEKEND",0,"Spring","Sat","Mar",1306,29359.632
"355",355,355,423,"2019-03-30","Night",14342,"WEEKEND",0,"Spring","Sat","Mar",2148,61616.496
"356",356,356,626,"2019-03-30","Lunch Period",6046,"WEEKEND",0,"Spring","Sat","Mar",1817,32764.816
"357",357,357,322,"2019-03-31","Night",12297,"WEEKEND",0,"Spring","Sun","Mar",2189,76503.776
"358",358,358,480,"2019-03-31","Lunch Period",5703,"WEEKEND",0,"Spring","Sun","Mar",1889,45398.016
"359",359,359,1205,"2019-03-31","AM Period",4729,"WEEKEND",0,"Spring","Sun","Mar",1475,36246.64
"360",360,360,1206,"2019-03-31","PM Period",9703,"WEEKEND",0,"Spring","Sun","Mar",2462,85004.336
"361",361,361,220,"2019-04-01","Lunch Period",10256,"WEEKDAY",0,"Spring","Mon","Apr",2954,69985.216
"362",362,362,263,"2019-04-01","Night",8164,"WEEKDAY",0,"Spring","Mon","Apr",2360,62600.112
"363",363,363,478,"2019-04-01","PM Period",18786,"WEEKDAY",0,"Spring","Mon","Apr",3438,114967.664
"364",364,364,528,"2019-04-01","AM Period",11706,"WEEKDAY",0,"Spring","Mon","Apr",2575,73818.272
"365",365,365,254,"2019-04-02","AM Period",11474,"WEEKDAY",0,"Spring","Tue","Apr",2422,59879.312
"366",366,366,482,"2019-04-02","Lunch Period",10647,"WEEKDAY",0,"Spring","Tue","Apr",2801,60090.688
"367",367,367,770,"2019-04-02","PM Period",20645,"WEEKDAY",0,"Spring","Tue","Apr",3480,116414.784
"368",368,368,1100,"2019-04-02","Night",8889,"WEEKDAY",0,"Spring","Tue","Apr",2330,62282.032
"369",369,369,426,"2019-04-03","Lunch Period",11959,"WEEKDAY",0,"Spring","Wed","Apr",3000,70050.48
"370",370,370,479,"2019-04-03","AM Period",11878,"WEEKDAY",0,"Spring","Wed","Apr",2403,61819.328
"371",371,371,945,"2019-04-03","PM Period",22317,"WEEKDAY",0,"Spring","Wed","Apr",3605,132297.808
"372",372,372,1149,"2019-04-03","Night",9816,"WEEKDAY",0,"Spring","Wed","Apr",2475,66337.536
"373",373,373,60,"2019-04-04","PM Period",25492,"WEEKDAY",0,"Spring","Thu","Apr",3669,145123.52
"374",374,374,520,"2019-04-04","Night",12082,"WEEKDAY",0,"Spring","Thu","Apr",2699,88200.064
"375",375,375,538,"2019-04-04","Lunch Period",13676,"WEEKDAY",0,"Spring","Thu","Apr",3042,71925.024
"376",376,376,1047,"2019-04-04","AM Period",13362,"WEEKDAY",0,"Spring","Thu","Apr",2474,70278.544
"377",377,377,784,"2019-04-05","PM Period",22081,"WEEKDAY",0,"Spring","Fri","Apr",3548,118960.528
"378",378,378,829,"2019-04-05","Night",11253,"WEEKDAY",0,"Spring","Fri","Apr",2581,64047.616
"379",379,379,1150,"2019-04-05","AM Period",11430,"WEEKDAY",0,"Spring","Fri","Apr",2307,63345.872
"380",380,380,1315,"2019-04-05","Lunch Period",12471,"WEEKDAY",0,"Spring","Fri","Apr",2925,73602.304
"381",381,381,3,"2019-04-06","Lunch Period",6029,"WEEKEND",0,"Spring","Sat","Apr",1891,38733.92
"382",382,382,578,"2019-04-06","AM Period",4584,"WEEKEND",0,"Spring","Sat","Apr",1344,37358.912
"383",383,383,618,"2019-04-06","PM Period",12717,"WEEKEND",0,"Spring","Sat","Apr",2569,67831.344
"384",384,384,1367,"2019-04-06","Night",13279,"WEEKEND",0,"Spring","Sat","Apr",2123,56824.048
"385",385,385,274,"2019-04-07","Lunch Period",5805,"WEEKEND",0,"Spring","Sun","Apr",1966,55846.192
"386",386,386,896,"2019-04-07","PM Period",10597,"WEEKEND",0,"Spring","Sun","Apr",2558,99555.776
"387",387,387,1004,"2019-04-07","Night",12378,"WEEKEND",0,"Spring","Sun","Apr",2247,84759.808
"388",388,388,1107,"2019-04-07","AM Period",4875,"WEEKEND",0,"Spring","Sun","Apr",1484,47174.176
"389",389,389,331,"2019-04-08","AM Period",12504,"WEEKDAY",0,"Spring","Mon","Apr",2652,92568.928
"390",390,390,437,"2019-04-08","PM Period",20595,"WEEKDAY",0,"Spring","Mon","Apr",3553,132497.408
"391",391,391,1161,"2019-04-08","Night",8856,"WEEKDAY",0,"Spring","Mon","Apr",2458,65311.216
"392",392,392,1361,"2019-04-08","Lunch Period",11132,"WEEKDAY",0,"Spring","Mon","Apr",3049,80127.616
"393",393,393,11,"2019-04-09","Lunch Period",12003,"WEEKDAY",0,"Spring","Tue","Apr",2998,75898.256
"394",394,394,75,"2019-04-09","AM Period",13078,"WEEKDAY",0,"Spring","Tue","Apr",2617,77151.824
"395",395,395,169,"2019-04-09","PM Period",21995,"WEEKDAY",0,"Spring","Tue","Apr",3559,134634.704
"396",396,396,629,"2019-04-09","Night",10869,"WEEKDAY",0,"Spring","Tue","Apr",2481,70025.472
"397",397,397,219,"2019-04-10","AM Period",13995,"WEEKDAY",0,"Spring","Wed","Apr",2592,81850.16
"398",398,398,330,"2019-04-10","PM Period",25518,"WEEKDAY",0,"Spring","Wed","Apr",3636,154147.744
"399",399,399,536,"2019-04-10","Lunch Period",14584,"WEEKDAY",0,"Spring","Wed","Apr",3123,86941.264
"400",400,400,733,"2019-04-10","Night",11411,"WEEKDAY",0,"Spring","Wed","Apr",2540,81934.144
"401",401,401,488,"2019-04-11","AM Period",13784,"WEEKDAY",0,"Spring","Thu","Apr",2563,80245.632
"402",402,402,842,"2019-04-11","Lunch Period",13223,"WEEKDAY",0,"Spring","Thu","Apr",3082,81127.312
"403",403,403,895,"2019-04-11","Night",12009,"WEEKDAY",0,"Spring","Thu","Apr",2632,80135.04
"404",404,404,1212,"2019-04-11","PM Period",23865,"WEEKDAY",0,"Spring","Thu","Apr",3641,150648.336
"405",405,405,487,"2019-04-12","Lunch Period",12185,"WEEKDAY",0,"Spring","Fri","Apr",2885,70998.704
"406",406,406,732,"2019-04-12","Night",12171,"WEEKDAY",0,"Spring","Fri","Apr",2665,75162.016
"407",407,407,840,"2019-04-12","PM Period",22435,"WEEKDAY",0,"Spring","Fri","Apr",3535,117318.432
"408",408,408,1213,"2019-04-12","AM Period",12186,"WEEKDAY",0,"Spring","Fri","Apr",2373,74271.12
"409",409,409,218,"2019-04-13","PM Period",13019,"WEEKEND",0,"Spring","Sat","Apr",2637,67393.536
"410",410,410,273,"2019-04-13","Night",13798,"WEEKEND",0,"Spring","Sat","Apr",2197,60062.24
"411",411,411,439,"2019-04-13","Lunch Period",6260,"WEEKEND",0,"Spring","Sat","Apr",1849,35847.648
"412",412,412,1363,"2019-04-13","AM Period",4751,"WEEKEND",0,"Spring","Sat","Apr",1360,34188.784
"413",413,413,844,"2019-04-14","PM Period",9263,"WEEKEND",0,"Spring","Sun","Apr",2143,79985.312
"414",414,414,1257,"2019-04-14","Night",12261,"WEEKEND",0,"Spring","Sun","Apr",2050,81684.128
"415",415,415,1362,"2019-04-14","Lunch Period",5458,"WEEKEND",0,"Spring","Sun","Apr",1593,35142.832
"416",416,416,1365,"2019-04-14","AM Period",5327,"WEEKEND",0,"Spring","Sun","Apr",1428,41364.88
"417",417,417,221,"2019-04-15","AM Period",11814,"WEEKDAY",0,"Spring","Mon","Apr",2520,79970.672
"418",418,418,440,"2019-04-15","PM Period",18253,"WEEKDAY",0,"Spring","Mon","Apr",3445,116488.864
"419",419,419,843,"2019-04-15","Night",7743,"WEEKDAY",0,"Spring","Mon","Apr",2375,68362.352
"420",420,420,1109,"2019-04-15","Lunch Period",10096,"WEEKDAY",0,"Spring","Mon","Apr",2886,70832.208
"421",421,421,12,"2019-04-16","PM Period",18945,"WEEKDAY",0,"Spring","Tue","Apr",3390,104950.944
"422",422,422,279,"2019-04-16","Lunch Period",10366,"WEEKDAY",0,"Spring","Tue","Apr",2722,58345.456
"423",423,423,334,"2019-04-16","Night",8310,"WEEKDAY",0,"Spring","Tue","Apr",2339,59404.704
"424",424,424,1063,"2019-04-16","AM Period",11015,"WEEKDAY",0,"Spring","Tue","Apr",2434,64385.104
"425",425,425,14,"2019-04-17","AM Period",11312,"WEEKDAY",0,"Spring","Wed","Apr",2328,56161.008
"426",426,426,271,"2019-04-17","Lunch Period",10396,"WEEKDAY",0,"Spring","Wed","Apr",2633,54487.264
"427",427,427,734,"2019-04-17","Night",8295,"WEEKDAY",0,"Spring","Wed","Apr",2367,58608.336
"428",428,428,949,"2019-04-17","PM Period",18923,"WEEKDAY",0,"Spring","Wed","Apr",3461,106115.472
"429",429,429,386,"2019-04-18","Lunch Period",14535,"WEEKDAY",0,"Spring","Thu","Apr",2934,65377.968
"430",430,430,1061,"2019-04-18","PM Period",22943,"WEEKDAY",0,"Spring","Thu","Apr",3593,128111.152
"431",431,431,1366,"2019-04-18","Night",9818,"WEEKDAY",0,"Spring","Thu","Apr",2531,71798.24
"432",432,432,1426,"2019-04-18","AM Period",12109,"WEEKDAY",0,"Spring","Thu","Apr",2366,57209.04
"433",433,433,119,"2019-04-19","Lunch Period",10475,"WEEKDAY",0,"Spring","Fri","Apr",2536,52461.52
"434",434,434,383,"2019-04-19","PM Period",17850,"WEEKDAY",0,"Spring","Fri","Apr",3230,83255.712
"435",435,435,1162,"2019-04-19","AM Period",8762,"WEEKDAY",0,"Spring","Fri","Apr",2068,46677.152
"436",436,436,1313,"2019-04-19","Night",10123,"WEEKDAY",0,"Spring","Fri","Apr",2330,55025.136
"437",437,437,171,"2019-04-20","Lunch Period",5785,"WEEKEND",0,"Spring","Sat","Apr",1690,29627.104
"438",438,438,780,"2019-04-20","Night",11450,"WEEKEND",0,"Spring","Sat","Apr",1959,52313.12
"439",439,439,1110,"2019-04-20","AM Period",3947,"WEEKEND",0,"Spring","Sat","Apr",1193,24931.008
"440",440,440,1256,"2019-04-20","PM Period",11240,"WEEKEND",0,"Spring","Sat","Apr",2445,56980.48
"441",441,441,385,"2019-04-21","Lunch Period",5172,"WEEKEND",0,"Spring","Sun","Apr",1567,38193.936
"442",442,442,583,"2019-04-21","AM Period",4335,"WEEKEND",0,"Spring","Sun","Apr",1159,28596.816
"443",443,443,782,"2019-04-21","Night",8626,"WEEKEND",0,"Spring","Sun","Apr",1919,58578.016
"444",444,444,1108,"2019-04-21","PM Period",8260,"WEEKEND",0,"Spring","Sun","Apr",2162,74459.984
"445",445,445,584,"2019-04-22","Lunch Period",9074,"WEEKDAY",0,"Spring","Mon","Apr",2797,60464.56
"446",446,446,680,"2019-04-22","Night",7182,"WEEKDAY",0,"Spring","Mon","Apr",2300,65743.296
"447",447,447,841,"2019-04-22","PM Period",17393,"WEEKDAY",0,"Spring","Mon","Apr",3413,107958.496
"448",448,448,1364,"2019-04-22","AM Period",9811,"WEEKDAY",0,"Spring","Mon","Apr",2463,67082.352
"449",449,449,280,"2019-04-23","AM Period",11598,"WEEKDAY",0,"Spring","Tue","Apr",2496,59414.896
"450",450,450,485,"2019-04-23","PM Period",20071,"WEEKDAY",0,"Spring","Tue","Apr",3450,109374.896
"451",451,451,777,"2019-04-23","Night",8884,"WEEKDAY",0,"Spring","Tue","Apr",2339,62233.344
"452",452,452,1314,"2019-04-23","Lunch Period",10567,"WEEKDAY",0,"Spring","Tue","Apr",2810,57829.584
"453",453,453,532,"2019-04-24","PM Period",21306,"WEEKDAY",0,"Spring","Wed","Apr",3557,121557.152
"454",454,454,675,"2019-04-24","Night",9931,"WEEKDAY",0,"Spring","Wed","Apr",2470,65833.12
"455",455,455,1003,"2019-04-24","Lunch Period",11387,"WEEKDAY",0,"Spring","Wed","Apr",2878,64094.384
"456",456,456,1424,"2019-04-24","AM Period",11624,"WEEKDAY",0,"Spring","Wed","Apr",2434,62041.28
"457",457,457,13,"2019-04-25","AM Period",11471,"WEEKDAY",0,"Spring","Thu","Apr",2371,60834.512
"458",458,458,335,"2019-04-25","PM Period",22031,"WEEKDAY",0,"Spring","Thu","Apr",3618,129911.872
"459",459,459,954,"2019-04-25","Lunch Period",11676,"WEEKDAY",0,"Spring","Thu","Apr",2942,70413.776
"460",460,460,1215,"2019-04-25","Night",10854,"WEEKDAY",0,"Spring","Thu","Apr",2600,73228.448
"461",461,461,72,"2019-04-26","AM Period",10682,"WEEKDAY",0,"Spring","Fri","Apr",2285,62363.504
"462",462,462,533,"2019-04-26","PM Period",20675,"WEEKDAY",0,"Spring","Fri","Apr",3445,107138
"463",463,463,778,"2019-04-26","Lunch Period",11019,"WEEKDAY",0,"Spring","Fri","Apr",2819,63819.664
"464",464,464,839,"2019-04-26","Night",11584,"WEEKDAY",0,"Spring","Fri","Apr",2612,66502.592
"465",465,465,118,"2019-04-27","Lunch Period",7127,"WEEKEND",0,"Spring","Sat","Apr",1876,38948.256
"466",466,466,217,"2019-04-27","Night",13358,"WEEKEND",0,"Spring","Sat","Apr",1932,56415.248
"467",467,467,894,"2019-04-27","AM Period",4504,"WEEKEND",0,"Spring","Sat","Apr",1350,34124.928
"468",468,468,948,"2019-04-27","PM Period",12868,"WEEKEND",0,"Spring","Sat","Apr",2425,59433.568
"469",469,469,73,"2019-04-28","Night",9887,"WEEKEND",0,"Spring","Sun","Apr",2002,66800.224
"470",470,470,74,"2019-04-28","Lunch Period",4905,"WEEKEND",0,"Spring","Sun","Apr",1726,43739.184
"471",471,471,967,"2019-04-28","AM Period",3934,"WEEKEND",0,"Spring","Sun","Apr",1314,34669.68
"472",472,472,1254,"2019-04-28","PM Period",8613,"WEEKEND",0,"Spring","Sun","Apr",2256,86776.224
"473",473,473,694,"2019-04-29","Lunch Period",11256,"WEEKDAY",0,"Spring","Mon","Apr",2915,73680.144
"474",474,474,797,"2019-04-29","AM Period",13547,"WEEKDAY",0,"Spring","Mon","Apr",2395,72800.384
"475",475,475,856,"2019-04-29","PM Period",18045,"WEEKDAY",0,"Spring","Mon","Apr",3354,125428.096
"476",476,476,1326,"2019-04-29","Night",6771,"WEEKDAY",0,"Spring","Mon","Apr",2198,56648.016
"477",477,477,438,"2019-04-30","Lunch Period",12044,"WEEKDAY",0,"Spring","Tue","Apr",2787,61576.368
"478",478,478,643,"2019-04-30","Night",9088,"WEEKDAY",0,"Spring","Tue","Apr",2273,73641.2
"479",479,479,737,"2019-04-30","AM Period",12601,"WEEKDAY",0,"Spring","Tue","Apr",2390,63212.912
"480",480,480,915,"2019-04-30","PM Period",22913,"WEEKDAY",0,"Spring","Tue","Apr",3343,109802.016
"481",481,481,333,"2019-05-01","Night",9589,"WEEKDAY",0,"Spring","Wed","May",2405,68963.504
"482",482,482,810,"2019-05-01","Lunch Period",11167,"WEEKDAY",0,"Spring","Wed","May",2810,66669.968
"483",483,483,1448,"2019-05-01","AM Period",13175,"WEEKDAY",0,"Spring","Wed","May",2390,71033.12
"484",484,484,1449,"2019-05-01","PM Period",21055,"WEEKDAY",0,"Spring","Wed","May",3386,128724.176
