"","X.1","X","ï..","trip_date","time_indicator","trips","Weekday","Holiday","Season","Day_of_Week","Month","taxi_id","Distance"
"485",485,485,510,"2019-05-02","AM Period",13289,"WEEKDAY",0,"Spring","Thu","May",2397,71149.072
"486",486,486,872,"2019-05-02","PM Period",23901,"WEEKDAY",0,"Spring","Thu","May",3465,146195.424
"487",487,487,984,"2019-05-02","Lunch Period",13010,"WEEKDAY",0,"Spring","Thu","May",2994,82198.528
"488",488,488,1236,"2019-05-02","Night",11169,"WEEKDAY",0,"Spring","Thu","May",2522,85995.216
"489",489,489,469,"2019-05-03","AM Period",11359,"WEEKDAY",0,"Spring","Fri","May",2303,71219.264
"490",490,490,534,"2019-05-03","Night",12639,"WEEKDAY",0,"Spring","Fri","May",2551,75915.184
"491",491,491,1031,"2019-05-03","PM Period",23727,"WEEKDAY",0,"Spring","Fri","May",3388,126201.568
"492",492,492,1092,"2019-05-03","Lunch Period",12360,"WEEKDAY",0,"Spring","Fri","May",2828,76844.352
"493",493,493,513,"2019-05-04","AM Period",4966,"WEEKEND",0,"Spring","Sat","May",1307,35190.64
"494",494,494,761,"2019-05-04","PM Period",13950,"WEEKEND",0,"Spring","Sat","May",2519,73094.64
"495",495,495,874,"2019-05-04","Lunch Period",7061,"WEEKEND",0,"Spring","Sat","May",1863,43840.864
"496",496,496,1292,"2019-05-04","Night",14975,"WEEKEND",0,"Spring","Sat","May",2127,66680.336
"497",497,497,569,"2019-05-05","AM Period",5333,"WEEKEND",0,"Spring","Sun","May",1448,48100.256
"498",498,498,1062,"2019-05-05","Night",13395,"WEEKEND",0,"Spring","Sun","May",2152,82518.992
"499",499,499,1142,"2019-05-05","Lunch Period",6568,"WEEKEND",0,"Spring","Sun","May",1902,58020.032
"500",500,500,1290,"2019-05-05","PM Period",11438,"WEEKEND",0,"Spring","Sun","May",2432,107829.168
"501",501,501,243,"2019-05-06","PM Period",20822,"WEEKDAY",0,"Spring","Mon","May",3371,125363.568
"502",502,502,468,"2019-05-06","AM Period",11441,"WEEKDAY",0,"Spring","Mon","May",2366,84052.192
"503",503,503,738,"2019-05-06","Lunch Period",11727,"WEEKDAY",0,"Spring","Mon","May",2812,74618.448
"504",504,504,1397,"2019-05-06","Night",8624,"WEEKDAY",0,"Spring","Mon","May",2106,64121.792
"505",505,505,808,"2019-05-07","Night",9231,"WEEKDAY",0,"Spring","Tue","May",2099,62530.48
"506",506,506,935,"2019-05-07","PM Period",21256,"WEEKDAY",0,"Spring","Tue","May",3420,120879.76
"507",507,507,983,"2019-05-07","Lunch Period",11536,"WEEKDAY",0,"Spring","Tue","May",2846,66592.832
"508",508,508,1337,"2019-05-07","AM Period",12678,"WEEKDAY",0,"Spring","Tue","May",2364,69852.848
"509",509,509,47,"2019-05-08","AM Period",13021,"WEEKDAY",0,"Spring","Wed","May",2489,76590.384
"510",510,510,366,"2019-05-08","Night",9839,"WEEKDAY",0,"Spring","Wed","May",2217,71721.568
"511",511,511,613,"2019-05-08","Lunch Period",12505,"WEEKDAY",0,"Spring","Wed","May",2981,79976.88
"512",512,512,1450,"2019-05-08","PM Period",21636,"WEEKDAY",0,"Spring","Wed","May",3462,134807.936
"513",513,513,417,"2019-05-09","Lunch Period",11877,"WEEKDAY",0,"Spring","Thu","May",2806,70060.672
"514",514,514,612,"2019-05-09","Night",11008,"WEEKDAY",0,"Spring","Thu","May",2350,79568.096
"515",515,515,779,"2019-05-09","AM Period",12644,"WEEKDAY",0,"Spring","Thu","May",2339,69200.816
"516",516,516,1088,"2019-05-09","PM Period",21864,"WEEKDAY",0,"Spring","Thu","May",3490,129705.968
"517",517,517,147,"2019-05-10","PM Period",21290,"WEEKDAY",0,"Spring","Fri","May",3434,115705.36
"518",518,518,467,"2019-05-10","Night",11412,"WEEKDAY",0,"Spring","Fri","May",2389,67685.68
"519",519,519,1192,"2019-05-10","AM Period",11368,"WEEKDAY",0,"Spring","Fri","May",2294,71091.632
"520",520,520,1291,"2019-05-10","Lunch Period",11543,"WEEKDAY",0,"Spring","Fri","May",2762,75764.624
"521",521,521,206,"2019-05-11","AM Period",4332,"WEEKEND",0,"Spring","Sat","May",1278,31660.448
"522",522,522,873,"2019-05-11","Night",12438,"WEEKEND",0,"Spring","Sat","May",1913,54327.328
"523",523,523,985,"2019-05-11","Lunch Period",6818,"WEEKEND",0,"Spring","Sat","May",1874,40184.656
"524",524,524,1336,"2019-05-11","PM Period",14519,"WEEKEND",0,"Spring","Sat","May",2597,70914.528
"525",525,525,568,"2019-05-12","Lunch Period",5752,"WEEKEND",0,"Spring","Sun","May",1786,45119.552
"526",526,526,712,"2019-05-12","AM Period",4226,"WEEKEND",0,"Spring","Sun","May",1261,35985.536
"527",527,527,1091,"2019-05-12","PM Period",10411,"WEEKEND",0,"Spring","Sun","May",2407,88576.192
"528",528,528,1453,"2019-05-12","Night",10855,"WEEKEND",0,"Spring","Sun","May",1920,73818.736
"529",529,529,48,"2019-05-13","Lunch Period",10250,"WEEKDAY",0,"Spring","Mon","May",2882,75458.464
"530",530,530,49,"2019-05-13","PM Period",18228,"WEEKDAY",0,"Spring","Mon","May",3338,119961.952
"531",531,531,121,"2019-05-13","Night",8214,"WEEKDAY",0,"Spring","Mon","May",2207,66139.392
"532",532,532,1089,"2019-05-13","AM Period",11301,"WEEKDAY",0,"Spring","Mon","May",2416,78855.808
"533",533,533,245,"2019-05-14","Lunch Period",10643,"WEEKDAY",0,"Spring","Tue","May",2750,61861.824
"534",534,534,567,"2019-05-14","PM Period",18926,"WEEKDAY",0,"Spring","Tue","May",3365,107636.544
"535",535,535,678,"2019-05-14","Night",8066,"WEEKDAY",0,"Spring","Tue","May",2121,54533.728
"536",536,536,981,"2019-05-14","AM Period",11525,"WEEKDAY",0,"Spring","Tue","May",2387,65102.88
"537",537,537,278,"2019-05-15","Lunch Period",11342,"WEEKDAY",0,"Spring","Wed","May",2914,75075.216
"538",538,538,1190,"2019-05-15","AM Period",11566,"WEEKDAY",0,"Spring","Wed","May",2373,67069.76
"539",539,539,1235,"2019-05-15","Night",9340,"WEEKDAY",0,"Spring","Wed","May",2286,66977.872
"540",540,540,1451,"2019-05-15","PM Period",20335,"WEEKDAY",0,"Spring","Wed","May",3465,128739.392
"541",541,541,244,"2019-05-16","Night",10704,"WEEKDAY",0,"Spring","Thu","May",2438,83681.936
"542",542,542,781,"2019-05-16","PM Period",21645,"WEEKDAY",0,"Spring","Thu","May",3554,137926.848
"543",543,543,812,"2019-05-16","Lunch Period",13751,"WEEKDAY",0,"Spring","Thu","May",2928,74700.528
"544",544,544,1189,"2019-05-16","AM Period",11910,"WEEKDAY",0,"Spring","Thu","May",2396,70835.984
"545",545,545,415,"2019-05-17","PM Period",24116,"WEEKDAY",0,"Spring","Fri","May",3522,135373.712
"546",546,546,466,"2019-05-17","AM Period",11781,"WEEKDAY",0,"Spring","Fri","May",2358,76830.528
"547",547,547,710,"2019-05-17","Lunch Period",13304,"WEEKDAY",0,"Spring","Fri","May",2976,87911.68
"548",548,548,1398,"2019-05-17","Night",12825,"WEEKDAY",0,"Spring","Fri","May",2513,82203.104
"549",549,549,277,"2019-05-18","AM Period",5635,"WEEKEND",0,"Spring","Sat","May",1547,45928.192
"550",550,550,936,"2019-05-18","Night",14418,"WEEKEND",0,"Spring","Sat","May",2066,70546.256
"551",551,551,937,"2019-05-18","Lunch Period",6878,"WEEKEND",0,"Spring","Sat","May",2068,46916.272
"552",552,552,1338,"2019-05-18","PM Period",16399,"WEEKEND",0,"Spring","Sat","May",2747,80585.696
"553",553,553,368,"2019-05-19","AM Period",6344,"WEEKEND",0,"Spring","Sun","May",1634,55797.824
"554",554,554,509,"2019-05-19","Night",14449,"WEEKEND",0,"Spring","Sun","May",2091,92999.056
"555",555,555,1339,"2019-05-19","Lunch Period",6568,"WEEKEND",0,"Spring","Sun","May",2039,53271.696
"556",556,556,1452,"2019-05-19","PM Period",12375,"WEEKEND",0,"Spring","Sun","May",2604,97014.848
"557",557,557,148,"2019-05-20","Lunch Period",12521,"WEEKDAY",0,"Spring","Mon","May",3035,89073.776
"558",558,558,314,"2019-05-20","AM Period",13167,"WEEKDAY",0,"Spring","Mon","May",2578,101478.48
"559",559,559,655,"2019-05-20","PM Period",21851,"WEEKDAY",0,"Spring","Mon","May",3483,136987.712
"560",560,560,814,"2019-05-20","Night",10135,"WEEKDAY",0,"Spring","Mon","May",2331,78599.056
"561",561,561,103,"2019-05-21","Lunch Period",13498,"WEEKDAY",0,"Spring","Tue","May",3053,87967.712
"562",562,562,367,"2019-05-21","Night",10241,"WEEKDAY",0,"Spring","Tue","May",2282,69788.128
"563",563,563,813,"2019-05-21","AM Period",14094,"WEEKDAY",0,"Spring","Tue","May",2552,90777.072
"564",564,564,1234,"2019-05-21","PM Period",22873,"WEEKDAY",0,"Spring","Tue","May",3511,138203.968
"565",565,565,382,"2019-05-22","PM Period",20330,"WEEKDAY",0,"Spring","Wed","May",3392,125789.36
"566",566,566,809,"2019-05-22","Lunch Period",11310,"WEEKDAY",0,"Spring","Wed","May",2867,72705.232
"567",567,567,1141,"2019-05-22","Night",10571,"WEEKDAY",0,"Spring","Wed","May",2372,74096.272
"568",568,568,1233,"2019-05-22","AM Period",12526,"WEEKDAY",0,"Spring","Wed","May",2376,76019.616
"569",569,569,512,"2019-05-23","AM Period",11485,"WEEKDAY",0,"Spring","Thu","May",2236,67849.984
"570",570,570,759,"2019-05-23","PM Period",20830,"WEEKDAY",0,"Spring","Thu","May",3440,131162.832
"571",571,571,982,"2019-05-23","Night",11436,"WEEKDAY",0,"Spring","Thu","May",2490,81550.16
"572",572,572,1293,"2019-05-23","Lunch Period",11960,"WEEKDAY",0,"Spring","Thu","May",2940,80939.712
"573",573,573,46,"2019-05-24","PM Period",17415,"WEEKDAY",0,"Spring","Fri","May",3313,98112.16
"574",574,574,205,"2019-05-24","AM Period",10044,"WEEKDAY",0,"Spring","Fri","May",2181,61616.656
"575",575,575,1090,"2019-05-24","Lunch Period",10324,"WEEKDAY",0,"Spring","Fri","May",2717,59323.52
"576",576,576,1194,"2019-05-24","Night",10504,"WEEKDAY",0,"Spring","Fri","May",2279,64850.24
"577",577,577,416,"2019-05-25","Night",12436,"WEEKEND",0,"Spring","Sat","May",1913,52551.472
"578",578,578,511,"2019-05-25","AM Period",4019,"WEEKEND",0,"Spring","Sat","May",1241,28802.768
"579",579,579,760,"2019-05-25","Lunch Period",5590,"WEEKEND",0,"Spring","Sat","May",1689,31905.52
"580",580,580,762,"2019-05-25","PM Period",11620,"WEEKEND",0,"Spring","Sat","May",2343,57177.312
"581",581,581,275,"2019-05-26","Lunch Period",4729,"WEEKEND",0,"Spring","Sun","May",1472,31275.328
"582",582,582,315,"2019-05-26","AM Period",3840,"WEEKEND",0,"Spring","Sun","May",1161,29152.88
"583",583,583,1032,"2019-05-26","PM Period",9238,"WEEKEND",0,"Spring","Sun","May",2075,51719.136
"584",584,584,1191,"2019-05-26","Night",11342,"WEEKEND",0,"Spring","Sun","May",1723,49426.304
"585",585,585,76,"2019-05-27","Night",7556,"WEEKDAY",1,"Spring","Mon","May",1593,69040.736
"586",586,586,514,"2019-05-27","Lunch Period",4057,"WEEKDAY",1,"Spring","Mon","May",1574,30669.808
"587",587,587,711,"2019-05-27","PM Period",7398,"WEEKDAY",1,"Spring","Mon","May",2148,50389.68
"588",588,588,1399,"2019-05-27","AM Period",2904,"WEEKDAY",1,"Spring","Mon","May",1118,28432.608
"589",589,589,104,"2019-05-28","AM Period",10202,"WEEKDAY",0,"Spring","Tue","May",2332,70002.336
"590",590,590,811,"2019-05-28","Lunch Period",9659,"WEEKDAY",0,"Spring","Tue","May",2704,61314.192
"591",591,591,980,"2019-05-28","PM Period",19102,"WEEKDAY",0,"Spring","Tue","May",3306,104343.888
"592",592,592,1193,"2019-05-28","Night",8078,"WEEKDAY",0,"Spring","Tue","May",2157,70862.064
"593",593,593,102,"2019-05-29","PM Period",19221,"WEEKDAY",0,"Spring","Wed","May",3396,114237.44
"594",594,594,365,"2019-05-29","Lunch Period",10323,"WEEKDAY",0,"Spring","Wed","May",2704,60208.768
"595",595,595,656,"2019-05-29","Night",8518,"WEEKDAY",0,"Spring","Wed","May",2231,67923.584
"596",596,596,1454,"2019-05-29","AM Period",10497,"WEEKDAY",0,"Spring","Wed","May",2329,58355.52
"597",597,597,146,"2019-05-30","Night",11135,"WEEKDAY",0,"Spring","Thu","May",2546,90959.84
"598",598,598,1312,"2019-05-30","PM Period",22870,"WEEKDAY",0,"Spring","Thu","May",3482,146952
"599",599,599,1340,"2019-05-30","AM Period",12031,"WEEKDAY",0,"Spring","Thu","May",2431,69836.192
"600",600,600,1402,"2019-05-30","Lunch Period",12163,"WEEKDAY",0,"Spring","Thu","May",2985,85289.52
"601",601,601,45,"2019-05-31","Lunch Period",13389,"WEEKDAY",0,"Spring","Fri","May",2945,91580.224
"602",602,602,364,"2019-05-31","Night",13141,"WEEKDAY",0,"Spring","Fri","May",2521,78511.28
"603",603,603,1400,"2019-05-31","AM Period",12024,"WEEKDAY",0,"Spring","Fri","May",2419,79059.312
"604",604,604,1401,"2019-05-31","PM Period",24503,"WEEKDAY",0,"Spring","Fri","May",3400,139858.08
"605",605,605,42,"2019-06-01","PM Period",16222,"WEEKEND",0,"Spring","Sat","Jun",2643,76019.68
"606",606,606,241,"2019-06-01","AM Period",6996,"WEEKEND",0,"Spring","Sat","Jun",1476,45577.36
"607",607,607,507,"2019-06-01","Lunch Period",7329,"WEEKEND",0,"Spring","Sat","Jun",1962,43177.776
"608",608,608,565,"2019-06-01","Night",15342,"WEEKEND",0,"Spring","Sat","Jun",2105,65974.08
"609",609,609,312,"2019-06-02","AM Period",7283,"WEEKEND",0,"Spring","Sun","Jun",1533,51033.472
"610",610,610,384,"2019-06-02","Lunch Period",6938,"WEEKEND",0,"Spring","Sun","Jun",1979,50871.52
"611",611,611,1028,"2019-06-02","Night",13814,"WEEKEND",0,"Spring","Sun","Jun",2059,75669.568
"612",612,612,1232,"2019-06-02","PM Period",14394,"WEEKEND",0,"Spring","Sun","Jun",2572,100298.352
"613",613,613,486,"2019-06-03","PM Period",20400,"WEEKDAY",0,"Spring","Mon","Jun",3372,138042.896
"614",614,614,869,"2019-06-03","AM Period",12854,"WEEKDAY",0,"Spring","Mon","Jun",2373,90617.616
"615",615,615,1137,"2019-06-03","Night",9627,"WEEKDAY",0,"Spring","Mon","Jun",2278,64843.776
"616",616,616,1335,"2019-06-03","Lunch Period",11810,"WEEKDAY",0,"Spring","Mon","Jun",2905,88962.352
"617",617,617,39,"2019-06-04","AM Period",11737,"WEEKDAY",0,"Spring","Tue","Jun",2147,94549.52
"618",618,618,508,"2019-06-04","Night",9226,"WEEKDAY",0,"Spring","Tue","Jun",2149,67255.536
"619",619,619,1027,"2019-06-04","Lunch Period",12405,"WEEKDAY",0,"Spring","Tue","Jun",2637,94257.6
"620",620,620,1030,"2019-06-04","PM Period",19355,"WEEKDAY",0,"Spring","Tue","Jun",3037,127153.84
"621",621,621,37,"2019-06-05","Night",10806,"WEEKDAY",0,"Spring","Wed","Jun",2195,74683.104
"622",622,622,757,"2019-06-05","Lunch Period",11263,"WEEKDAY",0,"Spring","Wed","Jun",2632,73060.672
"623",623,623,807,"2019-06-05","PM Period",19925,"WEEKDAY",0,"Spring","Wed","Jun",3040,118527.184
"624",624,624,1187,"2019-06-05","AM Period",11727,"WEEKDAY",0,"Spring","Wed","Jun",2156,67557.696
"625",625,625,239,"2019-06-06","PM Period",20840,"WEEKDAY",0,"Spring","Thu","Jun",3338,127337.92
"626",626,626,608,"2019-06-06","AM Period",11615,"WEEKDAY",0,"Spring","Thu","Jun",2294,66962.608
"627",627,627,867,"2019-06-06","Night",11544,"WEEKDAY",0,"Spring","Thu","Jun",2495,81858.512
"628",628,628,1139,"2019-06-06","Lunch Period",11873,"WEEKDAY",0,"Spring","Thu","Jun",2746,72136.288
"629",629,629,41,"2019-06-07","Night",11954,"WEEKDAY",0,"Spring","Fri","Jun",2476,68875.088
"630",630,630,414,"2019-06-07","AM Period",10177,"WEEKDAY",0,"Spring","Fri","Jun",2228,63480.72
"631",631,631,868,"2019-06-07","Lunch Period",11416,"WEEKDAY",0,"Spring","Fri","Jun",2797,74964.352
"632",632,632,1334,"2019-06-07","PM Period",21121,"WEEKDAY",0,"Spring","Fri","Jun",3352,114376.592
"633",633,633,505,"2019-06-08","AM Period",4682,"WEEKEND",0,"Spring","Sat","Jun",1336,37012.368
"634",634,634,870,"2019-06-08","Lunch Period",6966,"WEEKEND",0,"Spring","Sat","Jun",1855,46676.32
"635",635,635,978,"2019-06-08","PM Period",14823,"WEEKEND",0,"Spring","Sat","Jun",2503,82161.056
"636",636,636,1086,"2019-06-08","Night",15694,"WEEKEND",0,"Spring","Sat","Jun",2092,71520.784
"637",637,637,313,"2019-06-09","AM Period",5603,"WEEKEND",0,"Spring","Sun","Jun",1475,51306.496
"638",638,638,654,"2019-06-09","Night",14610,"WEEKEND",0,"Spring","Sun","Jun",2162,90309.584
"639",639,639,806,"2019-06-09","Lunch Period",7626,"WEEKEND",0,"Spring","Sun","Jun",1968,64488.256
"640",640,640,1214,"2019-06-09","PM Period",12887,"WEEKEND",0,"Spring","Sun","Jun",2435,102895.072
"641",641,641,199,"2019-06-10","Lunch Period",10428,"WEEKDAY",0,"Spring","Mon","Jun",2769,67409.232
"642",642,642,504,"2019-06-10","PM Period",20663,"WEEKDAY",0,"Spring","Mon","Jun",3258,106715.696
"643",643,643,707,"2019-06-10","AM Period",12969,"WEEKDAY",0,"Spring","Mon","Jun",2464,84480.592
"644",644,644,708,"2019-06-10","Night",10578,"WEEKDAY",0,"Spring","Mon","Jun",2375,73994.016
"645",645,645,412,"2019-06-11","Night",10790,"WEEKDAY",0,"Spring","Tue","Jun",2404,72860.208
"646",646,646,650,"2019-06-11","PM Period",21415,"WEEKDAY",0,"Spring","Tue","Jun",3334,125542.192
"647",647,647,933,"2019-06-11","AM Period",13091,"WEEKDAY",0,"Spring","Tue","Jun",2344,67800.192
"648",648,648,1425,"2019-06-11","Lunch Period",12146,"WEEKDAY",0,"Spring","Tue","Jun",2824,73385.04
"649",649,649,566,"2019-06-12","AM Period",12277,"WEEKDAY",0,"Spring","Wed","Jun",2364,81063.744
"650",650,650,736,"2019-06-12","Lunch Period",13954,"WEEKDAY",0,"Spring","Wed","Jun",2966,89166.256
"651",651,651,977,"2019-06-12","Night",11397,"WEEKDAY",0,"Spring","Wed","Jun",2414,81568.288
"652",652,652,1084,"2019-06-12","PM Period",22427,"WEEKDAY",0,"Spring","Wed","Jun",3465,128347.216
"653",653,653,100,"2019-06-13","Lunch Period",11520,"WEEKDAY",0,"Spring","Thu","Jun",2833,67735.952
"654",654,654,276,"2019-06-13","AM Period",12813,"WEEKDAY",0,"Spring","Thu","Jun",2290,69672.208
"655",655,655,464,"2019-06-13","Night",11759,"WEEKDAY",0,"Spring","Thu","Jun",2579,89743.92
"656",656,656,651,"2019-06-13","PM Period",21297,"WEEKDAY",0,"Spring","Thu","Jun",3405,124683.792
"657",657,657,38,"2019-06-14","AM Period",10305,"WEEKDAY",0,"Spring","Fri","Jun",2181,65894.624
"658",658,658,204,"2019-06-14","Night",13422,"WEEKDAY",0,"Spring","Fri","Jun",2533,74800.384
"659",659,659,240,"2019-06-14","Lunch Period",11783,"WEEKDAY",0,"Spring","Fri","Jun",2742,75926.624
"660",660,660,332,"2019-06-14","PM Period",21142,"WEEKDAY",0,"Spring","Fri","Jun",3334,115137.376
"661",661,661,564,"2019-06-15","Night",14888,"WEEKEND",0,"Spring","Sat","Jun",2036,69651.568
"662",662,662,1087,"2019-06-15","AM Period",4642,"WEEKEND",0,"Spring","Sat","Jun",1273,35342.224
"663",663,663,1140,"2019-06-15","Lunch Period",6774,"WEEKEND",0,"Spring","Sat","Jun",1785,40345.328
"664",664,664,1186,"2019-06-15","PM Period",13094,"WEEKEND",0,"Spring","Sat","Jun",2390,68822.128
"665",665,665,43,"2019-06-16","PM Period",9640,"WEEKEND",0,"Spring","Sun","Jun",2212,86254.672
"666",666,666,200,"2019-06-16","AM Period",4777,"WEEKEND",0,"Spring","Sun","Jun",1344,43222.208
"667",667,667,758,"2019-06-16","Lunch Period",5770,"WEEKEND",0,"Spring","Sun","Jun",1693,48743.168
"668",668,668,1136,"2019-06-16","Night",12410,"WEEKEND",0,"Spring","Sun","Jun",2019,83206.48
"669",669,669,201,"2019-06-17","AM Period",11254,"WEEKDAY",0,"Spring","Mon","Jun",2392,80811.728
"670",670,670,413,"2019-06-17","Lunch Period",10302,"WEEKDAY",0,"Spring","Mon","Jun",2806,71498.544
"671",671,671,506,"2019-06-17","PM Period",18833,"WEEKDAY",0,"Spring","Mon","Jun",3318,116620.464
"672",672,672,731,"2019-06-17","Night",7989,"WEEKDAY",0,"Spring","Mon","Jun",2235,63342.288
"673",673,673,101,"2019-06-18","Lunch Period",10769,"WEEKDAY",0,"Spring","Tue","Jun",2710,61546.032
"674",674,674,931,"2019-06-18","PM Period",20377,"WEEKDAY",0,"Spring","Tue","Jun",3265,108837.552
"675",675,675,1188,"2019-06-18","Night",9901,"WEEKDAY",0,"Spring","Tue","Jun",2337,66632.976
"676",676,676,1395,"2019-06-18","AM Period",11858,"WEEKDAY",0,"Spring","Tue","Jun",2296,61985.76
"677",677,677,44,"2019-06-19","Lunch Period",12213,"WEEKDAY",0,"Spring","Wed","Jun",2876,80943.664
"678",678,678,628,"2019-06-19","Night",12058,"WEEKDAY",0,"Spring","Wed","Jun",2411,81215.76
"679",679,679,932,"2019-06-19","AM Period",12025,"WEEKDAY",0,"Spring","Wed","Jun",2348,69422
"680",680,680,1288,"2019-06-19","PM Period",22493,"WEEKDAY",0,"Spring","Wed","Jun",3413,126723.328
"681",681,681,242,"2019-06-20","Night",12487,"WEEKDAY",0,"Spring","Thu","Jun",2568,92685.952
"682",682,682,930,"2019-06-20","AM Period",12923,"WEEKDAY",0,"Spring","Thu","Jun",2309,69339.968
"683",683,683,1029,"2019-06-20","Lunch Period",11786,"WEEKDAY",0,"Spring","Thu","Jun",2853,71753.968
"684",684,684,1396,"2019-06-20","PM Period",21999,"WEEKDAY",0,"Spring","Thu","Jun",3397,126570.848
"685",685,685,122,"2019-06-21","Lunch Period",11762,"WEEKDAY",0,"Summer","Fri","Jun",2685,77522.672
"686",686,686,489,"2019-06-21","PM Period",23422,"WEEKDAY",0,"Summer","Fri","Jun",3343,122083.184
"687",687,687,979,"2019-06-21","AM Period",9716,"WEEKDAY",0,"Summer","Fri","Jun",2141,62557.456
"688",688,688,1333,"2019-06-21","Night",13645,"WEEKDAY",0,"Summer","Fri","Jun",2607,81343.76
"689",689,689,145,"2019-06-22","PM Period",13406,"WEEKEND",0,"Summer","Sat","Jun",2442,67992.48
"690",690,690,202,"2019-06-22","AM Period",4120,"WEEKEND",0,"Summer","Sat","Jun",1233,31990.672
"691",691,691,652,"2019-06-22","Lunch Period",6512,"WEEKEND",0,"Summer","Sat","Jun",1766,39461.776
"692",692,692,934,"2019-06-22","Night",16391,"WEEKEND",0,"Summer","Sat","Jun",2195,70387.632
"693",693,693,611,"2019-06-23","Lunch Period",6080,"WEEKEND",0,"Summer","Sun","Jun",1809,52388.752
"694",694,694,709,"2019-06-23","Night",13255,"WEEKEND",0,"Summer","Sun","Jun",2100,83109.936
"695",695,695,735,"2019-06-23","PM Period",10287,"WEEKEND",0,"Summer","Sun","Jun",2301,81000.288
"696",696,696,871,"2019-06-23","AM Period",4789,"WEEKEND",0,"Summer","Sun","Jun",1390,46219.104
"697",697,697,120,"2019-06-24","PM Period",17305,"WEEKDAY",0,"Summer","Mon","Jun",3276,104401.648
"698",698,698,653,"2019-06-24","AM Period",11036,"WEEKDAY",0,"Summer","Mon","Jun",2364,77462.08
"699",699,699,1138,"2019-06-24","Lunch Period",10665,"WEEKDAY",0,"Summer","Mon","Jun",2746,70161.824
"700",700,700,1447,"2019-06-24","Night",9360,"WEEKDAY",0,"Summer","Mon","Jun",2359,87035.968
"701",701,701,535,"2019-06-25","PM Period",21861,"WEEKDAY",0,"Summer","Tue","Jun",3313,115999.264
"702",702,702,610,"2019-06-25","Night",10745,"WEEKDAY",0,"Summer","Tue","Jun",2532,83652.272
"703",703,703,1085,"2019-06-25","AM Period",10795,"WEEKDAY",0,"Summer","Tue","Jun",2314,65522.352
"704",704,704,1289,"2019-06-25","Lunch Period",11154,"WEEKDAY",0,"Summer","Tue","Jun",2805,70590.496
"705",705,705,363,"2019-06-26","Lunch Period",11591,"WEEKDAY",0,"Summer","Wed","Jun",2750,71354.288
"706",706,706,465,"2019-06-26","AM Period",11742,"WEEKDAY",0,"Summer","Wed","Jun",2293,71128.48
"707",707,707,951,"2019-06-26","Night",13071,"WEEKDAY",0,"Summer","Wed","Jun",2519,86921.424
"708",708,708,1060,"2019-06-26","PM Period",21789,"WEEKDAY",0,"Summer","Wed","Jun",3331,121035.728
"709",709,709,40,"2019-06-27","AM Period",11403,"WEEKDAY",0,"Summer","Thu","Jun",2248,66939.92
"710",710,710,203,"2019-06-27","Lunch Period",11816,"WEEKDAY",0,"Summer","Thu","Jun",2681,69912.256
"711",711,711,311,"2019-06-27","PM Period",21807,"WEEKDAY",0,"Summer","Thu","Jun",3367,125522.784
"712",712,712,952,"2019-06-27","Night",12127,"WEEKDAY",0,"Summer","Thu","Jun",2649,86021.072
"713",713,713,463,"2019-06-28","PM Period",20466,"WEEKDAY",0,"Summer","Fri","Jun",3267,100512.448
"714",714,714,609,"2019-06-28","Lunch Period",11340,"WEEKDAY",0,"Summer","Fri","Jun",2537,60604.704
"715",715,715,950,"2019-06-28","AM Period",9941,"WEEKDAY",0,"Summer","Fri","Jun",2129,62678.976
"716",716,716,1255,"2019-06-28","Night",11454,"WEEKDAY",0,"Summer","Fri","Jun",2577,73874.544
"717",717,717,142,"2019-06-29","Night",13711,"WEEKEND",0,"Summer","Sat","Jun",2075,63086.08
"718",718,718,360,"2019-06-29","Lunch Period",5710,"WEEKEND",0,"Summer","Sat","Jun",1675,32404.224
"719",719,719,457,"2019-06-29","PM Period",11345,"WEEKEND",0,"Summer","Sat","Jun",2321,56631.376
"720",720,720,972,"2019-06-29","AM Period",3838,"WEEKEND",0,"Summer","Sat","Jun",1220,27723.52
"721",721,721,458,"2019-06-30","Lunch Period",5770,"WEEKEND",0,"Summer","Sun","Jun",1614,42659.232
"722",722,722,703,"2019-06-30","AM Period",4341,"WEEKEND",0,"Summer","Sun","Jun",1293,34250.784
"723",723,723,923,"2019-06-30","Night",11632,"WEEKEND",0,"Summer","Sun","Jun",2016,67767.44
"724",724,724,1389,"2019-06-30","PM Period",9750,"WEEKEND",0,"Summer","Sun","Jun",2203,59876.016
"725",725,725,143,"2019-07-01","AM Period",8676,"WEEKDAY",0,"Summer","Mon","Jul",2074,44824.416
"726",726,726,410,"2019-07-01","Night",6615,"WEEKDAY",0,"Summer","Mon","Jul",1978,46384.368
"727",727,727,863,"2019-07-01","PM Period",14404,"WEEKDAY",0,"Summer","Mon","Jul",2898,65221.616
"728",728,728,866,"2019-07-01","Lunch Period",8422,"WEEKDAY",0,"Summer","Mon","Jul",2195,39649.232
"729",729,729,194,"2019-07-02","PM Period",17167,"WEEKDAY",0,"Summer","Tue","Jul",2872,71852.528
"730",730,730,196,"2019-07-02","Lunch Period",9909,"WEEKDAY",0,"Summer","Tue","Jul",2288,39500.4
"731",731,731,1026,"2019-07-02","AM Period",8694,"WEEKDAY",0,"Summer","Tue","Jul",1909,37629.824
"732",732,732,1445,"2019-07-02","Night",7399,"WEEKDAY",0,"Summer","Tue","Jul",1864,36022.272
