,dropoff_community_area,dropoff_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
901,64,CLEARING,12,Weekdays,37.76424207,261,2.25
902,45,AVALON PARK,11,Weekdays,25.06123379,164,1.413793103
903,61,NEW CITY,23,Weekend/Holidays,21.06064961,67,0.577586207
904,54,RIVERDALE,13,Weekend/Holidays,50.35565499,24,0.206896552
905,27,EAST GARFIELD PARK,7,Weekdays,26.75484531,428,3.689655172
906,14,ALBANY PARK,0,Weekend/Holidays,24.92560169,1128,9.724137931
907,36,OAKLAND,6,Weekdays,36.42725302,119,1.025862069
908,48,CALUMET HEIGHTS,6,Weekdays,39.314179,125,1.077586207
909,6,LAKE VIEW,8,Weekend/Holidays,29.06641535,2398,20.67241379
910,4,LINCOLN SQUARE,16,Weekend/Holidays,24.55515886,1162,10.01724138
911,59,MCKINLEY PARK,2,Weekdays,14.05776031,56,0.482758621
912,59,MCKINLEY PARK,3,Weekend/Holidays,27.34454419,77,0.663793103
913,77,EDGEWATER,5,Weekend/Holidays,23.59145904,1417,12.21551724
914,46,SOUTH CHICAGO,4,Weekdays,28.45393232,32,0.275862069
915,66,CHICAGO LAWN,13,Weekend/Holidays,20.76536072,59,0.50862069
916,15,PORTAGE PARK,3,Weekdays,24.49117269,411,3.543103448
917,20,HERMOSA,13,Weekdays,21.57560884,167,1.439655172
918,11,JEFFERSON PARK,7,Weekend/Holidays,37.21779488,146,1.25862069
919,15,PORTAGE PARK,6,Weekdays,33.29553455,413,3.560344828
920,63,GAGE PARK,0,Weekdays,16.85609834,61,0.525862069
921,30,SOUTH LAWNDALE,12,Weekend/Holidays,26.99226091,137,1.181034483
922,69,GREATER GRAND CROSSING,22,Weekdays,27.02371794,309,2.663793103
923,73,WASHINGTON HEIGHTS,15,Weekend/Holidays,25.72519522,123,1.060344828
924,74,MOUNT GREENWOOD,23,Weekdays,40.64140676,40,0.344827586
925,57,ARCHER HEIGHTS,13,Weekend/Holidays,34.57958559,32,0.275862069
926,56,GARFIELD RIDGE,0,Weekdays,17.97350031,710,6.120689655
927,10,NORWOOD PARK,18,Weekend/Holidays,29.96226762,449,3.870689655
928,17,DUNNING,11,Weekdays,22.03417723,302,2.603448276
929,72,BEVERLY,10,Weekdays,24.02203221,179,1.543103448
930,37,FULLER PARK,8,Weekdays,36.72470477,144,1.24137931
931,53,WEST PULLMAN,14,Weekdays,27.06005393,247,2.129310345
932,29,NORTH LAWNDALE,17,Weekend/Holidays,20.55295273,130,1.120689655
933,61,NEW CITY,6,Weekend/Holidays,32.11956203,35,0.301724138
934,27,EAST GARFIELD PARK,19,Weekdays,22.91235792,370,3.189655172
935,25,AUSTIN,3,Weekend/Holidays,30.17814905,224,1.931034483
936,4,LINCOLN SQUARE,21,Weekend/Holidays,27.21085836,1229,10.59482759
937,22,LOGAN SQUARE,6,Weekend/Holidays,32.61049369,630,5.431034483
938,29,NORTH LAWNDALE,9,Weekdays,23.62640984,533,4.594827586
939,2,WEST RIDGE,7,Weekend/Holidays,22.99485179,564,4.862068966
940,29,NORTH LAWNDALE,2,Weekdays,24.46611358,94,0.810344828
941,43,SOUTH SHORE,20,Weekend/Holidays,22.96868524,207,1.784482759
942,27,EAST GARFIELD PARK,22,Weekend/Holidays,29.28896113,140,1.206896552
943,20,HERMOSA,1,Weekend/Holidays,22.22739835,267,2.301724138
944,66,CHICAGO LAWN,23,Weekend/Holidays,33.26597529,48,0.413793103
945,43,SOUTH SHORE,2,Weekdays,30.51261191,99,0.853448276
946,36,OAKLAND,10,Weekend/Holidays,30.01154734,99,0.853448276
947,53,WEST PULLMAN,18,Weekend/Holidays,30.91963209,53,0.456896552
948,71,AUBURN GRESHAM,20,Weekdays,20.3313624,218,1.879310345
949,61,NEW CITY,8,Weekdays,24.80216302,859,7.405172414
950,19,BELMONT CRAGIN,22,Weekend/Holidays,24.76752262,198,1.706896552
951,64,CLEARING,2,Weekdays,33.89826703,87,0.75
952,21,AVONDALE,9,Weekend/Holidays,29.54348364,337,2.905172414
953,18,MONTCLARE,8,Weekend/Holidays,29.99868308,16,0.137931034
954,10,NORWOOD PARK,1,Weekdays,32.98310222,453,3.905172414
955,17,DUNNING,20,Weekend/Holidays,26.61027418,118,1.017241379
956,9,EDISON PARK,16,Weekdays,24.90651802,203,1.75
957,46,SOUTH CHICAGO,13,Weekdays,27.73827149,363,3.129310345
958,43,SOUTH SHORE,19,Weekend/Holidays,27.10173371,246,2.120689655
959,38,GRAND BOULEVARD,10,Weekend/Holidays,17.3276385,408,3.517241379
960,45,AVALON PARK,23,Weekdays,31.83189234,34,0.293103448
961,60,BRIDGEPORT,14,Weekend/Holidays,29.85131103,272,2.344827586
962,70,ASHBURN,18,Weekdays,22.0355758,198,1.706896552
963,57,ARCHER HEIGHTS,13,Weekdays,20.44765043,127,1.094827586
964,73,WASHINGTON HEIGHTS,8,Weekdays,27.41457535,237,2.043103448
965,64,CLEARING,15,Weekdays,24.62981077,323,2.784482759
966,42,WOODLAWN,6,Weekdays,32.68598876,170,1.465517241
967,42,WOODLAWN,14,Weekdays,25.77338308,834,7.189655172
968,36,OAKLAND,21,Weekend/Holidays,30.01110305,114,0.982758621
969,34,ARMOUR SQUARE,6,Weekend/Holidays,31.17275157,103,0.887931034
970,60,BRIDGEPORT,0,Weekdays,31.35937713,378,3.25862069
971,73,WASHINGTON HEIGHTS,7,Weekdays,30.73997333,223,1.922413793
972,75,MORGAN PARK,13,Weekdays,32.55523531,270,2.327586207
973,26,WEST GARFIELD PARK,4,Weekdays,52.62764859,54,0.465517241
974,12,FOREST GLEN,21,Weekdays,33.57329039,692,5.965517241
975,13,NORTH PARK,3,Weekend/Holidays,15.99456253,212,1.827586207
976,15,PORTAGE PARK,8,Weekend/Holidays,29.23882557,270,2.327586207
977,14,ALBANY PARK,17,Weekend/Holidays,21.81835317,539,4.646551724
978,12,FOREST GLEN,14,Weekend/Holidays,31.09686056,189,1.629310345
979,10,NORWOOD PARK,0,Weekend/Holidays,33.56371503,361,3.112068966
980,14,ALBANY PARK,10,Weekend/Holidays,26.27755323,381,3.284482759
981,58,BRIGHTON PARK,15,Weekdays,23.25750047,206,1.775862069
982,9,EDISON PARK,20,Weekend/Holidays,19.78210497,90,0.775862069
983,19,BELMONT CRAGIN,13,Weekend/Holidays,20.25579267,194,1.672413793
984,20,HERMOSA,14,Weekdays,19.8648739,202,1.74137931
985,64,CLEARING,0,Weekend/Holidays,31.27888366,69,0.594827586
986,62,WEST ELSDON,22,Weekend/Holidays,32.41995677,35,0.301724138
987,26,WEST GARFIELD PARK,21,Weekdays,33.96890304,121,1.043103448
988,23,HUMBOLDT PARK,15,Weekdays,19.52943235,691,5.956896552
989,18,MONTCLARE,12,Weekdays,20.11652729,74,0.637931034
990,51,SOUTH DEERING,1,Weekdays,43.40736163,17,0.146551724
991,52,EAST SIDE,17,Weekend/Holidays,33.71484991,14,0.120689655
992,49,ROSELAND,16,Weekend/Holidays,27.1955861,138,1.189655172
993,2,WEST RIDGE,11,Weekend/Holidays,22.3574108,832,7.172413793
994,64,CLEARING,21,Weekdays,27.98949631,192,1.655172414
995,39,KENWOOD,20,Weekend/Holidays,36.97373576,368,3.172413793
996,39,KENWOOD,23,Weekdays,35.00856839,781,6.732758621
997,71,AUBURN GRESHAM,1,Weekdays,44.45433769,46,0.396551724
998,70,ASHBURN,0,Weekdays,33.78382184,67,0.577586207
999,21,AVONDALE,5,Weekdays,32.56212845,488,4.206896552
1000,29,NORTH LAWNDALE,23,Weekend/Holidays,21.38937034,74,0.637931034
1001,45,AVALON PARK,9,Weekdays,25.50450123,144,1.24137931
1002,44,CHATHAM,13,Weekend/Holidays,28.36712876,251,2.163793103
1003,18,MONTCLARE,16,Weekdays,18.53994864,88,0.75862069
1004,42,WOODLAWN,5,Weekdays,49.06872701,77,0.663793103
1005,25,AUSTIN,19,Weekend/Holidays,30.32261426,194,1.672413793
1006,11,JEFFERSON PARK,14,Weekend/Holidays,29.80986211,387,3.336206897
1007,17,DUNNING,18,Weekend/Holidays,25.69583065,99,0.853448276
1008,69,GREATER GRAND CROSSING,23,Weekend/Holidays,48.32297082,96,0.827586207
1009,75,MORGAN PARK,9,Weekdays,34.50900632,174,1.5
1010,67,WEST ENGLEWOOD,6,Weekdays,33.65419355,45,0.387931034
1011,38,GRAND BOULEVARD,9,Weekend/Holidays,27.10824628,363,3.129310345
1012,69,GREATER GRAND CROSSING,0,Weekend/Holidays,30.31523545,126,1.086206897
1013,69,GREATER GRAND CROSSING,23,Weekdays,31.58862269,237,2.043103448
1014,53,WEST PULLMAN,20,Weekdays,40.68418341,79,0.681034483
1015,73,WASHINGTON HEIGHTS,11,Weekdays,33.17859323,337,2.905172414
1016,12,FOREST GLEN,10,Weekdays,29.15889459,436,3.75862069
1017,75,MORGAN PARK,3,Weekdays,36.4776989,30,0.25862069
1018,5,NORTH CENTER,8,Weekend/Holidays,31.07485999,406,3.5
1019,13,NORTH PARK,8,Weekend/Holidays,28.81067451,182,1.568965517
1020,12,FOREST GLEN,8,Weekdays,23.60608615,433,3.732758621
1021,19,BELMONT CRAGIN,3,Weekdays,23.47967444,414,3.568965517
1022,15,PORTAGE PARK,3,Weekend/Holidays,29.11625254,473,4.077586207
1023,10,NORWOOD PARK,17,Weekend/Holidays,31.54125736,447,3.853448276
1024,63,GAGE PARK,12,Weekdays,21.70013923,125,1.077586207
1025,30,SOUTH LAWNDALE,22,Weekdays,33.76260635,197,1.698275862
1026,39,KENWOOD,21,Weekend/Holidays,40.13472141,347,2.99137931
1027,11,JEFFERSON PARK,4,Weekend/Holidays,36.48811512,183,1.577586207
1028,15,PORTAGE PARK,13,Weekend/Holidays,21.90334084,445,3.836206897
1029,17,DUNNING,3,Weekdays,29.14616371,79,0.681034483
1030,41,HYDE PARK,5,Weekdays,51.7973053,273,2.353448276
1031,66,CHICAGO LAWN,12,Weekdays,18.08374232,260,2.24137931
1032,27,EAST GARFIELD PARK,0,Weekdays,17.18823193,217,1.870689655
1033,13,NORTH PARK,1,Weekdays,20.35726179,294,2.534482759
1034,43,SOUTH SHORE,5,Weekdays,32.04805302,107,0.922413793
1035,39,KENWOOD,3,Weekend/Holidays,38.72066806,138,1.189655172
1036,34,ARMOUR SQUARE,1,Weekend/Holidays,29.11689528,314,2.706896552
1037,70,ASHBURN,0,Weekend/Holidays,27.73934594,38,0.327586207
1038,26,WEST GARFIELD PARK,16,Weekend/Holidays,21.95277616,69,0.594827586
1039,20,HERMOSA,9,Weekdays,6.163494758,259,2.232758621
1040,51,SOUTH DEERING,12,Weekdays,31.05018095,316,2.724137931
1041,60,BRIDGEPORT,13,Weekdays,25.91109856,785,6.767241379
1042,39,KENWOOD,5,Weekdays,54.56810648,191,1.646551724
1043,13,NORTH PARK,22,Weekend/Holidays,28.81180471,236,2.034482759
1044,12,FOREST GLEN,19,Weekdays,35.11807964,735,6.336206897
1045,43,SOUTH SHORE,10,Weekend/Holidays,29.60516996,256,2.206896552
1046,43,SOUTH SHORE,16,Weekend/Holidays,24.21252114,297,2.560344828
1047,23,HUMBOLDT PARK,7,Weekdays,20.77235152,379,3.267241379
1048,44,CHATHAM,8,Weekdays,23.77224635,505,4.353448276
1049,37,FULLER PARK,11,Weekend/Holidays,34.45226798,74,0.637931034
1050,38,GRAND BOULEVARD,11,Weekend/Holidays,21.1920939,393,3.387931034
1051,61,NEW CITY,19,Weekend/Holidays,37.37556335,55,0.474137931
1052,61,NEW CITY,20,Weekdays,22.63003146,215,1.853448276
1053,42,WOODLAWN,7,Weekend/Holidays,25.10921414,129,1.112068966
1054,73,WASHINGTON HEIGHTS,18,Weekdays,27.15280028,277,2.387931034
1055,71,AUBURN GRESHAM,21,Weekend/Holidays,44.30220844,101,0.870689655
1056,58,BRIGHTON PARK,11,Weekdays,24.90746208,365,3.146551724
1057,60,BRIDGEPORT,0,Weekend/Holidays,30.87823868,332,2.862068966
1058,21,AVONDALE,4,Weekdays,19.95781135,601,5.181034483
1059,60,BRIDGEPORT,1,Weekend/Holidays,31.42148356,336,2.896551724
1060,27,EAST GARFIELD PARK,6,Weekdays,39.0068802,229,1.974137931
1061,74,MOUNT GREENWOOD,15,Weekdays,30.95489935,82,0.706896552
1062,62,WEST ELSDON,18,Weekend/Holidays,22.99134323,23,0.198275862
1063,23,HUMBOLDT PARK,3,Weekdays,25.70920292,562,4.844827586
1064,66,CHICAGO LAWN,22,Weekdays,29.15763732,112,0.965517241
1065,37,FULLER PARK,19,Weekend/Holidays,34.80003025,49,0.422413793
1066,10,NORWOOD PARK,3,Weekdays,40.03079074,187,1.612068966
1067,10,NORWOOD PARK,15,Weekend/Holidays,29.58236872,406,3.5
1068,18,MONTCLARE,7,Weekdays,30.65963771,41,0.353448276
1069,41,HYDE PARK,22,Weekend/Holidays,34.83463224,643,5.543103448
1070,54,RIVERDALE,19,Weekdays,45.39667548,38,0.327586207
1071,47,BURNSIDE,18,Weekdays,22.15461332,25,0.215517241
1072,31,LOWER WEST SIDE,13,Weekend/Holidays,22.72052599,438,3.775862069
1073,63,GAGE PARK,11,Weekdays,18.43429427,133,1.146551724
1074,30,SOUTH LAWNDALE,16,Weekend/Holidays,21.09174609,112,0.965517241
1075,64,CLEARING,19,Weekend/Holidays,37.98395782,54,0.465517241
1076,11,JEFFERSON PARK,22,Weekdays,34.47123485,1080,9.310344828
1077,76,OHARE,1,Weekdays,16.50351186,2010,17.32758621
1078,48,CALUMET HEIGHTS,17,Weekdays,24.12469717,257,2.215517241
1079,43,SOUTH SHORE,15,Weekend/Holidays,22.07009412,357,3.077586207
1080,42,WOODLAWN,22,Weekend/Holidays,39.88603354,143,1.232758621
1081,42,WOODLAWN,15,Weekend/Holidays,30.59144245,246,2.120689655
1082,50,PULLMAN,0,Weekend/Holidays,38.54084193,37,0.318965517
1083,36,OAKLAND,17,Weekdays,23.47110629,380,3.275862069
1084,44,CHATHAM,19,Weekdays,28.30743112,415,3.577586207
1085,38,GRAND BOULEVARD,1,Weekend/Holidays,22.61534997,135,1.163793103
1086,40,WASHINGTON PARK,18,Weekdays,20.6104257,420,3.620689655
1087,40,WASHINGTON PARK,16,Weekdays,18.26989027,348,3
1088,35,DOUGLAS,23,Weekend/Holidays,22.9511266,396,3.413793103
1089,49,ROSELAND,2,Weekdays,51.24056708,39,0.336206897
1090,49,ROSELAND,18,Weekdays,27.97821918,339,2.922413793
1091,49,ROSELAND,16,Weekdays,24.9939387,515,4.439655172
1092,37,FULLER PARK,13,Weekdays,23.39441519,259,2.232758621
1093,53,WEST PULLMAN,12,Weekdays,34.07889769,301,2.594827586
1094,68,ENGLEWOOD,15,Weekend/Holidays,29.65284164,129,1.112068966
1095,68,ENGLEWOOD,18,Weekend/Holidays,30.99591694,77,0.663793103
1096,68,ENGLEWOOD,4,Weekdays,48.24970143,46,0.396551724
1097,60,BRIDGEPORT,20,Weekend/Holidays,32.09476102,312,2.689655172
1098,60,BRIDGEPORT,6,Weekend/Holidays,34.6574225,70,0.603448276
1099,71,AUBURN GRESHAM,3,Weekend/Holidays,39.76492891,27,0.232758621
1100,71,AUBURN GRESHAM,17,Weekdays,15.09462473,474,4.086206897
1101,61,NEW CITY,5,Weekdays,26.77457412,45,0.387931034
1102,61,NEW CITY,11,Weekend/Holidays,25.5581602,99,0.853448276
1103,77,EDGEWATER,5,Weekdays,27.84099751,1207,10.40517241
1104,67,WEST ENGLEWOOD,14,Weekdays,23.77310951,230,1.982758621
1105,75,MORGAN PARK,10,Weekend/Holidays,37.34460163,100,0.862068966
1106,59,MCKINLEY PARK,15,Weekdays,17.48095133,789,6.801724138
1107,27,EAST GARFIELD PARK,14,Weekend/Holidays,24.77146135,235,2.025862069
1108,16,IRVING PARK,6,Weekend/Holidays,31.26666045,465,4.00862069
1109,13,NORTH PARK,15,Weekend/Holidays,22.92457106,229,1.974137931
1110,57,ARCHER HEIGHTS,22,Weekdays,35.9917939,60,0.517241379
1111,65,WEST LAWN,17,Weekdays,20.64529734,133,1.146551724
1112,65,WEST LAWN,9,Weekdays,22.41942889,81,0.698275862
1113,26,WEST GARFIELD PARK,15,Weekend/Holidays,29.22584453,86,0.74137931
1114,20,HERMOSA,7,Weekend/Holidays,29.7075151,38,0.327586207
1115,25,AUSTIN,3,Weekdays,28.72870869,167,1.439655172
1116,12,FOREST GLEN,18,Weekend/Holidays,33.16412234,176,1.517241379
1117,15,PORTAGE PARK,19,Weekend/Holidays,26.80768813,434,3.74137931
1118,19,BELMONT CRAGIN,4,Weekend/Holidays,24.22978494,324,2.793103448
1119,19,BELMONT CRAGIN,16,Weekdays,16.11785806,527,4.543103448
1120,10,NORWOOD PARK,14,Weekend/Holidays,24.17203768,383,3.301724138
1121,10,NORWOOD PARK,11,Weekend/Holidays,34.11365248,363,3.129310345
1122,17,DUNNING,6,Weekend/Holidays,28.12742292,87,0.75
1123,46,SOUTH CHICAGO,12,Weekend/Holidays,26.16143426,99,0.853448276
1124,47,BURNSIDE,9,Weekdays,18.00014066,85,0.732758621
1125,36,OAKLAND,12,Weekend/Holidays,24.33608997,99,0.853448276
1126,58,BRIGHTON PARK,16,Weekdays,19.24437917,158,1.362068966
1127,30,SOUTH LAWNDALE,20,Weekend/Holidays,34.0223232,81,0.698275862
1128,36,OAKLAND,1,Weekend/Holidays,36.22427731,48,0.413793103
1129,13,NORTH PARK,0,Weekend/Holidays,23.75528808,184,1.586206897
1130,50,PULLMAN,5,Weekend/Holidays,62.98293157,8,0.068965517
1131,47,BURNSIDE,14,Weekdays,23.58011151,101,0.870689655
1132,59,MCKINLEY PARK,12,Weekend/Holidays,28.74904295,60,0.517241379
1133,27,EAST GARFIELD PARK,11,Weekend/Holidays,27.49357892,231,1.99137931
1134,62,WEST ELSDON,10,Weekdays,29.23137668,50,0.431034483
1135,13,NORTH PARK,11,Weekdays,23.32614911,951,8.198275862
1136,64,CLEARING,23,Weekdays,30.67590089,160,1.379310345
1137,34,ARMOUR SQUARE,23,Weekdays,26.22480484,632,5.448275862
1138,62,WEST ELSDON,20,Weekend/Holidays,20.64269621,25,0.215517241
1139,72,BEVERLY,17,Weekdays,26.82723709,168,1.448275862
1140,9,EDISON PARK,1,Weekdays,40.71500625,89,0.767241379
1141,48,CALUMET HEIGHTS,9,Weekdays,22.15000437,636,5.482758621
1142,21,AVONDALE,7,Weekend/Holidays,31.1348755,229,1.974137931
1143,29,NORTH LAWNDALE,0,Weekend/Holidays,27.04472404,109,0.939655172
1144,46,SOUTH CHICAGO,16,Weekdays,25.62148891,293,2.525862069
1145,47,BURNSIDE,20,Weekdays,35.37983668,16,0.137931034
1146,31,LOWER WEST SIDE,6,Weekend/Holidays,35.15020233,137,1.181034483
1147,31,LOWER WEST SIDE,11,Weekend/Holidays,24.55039756,355,3.060344828
1148,63,GAGE PARK,10,Weekend/Holidays,23.73597381,33,0.284482759
1149,30,SOUTH LAWNDALE,23,Weekdays,27.6167449,170,1.465517241
1150,11,JEFFERSON PARK,18,Weekend/Holidays,30.64759698,426,3.672413793
1151,11,JEFFERSON PARK,11,Weekend/Holidays,36.4459179,309,2.663793103
1152,48,CALUMET HEIGHTS,21,Weekdays,16.97177852,84,0.724137931
1153,39,KENWOOD,8,Weekdays,29.53088258,405,3.49137931
1154,36,OAKLAND,9,Weekend/Holidays,34.28841503,72,0.620689655
1155,69,GREATER GRAND CROSSING,2,Weekdays,27.40300259,73,0.629310345
1156,37,FULLER PARK,19,Weekdays,25.78551873,130,1.120689655
1157,37,FULLER PARK,9,Weekend/Holidays,29.83174902,102,0.879310345
1158,68,ENGLEWOOD,14,Weekend/Holidays,26.77891619,154,1.327586207
1159,68,ENGLEWOOD,22,Weekdays,28.69080606,120,1.034482759
1160,68,ENGLEWOOD,21,Weekdays,37.50940316,132,1.137931034
1161,71,AUBURN GRESHAM,17,Weekend/Holidays,27.72895971,83,0.715517241
1162,27,EAST GARFIELD PARK,13,Weekend/Holidays,31.83766512,193,1.663793103
1163,74,MOUNT GREENWOOD,16,Weekdays,26.29650468,55,0.474137931
1164,13,NORTH PARK,5,Weekend/Holidays,11.94752452,161,1.387931034
1165,13,NORTH PARK,0,Weekdays,27.30450476,373,3.215517241
1166,62,WEST ELSDON,11,Weekdays,28.09737038,72,0.620689655
1167,57,ARCHER HEIGHTS,9,Weekdays,31.90480703,108,0.931034483
1168,57,ARCHER HEIGHTS,5,Weekend/Holidays,36.29097711,28,0.24137931
1169,57,ARCHER HEIGHTS,23,Weekend/Holidays,35.8964412,20,0.172413793
1170,26,WEST GARFIELD PARK,6,Weekdays,36.21231272,54,0.465517241
1171,20,HERMOSA,17,Weekdays,16.75406765,185,1.594827586
1172,20,HERMOSA,18,Weekdays,14.46123471,184,1.586206897
1173,25,AUSTIN,13,Weekend/Holidays,27.18464452,271,2.336206897
1174,25,AUSTIN,6,Weekdays,33.82812523,253,2.181034483
1175,19,BELMONT CRAGIN,18,Weekend/Holidays,21.72064688,175,1.50862069
1176,10,NORWOOD PARK,23,Weekend/Holidays,38.14913009,345,2.974137931
1177,9,EDISON PARK,14,Weekdays,28.05173622,272,2.344827586
1178,76,OHARE,2,Weekend/Holidays,31.2346287,653,5.629310345
1179,29,NORTH LAWNDALE,7,Weekend/Holidays,41.27823643,117,1.00862069
1180,46,SOUTH CHICAGO,23,Weekend/Holidays,40.41502374,68,0.586206897
1181,46,SOUTH CHICAGO,18,Weekdays,25.11585866,193,1.663793103
1182,47,BURNSIDE,17,Weekdays,23.80479702,37,0.318965517
1183,72,BEVERLY,19,Weekend/Holidays,37.75975139,51,0.439655172
1184,72,BEVERLY,23,Weekend/Holidays,42.14248573,45,0.387931034
1185,66,CHICAGO LAWN,15,Weekend/Holidays,23.89577016,65,0.560344828
1186,66,CHICAGO LAWN,8,Weekend/Holidays,32.80248898,34,0.293103448
1187,63,GAGE PARK,7,Weekend/Holidays,35.28226823,20,0.172413793
1188,63,GAGE PARK,10,Weekdays,25.87996754,83,0.715517241
1189,63,GAGE PARK,8,Weekdays,16.92385954,72,0.620689655
1190,63,GAGE PARK,12,Weekend/Holidays,24.28075581,24,0.206896552
1191,64,CLEARING,1,Weekend/Holidays,39.33980677,42,0.362068966
1192,51,SOUTH DEERING,15,Weekdays,22.49617055,243,2.094827586
1193,51,SOUTH DEERING,19,Weekdays,25.39252727,82,0.706896552
1194,51,SOUTH DEERING,21,Weekdays,21.10117249,61,0.525862069
1195,48,CALUMET HEIGHTS,15,Weekdays,24.30246205,251,2.163793103
1196,45,AVALON PARK,3,Weekdays,11.73451216,16,0.137931034
1197,42,WOODLAWN,19,Weekend/Holidays,26.97488084,205,1.767241379
1198,39,KENWOOD,8,Weekend/Holidays,37.30462529,182,1.568965517
1199,36,OAKLAND,15,Weekend/Holidays,26.68859221,130,1.120689655
1200,36,OAKLAND,6,Weekend/Holidays,45.52292042,27,0.232758621
1201,44,CHATHAM,5,Weekdays,30.39693864,149,1.284482759
1202,44,CHATHAM,21,Weekdays,28.31296455,430,3.706896552
1203,40,WASHINGTON PARK,8,Weekend/Holidays,23.37858606,91,0.784482759
1204,37,FULLER PARK,10,Weekdays,34.2103643,245,2.112068966
1205,37,FULLER PARK,13,Weekend/Holidays,37.44006465,99,0.853448276
1206,53,WEST PULLMAN,11,Weekdays,33.04701013,273,2.353448276
1207,68,ENGLEWOOD,8,Weekdays,29.58803794,269,2.318965517
1208,60,BRIDGEPORT,10,Weekend/Holidays,28.56856587,157,1.353448276
1209,60,BRIDGEPORT,3,Weekend/Holidays,33.74863558,277,2.387931034
1210,71,AUBURN GRESHAM,18,Weekend/Holidays,30.86408668,91,0.784482759
1211,71,AUBURN GRESHAM,5,Weekdays,30.08688899,66,0.568965517
1212,61,NEW CITY,15,Weekdays,22.16874976,371,3.198275862
1213,61,NEW CITY,3,Weekdays,40.18087,59,0.50862069
1214,77,EDGEWATER,7,Weekend/Holidays,27.30498711,678,5.844827586
1215,67,WEST ENGLEWOOD,11,Weekdays,27.29537896,187,1.612068966
1216,67,WEST ENGLEWOOD,23,Weekend/Holidays,35.43036395,51,0.439655172
1217,59,MCKINLEY PARK,23,Weekdays,24.12516762,158,1.362068966
1218,59,MCKINLEY PARK,11,Weekend/Holidays,22.99518845,55,0.474137931
1219,58,BRIGHTON PARK,15,Weekend/Holidays,29.24306523,42,0.362068966
1220,27,EAST GARFIELD PARK,2,Weekend/Holidays,33.03157862,144,1.24137931
1221,70,ASHBURN,9,Weekdays,19.46358504,233,2.00862069
1222,70,ASHBURN,22,Weekend/Holidays,27.57916126,50,0.431034483
1223,70,ASHBURN,22,Weekdays,25.82403088,136,1.172413793
1224,70,ASHBURN,8,Weekdays,22.2840939,208,1.793103448
1225,70,ASHBURN,17,Weekend/Holidays,23.48174744,84,0.724137931
1226,70,ASHBURN,23,Weekend/Holidays,36.37233512,38,0.327586207
1227,65,WEST LAWN,12,Weekdays,24.11213301,105,0.905172414
1228,26,WEST GARFIELD PARK,11,Weekdays,31.46436031,192,1.655172414
1229,26,WEST GARFIELD PARK,15,Weekdays,21.74868214,170,1.465517241
1230,26,WEST GARFIELD PARK,17,Weekdays,19.67499437,158,1.362068966
1231,20,HERMOSA,2,Weekdays,20.10702831,240,2.068965517
1232,20,HERMOSA,23,Weekdays,25.11920354,278,2.396551724
1233,25,AUSTIN,4,Weekdays,37.66100868,147,1.267241379
1234,19,BELMONT CRAGIN,4,Weekdays,24.82389365,297,2.560344828
1235,19,BELMONT CRAGIN,21,Weekdays,25.67307298,436,3.75862069
1236,19,BELMONT CRAGIN,17,Weekend/Holidays,18.38387386,180,1.551724138
1237,18,MONTCLARE,18,Weekdays,17.88157346,63,0.543103448
1238,18,MONTCLARE,18,Weekend/Holidays,14.74542764,28,0.24137931
1239,17,DUNNING,9,Weekdays,21.21028445,306,2.637931034
1240,9,EDISON PARK,17,Weekdays,20.17581052,196,1.689655172
1241,35,DOUGLAS,1,Weekend/Holidays,20.42688888,348,3
1242,37,FULLER PARK,20,Weekdays,35.48880117,126,1.086206897
1243,17,DUNNING,3,Weekend/Holidays,29.01829158,105,0.905172414
1244,46,SOUTH CHICAGO,21,Weekdays,28.45687969,124,1.068965517
1245,63,GAGE PARK,23,Weekdays,31.76142923,60,0.517241379
1246,30,SOUTH LAWNDALE,2,Weekdays,29.70081169,145,1.25
1247,44,CHATHAM,22,Weekdays,28.51323208,275,2.370689655
1248,71,AUBURN GRESHAM,21,Weekdays,31.84408955,192,1.655172414
1249,26,WEST GARFIELD PARK,8,Weekdays,29.75367145,96,0.827586207
1250,11,JEFFERSON PARK,2,Weekdays,39.29925161,354,3.051724138
1251,45,AVALON PARK,15,Weekend/Holidays,27.34095681,75,0.646551724
1252,17,DUNNING,15,Weekend/Holidays,21.84793552,142,1.224137931
1253,38,GRAND BOULEVARD,13,Weekend/Holidays,20.44488787,324,2.793103448
1254,40,WASHINGTON PARK,6,Weekdays,34.29740619,36,0.310344828
1255,51,SOUTH DEERING,7,Weekdays,36.70603041,101,0.870689655
1256,40,WASHINGTON PARK,21,Weekdays,32.24594864,108,0.931034483
1257,38,GRAND BOULEVARD,14,Weekend/Holidays,21.31630848,350,3.017241379
1258,35,DOUGLAS,1,Weekdays,20.61196591,384,3.310344828
1259,61,NEW CITY,20,Weekend/Holidays,37.88866117,52,0.448275862
1260,71,AUBURN GRESHAM,11,Weekend/Holidays,23.37857542,138,1.189655172
1261,71,AUBURN GRESHAM,13,Weekend/Holidays,25.47942099,163,1.405172414
1262,30,SOUTH LAWNDALE,19,Weekend/Holidays,28.9818346,79,0.681034483
1263,55,HEGEWISCH,20,Weekdays,54.45737434,28,0.24137931
1264,55,HEGEWISCH,22,Weekdays,44.86376672,18,0.155172414
1265,16,IRVING PARK,9,Weekend/Holidays,29.19068774,601,5.181034483
