,dropoff_community_area,dropoff_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
1927,53,WEST PULLMAN,1,Weekend/Holidays,29.88640691,22,0.189655172
1928,24,WEST TOWN,19,Weekend/Holidays,25.0696691,7248,62.48275862
1929,24,WEST TOWN,12,Weekdays,22.80310218,11886,102.4655172
1930,24,WEST TOWN,18,Weekdays,15.8086715,34405,296.5948276
1931,24,WEST TOWN,1,Weekend/Holidays,21.45530996,12851,110.7844828
1932,24,WEST TOWN,23,Weekend/Holidays,24.23129527,8279,71.37068966
1933,24,WEST TOWN,14,Weekdays,22.56524756,13883,119.6810345
1934,24,WEST TOWN,22,Weekend/Holidays,25.41377736,7810,67.32758621
1935,24,WEST TOWN,11,Weekdays,24.72500998,9956,85.82758621
1936,22,LOGAN SQUARE,16,Weekdays,18.92492492,6059,52.23275862
1937,22,LOGAN SQUARE,22,Weekdays,30.16784631,8523,73.47413793
1938,22,LOGAN SQUARE,20,Weekdays,30.16479534,10571,91.12931034
1939,22,LOGAN SQUARE,2,Weekend/Holidays,23.96458826,3919,33.78448276
1940,22,LOGAN SQUARE,3,Weekdays,29.3854889,1696,14.62068966
1941,21,AVONDALE,0,Weekend/Holidays,27.29457594,1142,9.844827586
1942,21,AVONDALE,22,Weekend/Holidays,29.40164881,800,6.896551724
1943,21,AVONDALE,15,Weekdays,18.48176122,2434,20.98275862
1944,21,AVONDALE,5,Weekend/Holidays,25.7832466,630,5.431034483
1945,56,GARFIELD RIDGE,14,Weekdays,25.12696201,9640,83.10344828
1946,7,LINCOLN PARK,6,Weekend/Holidays,28.41447912,904,7.793103448
1947,5,NORTH CENTER,1,Weekend/Holidays,26.9919314,1649,14.21551724
1948,13,NORTH PARK,14,Weekdays,21.09412719,1161,10.00862069
1949,15,PORTAGE PARK,2,Weekdays,23.67634574,567,4.887931034
1950,4,LINCOLN SQUARE,10,Weekend/Holidays,24.13817612,887,7.646551724
1951,41,HYDE PARK,6,Weekend/Holidays,37.22879967,151,1.301724138
1952,41,HYDE PARK,23,Weekdays,41.82343859,1289,11.11206897
1953,41,HYDE PARK,13,Weekdays,34.20934584,4492,38.72413793
1954,41,HYDE PARK,21,Weekdays,38.94086466,2225,19.18103448
1955,76,OHARE,10,Weekend/Holidays,46.06192471,8380,72.24137931
1956,45,AVALON PARK,19,Weekdays,29.19971877,99,0.853448276
1957,44,CHATHAM,20,Weekdays,30.90849995,379,3.267241379
1958,38,GRAND BOULEVARD,12,Weekend/Holidays,25.00671102,306,2.637931034
1959,71,AUBURN GRESHAM,16,Weekend/Holidays,26.76642501,113,0.974137931
1960,7,LINCOLN PARK,2,Weekend/Holidays,19.7903747,13459,116.0258621
1961,3,UPTOWN,1,Weekend/Holidays,22.9238883,4083,35.19827586
1962,3,UPTOWN,7,Weekdays,24.13428901,3156,27.20689655
1963,31,LOWER WEST SIDE,14,Weekdays,22.11891776,1355,11.68103448
1964,76,OHARE,7,Weekend/Holidays,47.21929297,8369,72.14655172
1965,6,LAKE VIEW,22,Weekend/Holidays,27.71820431,10415,89.78448276
1966,77,EDGEWATER,8,Weekdays,21.47942924,3231,27.85344828
1967,16,IRVING PARK,22,Weekend/Holidays,30.29817187,1225,10.56034483
1968,15,PORTAGE PARK,21,Weekdays,24.56647486,1375,11.85344828
1969,1,ROGERS PARK,18,Weekdays,22.17444817,2546,21.94827586
1970,4,LINCOLN SQUARE,9,Weekdays,21.52032391,2593,22.35344828
1971,21,AVONDALE,11,Weekdays,22.29652681,1908,16.44827586
1972,29,NORTH LAWNDALE,9,Weekend/Holidays,33.48670851,130,1.120689655
1973,33,NEAR SOUTH SIDE,22,Weekdays,24.45934586,14031,120.9568966
1974,33,NEAR SOUTH SIDE,8,Weekdays,21.66520156,19786,170.5689655
1975,28,NEAR WEST SIDE,9,Weekend/Holidays,23.64395377,8561,73.80172414
1976,41,HYDE PARK,12,Weekdays,34.23993721,4586,39.53448276
1977,39,KENWOOD,15,Weekdays,27.75705248,1773,15.28448276
1978,8,NEAR NORTH SIDE,15,Weekend/Holidays,20.16039686,65057,560.8362069
1979,32,LOOP,14,Weekend/Holidays,21.93232828,37056,319.4482759
1980,76,OHARE,14,Weekend/Holidays,29.84521057,8116,69.96551724
1981,14,ALBANY PARK,23,Weekdays,27.06896197,1594,13.74137931
1982,14,ALBANY PARK,1,Weekend/Holidays,24.87620289,1132,9.75862069
1983,41,HYDE PARK,17,Weekend/Holidays,32.51552063,1022,8.810344828
1984,41,HYDE PARK,16,Weekdays,26.09790752,3572,30.79310345
1985,3,UPTOWN,19,Weekend/Holidays,24.64511107,3256,28.06896552
1986,3,UPTOWN,0,Weekend/Holidays,26.23555466,4218,36.36206897
1987,3,UPTOWN,17,Weekdays,20.75902243,8978,77.39655172
1988,8,NEAR NORTH SIDE,1,Weekend/Holidays,17.18621112,60769,523.8706897
1989,8,NEAR NORTH SIDE,8,Weekend/Holidays,26.56625151,16733,144.25
1990,31,LOWER WEST SIDE,14,Weekend/Holidays,21.37528091,422,3.637931034
1991,31,LOWER WEST SIDE,17,Weekdays,16.86763737,2203,18.99137931
1992,43,SOUTH SHORE,6,Weekend/Holidays,45.40839332,43,0.370689655
1993,40,WASHINGTON PARK,0,Weekdays,30.41730104,58,0.5
1994,35,DOUGLAS,16,Weekdays,18.0514357,2767,23.85344828
1995,35,DOUGLAS,0,Weekdays,20.85937155,574,4.948275862
1996,35,DOUGLAS,12,Weekdays,22.08367674,2272,19.5862069
1997,33,NEAR SOUTH SIDE,0,Weekdays,29.91463895,4791,41.30172414
1998,33,NEAR SOUTH SIDE,14,Weekend/Holidays,21.74842084,9163,78.99137931
1999,32,LOOP,6,Weekend/Holidays,28.45191665,4128,35.5862069
2000,34,ARMOUR SQUARE,15,Weekend/Holidays,25.33063275,731,6.301724138
2001,7,LINCOLN PARK,7,Weekend/Holidays,30.47781194,1099,9.474137931
2002,7,LINCOLN PARK,4,Weekdays,27.18370115,1357,11.69827586
2003,7,LINCOLN PARK,17,Weekdays,16.29674924,39230,338.1896552
2004,7,LINCOLN PARK,11,Weekend/Holidays,24.67542373,6523,56.23275862
2005,6,LAKE VIEW,23,Weekend/Holidays,26.44095514,10324,89
2006,77,EDGEWATER,16,Weekdays,23.18189347,7008,60.4137931
2007,5,NORTH CENTER,21,Weekdays,32.12262821,6193,53.38793103
2008,5,NORTH CENTER,22,Weekend/Holidays,31.83358183,1570,13.53448276
2009,5,NORTH CENTER,4,Weekend/Holidays,20.32483471,711,6.129310345
2010,16,IRVING PARK,10,Weekend/Holidays,27.65613853,787,6.784482759
2011,57,ARCHER HEIGHTS,4,Weekend/Holidays,14.21811879,26,0.224137931
2012,12,FOREST GLEN,22,Weekdays,32.77175449,546,4.706896552
2013,19,BELMONT CRAGIN,2,Weekend/Holidays,22.9193472,512,4.413793103
2014,1,ROGERS PARK,23,Weekend/Holidays,26.27797297,1235,10.64655172
2015,24,WEST TOWN,3,Weekend/Holidays,21.22485425,9526,82.12068966
2016,22,LOGAN SQUARE,12,Weekdays,26.35164804,3465,29.87068966
2017,21,AVONDALE,23,Weekdays,30.11824011,1825,15.73275862
2018,21,AVONDALE,23,Weekend/Holidays,28.98100423,983,8.474137931
2019,21,AVONDALE,21,Weekend/Holidays,31.77301481,670,5.775862069
2020,42,WOODLAWN,11,Weekdays,29.56370774,677,5.836206897
2021,6,LAKE VIEW,11,Weekdays,26.4727851,15526,133.8448276
2022,76,OHARE,12,Weekdays,36.39432674,33948,292.6551724
2023,28,NEAR WEST SIDE,0,Weekdays,30.45873335,11731,101.1293103
2024,31,LOWER WEST SIDE,18,Weekend/Holidays,20.51466206,677,5.836206897
2025,76,OHARE,1,Weekend/Holidays,16.19112387,740,6.379310345
2026,35,DOUGLAS,12,Weekend/Holidays,23.04138624,681,5.870689655
2027,68,ENGLEWOOD,16,Weekdays,22.45186377,345,2.974137931
2028,13,NORTH PARK,11,Weekend/Holidays,28.79853967,229,1.974137931
2029,24,WEST TOWN,20,Weekend/Holidays,27.22793328,6980,60.17241379
2030,24,WEST TOWN,1,Weekdays,29.90983153,6788,58.51724138
2031,24,WEST TOWN,20,Weekdays,26.41374471,30250,260.7758621
2032,22,LOGAN SQUARE,19,Weekdays,25.42488737,10569,91.11206897
2033,6,LAKE VIEW,1,Weekend/Holidays,23.36772529,15455,133.2327586
2034,14,ALBANY PARK,19,Weekdays,24.06611119,1863,16.06034483
2035,77,EDGEWATER,7,Weekdays,24.64032246,2344,20.20689655
2036,13,NORTH PARK,10,Weekend/Holidays,24.42024456,255,2.198275862
2037,15,PORTAGE PARK,10,Weekend/Holidays,26.6552985,493,4.25
2038,56,GARFIELD RIDGE,18,Weekend/Holidays,33.26406016,1284,11.06896552
2039,56,GARFIELD RIDGE,12,Weekdays,33.95646413,9400,81.03448276
2040,32,LOOP,20,Weekdays,24.88399023,94384,813.6551724
2041,14,ALBANY PARK,20,Weekdays,26.64349576,2018,17.39655172
2042,14,ALBANY PARK,4,Weekdays,25.18449913,798,6.879310345
2043,11,JEFFERSON PARK,21,Weekdays,35.2455494,1609,13.87068966
2044,15,PORTAGE PARK,1,Weekdays,28.13109837,765,6.594827586
2045,19,BELMONT CRAGIN,11,Weekdays,21.74331383,505,4.353448276
2046,14,ALBANY PARK,21,Weekdays,28.97350119,1949,16.80172414
2047,41,HYDE PARK,23,Weekend/Holidays,40.82694109,551,4.75
2048,3,UPTOWN,20,Weekend/Holidays,26.53746061,3117,26.87068966
2049,3,UPTOWN,14,Weekdays,25.05512458,7212,62.17241379
2050,3,UPTOWN,16,Weekend/Holidays,23.54240151,2873,24.76724138
2051,8,NEAR NORTH SIDE,2,Weekdays,22.56904977,20393,175.8017241
2052,28,NEAR WEST SIDE,21,Weekend/Holidays,23.5937063,12490,107.6724138
2053,2,WEST RIDGE,20,Weekdays,19.20695791,2343,20.19827586
2054,2,WEST RIDGE,1,Weekdays,17.96312001,1335,11.50862069
2055,11,JEFFERSON PARK,13,Weekdays,29.30284756,1160,10
2056,11,JEFFERSON PARK,1,Weekdays,20.3695339,474,4.086206897
2057,39,KENWOOD,22,Weekend/Holidays,41.10619954,335,2.887931034
2058,38,GRAND BOULEVARD,14,Weekdays,21.4486853,1071,9.232758621
2059,7,LINCOLN PARK,10,Weekend/Holidays,26.14274855,5350,46.12068966
2060,71,AUBURN GRESHAM,14,Weekend/Holidays,20.86429259,196,1.689655172
2061,27,EAST GARFIELD PARK,20,Weekdays,28.41748932,294,2.534482759
2062,23,HUMBOLDT PARK,0,Weekend/Holidays,22.41377804,428,3.689655172
2063,12,FOREST GLEN,20,Weekend/Holidays,34.68295504,196,1.689655172
2064,15,PORTAGE PARK,18,Weekdays,19.15825207,1397,12.04310345
2065,19,BELMONT CRAGIN,15,Weekdays,15.7747045,561,4.836206897
2066,10,NORWOOD PARK,18,Weekdays,23.42855035,1360,11.72413793
2067,17,DUNNING,7,Weekdays,22.20734932,207,1.784482759
2068,17,DUNNING,21,Weekdays,29.4409648,389,3.353448276
2069,24,WEST TOWN,16,Weekend/Holidays,22.44197609,5839,50.3362069
2070,24,WEST TOWN,21,Weekend/Holidays,28.49460479,6882,59.32758621
2071,24,WEST TOWN,12,Weekend/Holidays,24.06459205,3972,34.24137931
2072,22,LOGAN SQUARE,11,Weekend/Holidays,28.71144567,1291,11.12931034
2073,22,LOGAN SQUARE,15,Weekend/Holidays,25.6193037,1835,15.81896552
2074,22,LOGAN SQUARE,22,Weekend/Holidays,30.4872011,2805,24.18103448
2075,51,SOUTH DEERING,11,Weekdays,33.12978261,289,2.49137931
2076,69,GREATER GRAND CROSSING,7,Weekend/Holidays,46.8861608,157,1.353448276
2077,43,SOUTH SHORE,17,Weekdays,23.96785288,919,7.922413793
2078,45,AVALON PARK,10,Weekend/Holidays,23.19979112,85,0.732758621
2079,34,ARMOUR SQUARE,22,Weekend/Holidays,27.88703144,344,2.965517241
2080,68,ENGLEWOOD,9,Weekdays,23.39378703,611,5.267241379
2081,67,WEST ENGLEWOOD,16,Weekend/Holidays,29.23435927,51,0.439655172
2082,68,ENGLEWOOD,13,Weekend/Holidays,30.29545188,143,1.232758621
2083,40,WASHINGTON PARK,10,Weekend/Holidays,19.08426071,188,1.620689655
2084,3,UPTOWN,2,Weekdays,21.78073338,2632,22.68965517
2085,42,WOODLAWN,17,Weekdays,21.66705277,840,7.24137931
2086,42,WOODLAWN,8,Weekend/Holidays,35.71232644,154,1.327586207
2087,2,WEST RIDGE,13,Weekend/Holidays,20.5968351,975,8.405172414
2088,38,GRAND BOULEVARD,15,Weekdays,21.71312417,1181,10.18103448
2089,33,NEAR SOUTH SIDE,11,Weekend/Holidays,21.83195786,10531,90.78448276
2090,28,NEAR WEST SIDE,3,Weekdays,28.88142764,2177,18.76724138
2091,76,OHARE,3,Weekend/Holidays,53.74434702,1252,10.79310345
2092,35,DOUGLAS,16,Weekend/Holidays,20.18829094,755,6.50862069
2093,34,ARMOUR SQUARE,14,Weekdays,23.49398889,1816,15.65517241
2094,23,HUMBOLDT PARK,17,Weekend/Holidays,21.09278925,238,2.051724138
2095,76,OHARE,21,Weekdays,23.09347443,7771,66.99137931
2096,33,NEAR SOUTH SIDE,17,Weekdays,17.55386395,23715,204.4396552
2097,28,NEAR WEST SIDE,6,Weekend/Holidays,29.69216326,3279,28.26724138
2098,56,GARFIELD RIDGE,10,Weekdays,36.52654203,7104,61.24137931
2099,56,GARFIELD RIDGE,11,Weekend/Holidays,37.25216431,3190,27.5
2100,56,GARFIELD RIDGE,8,Weekend/Holidays,43.92054987,2062,17.77586207
2101,32,LOOP,9,Weekend/Holidays,26.13169478,18910,163.0172414
2102,28,NEAR WEST SIDE,3,Weekend/Holidays,21.30443207,6796,58.5862069
2103,76,OHARE,4,Weekdays,60.55028356,9683,83.47413793
2104,76,OHARE,22,Weekend/Holidays,21.40867544,2132,18.37931034
2105,29,NORTH LAWNDALE,11,Weekdays,26.06357212,490,4.224137931
2106,41,HYDE PARK,2,Weekdays,45.46306307,252,2.172413793
2107,30,SOUTH LAWNDALE,10,Weekdays,27.14085634,496,4.275862069
2108,11,JEFFERSON PARK,19,Weekdays,32.80684509,1565,13.49137931
2109,76,OHARE,22,Weekdays,17.71175726,5569,48.00862069
2110,42,WOODLAWN,10,Weekdays,30.514623,705,6.077586207
2111,34,ARMOUR SQUARE,20,Weekdays,26.53642748,1491,12.85344828
2112,34,ARMOUR SQUARE,12,Weekend/Holidays,25.69139113,1082,9.327586207
2113,60,BRIDGEPORT,19,Weekdays,33.36549048,1142,9.844827586
2114,7,LINCOLN PARK,0,Weekdays,30.66104822,11152,96.13793103
2115,77,EDGEWATER,22,Weekend/Holidays,28.12527407,2350,20.25862069
2116,5,NORTH CENTER,13,Weekdays,28.60015574,2726,23.5
2117,5,NORTH CENTER,22,Weekdays,30.450673,5159,44.47413793
2118,23,HUMBOLDT PARK,14,Weekdays,20.54086818,669,5.767241379
2119,23,HUMBOLDT PARK,13,Weekdays,21.86411771,720,6.206896552
2120,16,IRVING PARK,15,Weekend/Holidays,23.52985532,985,8.49137931
2121,20,HERMOSA,2,Weekend/Holidays,21.58344445,248,2.137931034
2122,1,ROGERS PARK,4,Weekend/Holidays,24.49743324,1420,12.24137931
2123,22,LOGAN SQUARE,23,Weekdays,30.39419157,7042,60.70689655
2124,22,LOGAN SQUARE,4,Weekend/Holidays,24.38803887,2307,19.88793103
2125,3,UPTOWN,21,Weekend/Holidays,26.80757467,3142,27.0862069
2126,28,NEAR WEST SIDE,23,Weekdays,22.51868829,26062,224.6724138
2127,7,LINCOLN PARK,14,Weekdays,23.2096672,20840,179.6551724
2128,31,LOWER WEST SIDE,9,Weekdays,25.41869767,1029,8.870689655
2129,34,ARMOUR SQUARE,9,Weekdays,30.19850845,925,7.974137931
2130,33,NEAR SOUTH SIDE,14,Weekdays,23.40521104,19167,165.2327586
2131,76,OHARE,15,Weekend/Holidays,31.36125839,8412,72.51724138
2132,27,EAST GARFIELD PARK,21,Weekend/Holidays,32.89702155,128,1.103448276
2133,24,WEST TOWN,15,Weekdays,19.92577957,16162,139.3275862
2134,4,LINCOLN SQUARE,12,Weekend/Holidays,23.17253428,909,7.836206897
2135,22,LOGAN SQUARE,12,Weekend/Holidays,26.10830887,1371,11.81896552
2136,3,UPTOWN,4,Weekdays,23.74773522,1892,16.31034483
2137,7,LINCOLN PARK,5,Weekend/Holidays,23.9763698,2154,18.56896552
2138,6,LAKE VIEW,5,Weekdays,32.88830098,2629,22.6637931
2139,6,LAKE VIEW,8,Weekdays,21.53983603,7538,64.98275862
2140,77,EDGEWATER,21,Weekend/Holidays,29.49548709,2313,19.93965517
2141,16,IRVING PARK,5,Weekdays,28.43196831,920,7.931034483
2142,16,IRVING PARK,14,Weekend/Holidays,25.54131893,961,8.284482759
2143,22,LOGAN SQUARE,1,Weekend/Holidays,25.18126032,4293,37.00862069
2144,22,LOGAN SQUARE,7,Weekend/Holidays,37.5722873,426,3.672413793
2145,22,LOGAN SQUARE,19,Weekend/Holidays,28.22934029,2572,22.17241379
2146,42,WOODLAWN,11,Weekend/Holidays,21.24580865,285,2.456896552
2147,3,UPTOWN,8,Weekend/Holidays,27.26592904,1302,11.22413793
2148,1,ROGERS PARK,3,Weekdays,21.80659612,1208,10.4137931
2149,1,ROGERS PARK,22,Weekdays,27.17314102,2525,21.76724138
2150,1,ROGERS PARK,20,Weekend/Holidays,25.86428402,1023,8.818965517
2151,4,LINCOLN SQUARE,12,Weekdays,23.796117,3004,25.89655172
2152,14,ALBANY PARK,7,Weekend/Holidays,25.02096025,294,2.534482759
2153,5,NORTH CENTER,15,Weekdays,23.47235868,3707,31.95689655
2154,16,IRVING PARK,9,Weekdays,20.21325193,1528,13.17241379
2155,16,IRVING PARK,20,Weekdays,28.52485586,3680,31.72413793
2156,15,PORTAGE PARK,15,Weekdays,18.01731753,1481,12.76724138
2157,17,DUNNING,12,Weekdays,24.12067692,371,3.198275862
2158,2,WEST RIDGE,23,Weekend/Holidays,20.17928749,1117,9.629310345
2159,13,NORTH PARK,18,Weekend/Holidays,21.81371792,252,2.172413793
2160,13,NORTH PARK,6,Weekdays,20.5611075,277,2.387931034
2161,21,AVONDALE,8,Weekend/Holidays,26.40837128,260,2.24137931
2162,16,IRVING PARK,6,Weekdays,25.44722575,931,8.025862069
2163,22,LOGAN SQUARE,17,Weekdays,17.64895831,7752,66.82758621
2164,23,HUMBOLDT PARK,21,Weekend/Holidays,26.02349358,240,2.068965517
2165,15,PORTAGE PARK,8,Weekdays,22.06482666,640,5.517241379
2166,15,PORTAGE PARK,19,Weekdays,22.49918999,1424,12.27586207
2167,21,AVONDALE,13,Weekdays,25.51658426,2288,19.72413793
2168,41,HYDE PARK,9,Weekdays,32.71795633,3844,33.13793103
2169,7,LINCOLN PARK,11,Weekdays,24.79621607,13823,119.1637931
2170,20,HERMOSA,21,Weekdays,19.43438318,234,2.017241379
2171,21,AVONDALE,22,Weekdays,30.24573673,2056,17.72413793
2172,21,AVONDALE,12,Weekdays,21.83901284,2216,19.10344828
2173,33,NEAR SOUTH SIDE,1,Weekdays,32.14063071,2971,25.61206897
2174,3,UPTOWN,9,Weekdays,21.61052506,5594,48.22413793
2175,2,WEST RIDGE,3,Weekend/Holidays,12.85220359,998,8.603448276
2176,77,EDGEWATER,23,Weekdays,29.71702941,4893,42.18103448
2177,1,ROGERS PARK,5,Weekend/Holidays,22.27652946,930,8.017241379
2178,71,AUBURN GRESHAM,20,Weekend/Holidays,24.06164473,73,0.629310345
2179,25,AUSTIN,22,Weekend/Holidays,30.55226093,191,1.646551724
2180,56,GARFIELD RIDGE,5,Weekend/Holidays,45.02164521,1666,14.36206897
2181,24,WEST TOWN,14,Weekend/Holidays,24.4703776,4303,37.09482759
2182,24,WEST TOWN,5,Weekend/Holidays,24.01992583,3045,26.25
2183,2,WEST RIDGE,17,Weekdays,15.48715846,3724,32.10344828
2184,2,WEST RIDGE,19,Weekend/Holidays,15.96969678,1028,8.862068966
2185,1,ROGERS PARK,0,Weekdays,28.03221997,1849,15.93965517
2186,76,OHARE,19,Weekend/Holidays,26.38925759,4430,38.18965517
2187,16,IRVING PARK,5,Weekend/Holidays,23.4245921,740,6.379310345
2188,21,AVONDALE,2,Weekend/Holidays,29.42943697,1092,9.413793103
2189,21,AVONDALE,21,Weekdays,30.39810749,2229,19.21551724
2190,3,UPTOWN,3,Weekdays,22.47221574,2207,19.02586207
2191,3,UPTOWN,0,Weekdays,27.83102195,4604,39.68965517
2192,28,NEAR WEST SIDE,17,Weekend/Holidays,18.15889522,23450,202.1551724
2193,27,EAST GARFIELD PARK,16,Weekdays,18.61797912,659,5.681034483
2194,22,LOGAN SQUARE,0,Weekend/Holidays,24.45923093,4359,37.57758621
2195,3,UPTOWN,17,Weekend/Holidays,24.02650646,3070,26.46551724
2196,46,SOUTH CHICAGO,10,Weekend/Holidays,21.79125582,96,0.827586207
2197,39,KENWOOD,7,Weekdays,30.84292661,343,2.956896552
2198,70,ASHBURN,11,Weekdays,21.3060666,324,2.793103448
2199,16,IRVING PARK,23,Weekdays,28.23410815,2893,24.93965517
2200,12,FOREST GLEN,11,Weekdays,29.85486338,502,4.327586207
2201,4,LINCOLN SQUARE,17,Weekdays,19.4376009,3841,33.11206897
2202,77,EDGEWATER,15,Weekdays,25.19868989,6771,58.37068966
2203,48,CALUMET HEIGHTS,11,Weekend/Holidays,23.07365922,71,0.612068966
2204,15,PORTAGE PARK,16,Weekdays,19.02439298,1392,12
2205,77,EDGEWATER,1,Weekend/Holidays,28.9985622,2451,21.12931034
2206,75,MORGAN PARK,14,Weekdays,32.44089408,224,1.931034483
2207,1,ROGERS PARK,6,Weekdays,27.0202174,891,7.681034483
2208,77,EDGEWATER,22,Weekdays,29.81066964,5717,49.28448276
2209,41,HYDE PARK,17,Weekdays,25.71428106,3434,29.60344828
2210,32,LOOP,13,Weekend/Holidays,21.95094513,37041,319.3189655
2211,8,NEAR NORTH SIDE,4,Weekdays,23.55651856,8495,73.23275862
2212,3,UPTOWN,23,Weekdays,26.93614227,6595,56.85344828
2213,6,LAKE VIEW,12,Weekdays,25.27413704,18127,156.2672414
2214,77,EDGEWATER,2,Weekdays,25.86838941,1743,15.02586207
2215,7,LINCOLN PARK,16,Weekdays,18.56479432,30523,263.1293103
2216,41,HYDE PARK,0,Weekdays,38.92062504,772,6.655172414
2217,16,IRVING PARK,0,Weekdays,29.86801617,2155,18.57758621
2218,4,LINCOLN SQUARE,21,Weekdays,29.06389124,4108,35.4137931
2219,24,WEST TOWN,3,Weekdays,25.2296523,3119,26.88793103
2220,6,LAKE VIEW,17,Weekdays,18.77116214,29982,258.4655172
2221,24,WEST TOWN,13,Weekend/Holidays,23.75386548,4082,35.18965517
2222,16,IRVING PARK,3,Weekend/Holidays,26.3389117,1203,10.37068966
2223,7,LINCOLN PARK,22,Weekdays,26.5895419,29784,256.7586207
2224,32,LOOP,7,Weekend/Holidays,27.01197887,7891,68.02586207
2225,4,LINCOLN SQUARE,0,Weekend/Holidays,25.76499873,1734,14.94827586
2226,33,NEAR SOUTH SIDE,15,Weekdays,21.2674006,18881,162.7672414
2227,28,NEAR WEST SIDE,0,Weekend/Holidays,19.30481299,13032,112.3448276
2228,24,WEST TOWN,13,Weekdays,22.7418339,13040,112.4137931
2229,32,LOOP,4,Weekdays,23.45593951,3662,31.56896552
2230,1,ROGERS PARK,14,Weekdays,23.89512796,2754,23.74137931
2231,6,LAKE VIEW,1,Weekdays,29.14549273,8836,76.17241379
2232,28,NEAR WEST SIDE,5,Weekdays,34.65629514,5020,43.27586207
2233,1,ROGERS PARK,15,Weekend/Holidays,25.13541573,977,8.422413793
2234,4,LINCOLN SQUARE,18,Weekdays,21.11208003,4248,36.62068966
2235,66,CHICAGO LAWN,10,Weekdays,25.39777407,197,1.698275862
2236,13,NORTH PARK,12,Weekdays,22.982456,987,8.50862069
2237,31,LOWER WEST SIDE,12,Weekdays,26.08828004,1236,10.65517241
2238,22,LOGAN SQUARE,21,Weekend/Holidays,32.72375108,2633,22.69827586
2239,24,WEST TOWN,8,Weekend/Holidays,31.41246943,1267,10.92241379
2240,70,ASHBURN,2,Weekdays,29.56195757,54,0.465517241
2241,43,SOUTH SHORE,12,Weekdays,26.30983233,919,7.922413793
2242,16,IRVING PARK,1,Weekdays,23.09353135,1645,14.18103448
2243,35,DOUGLAS,14,Weekend/Holidays,21.27884941,678,5.844827586
2244,6,LAKE VIEW,3,Weekend/Holidays,22.38096434,12997,112.0431034
2245,30,SOUTH LAWNDALE,3,Weekend/Holidays,37.21112664,180,1.551724138
2246,21,AVONDALE,15,Weekend/Holidays,23.96089823,673,5.801724138
2247,7,LINCOLN PARK,14,Weekend/Holidays,23.26892816,8585,74.00862069
2248,10,NORWOOD PARK,22,Weekdays,34.63737284,947,8.163793103
2249,5,NORTH CENTER,13,Weekend/Holidays,29.53021072,1031,8.887931034
2250,15,PORTAGE PARK,2,Weekend/Holidays,26.5927396,515,4.439655172
2251,14,ALBANY PARK,22,Weekend/Holidays,27.64581462,763,6.577586207
2252,15,PORTAGE PARK,22,Weekdays,24.15960004,1178,10.15517241
2253,16,IRVING PARK,19,Weekdays,26.58396537,3858,33.25862069
2254,56,GARFIELD RIDGE,6,Weekend/Holidays,46.43585976,2500,21.55172414
2255,54,RIVERDALE,13,Weekdays,46.93923447,76,0.655172414
2256,23,HUMBOLDT PARK,6,Weekdays,28.22592071,260,2.24137931
2257,21,AVONDALE,16,Weekend/Holidays,26.16888733,639,5.50862069
2258,22,LOGAN SQUARE,18,Weekdays,19.5082366,9404,81.06896552
2259,36,OAKLAND,20,Weekdays,28.18246552,293,2.525862069
2260,3,UPTOWN,14,Weekend/Holidays,22.38403827,2491,21.47413793
2261,77,EDGEWATER,14,Weekdays,26.00807387,6071,52.3362069
2262,41,HYDE PARK,6,Weekdays,35.79407921,467,4.025862069
2263,41,HYDE PARK,12,Weekend/Holidays,37.05432092,1598,13.77586207
2264,41,HYDE PARK,8,Weekend/Holidays,41.24982037,515,4.439655172
2265,43,SOUTH SHORE,10,Weekdays,28.84039523,750,6.465517241
2266,56,GARFIELD RIDGE,17,Weekdays,20.07214919,6499,56.02586207
2267,1,ROGERS PARK,13,Weekdays,24.01347151,2213,19.07758621
2268,23,HUMBOLDT PARK,13,Weekend/Holidays,23.1586791,220,1.896551724
2269,21,AVONDALE,18,Weekdays,20.26362742,2965,25.56034483
2270,1,ROGERS PARK,10,Weekend/Holidays,23.81952486,761,6.560344828
2271,77,EDGEWATER,4,Weekend/Holidays,26.08435997,2011,17.3362069
2272,60,BRIDGEPORT,23,Weekdays,31.27732571,663,5.715517241
2273,21,AVONDALE,1,Weekend/Holidays,26.8637935,1107,9.543103448
2274,38,GRAND BOULEVARD,8,Weekdays,23.58998775,549,4.732758621
2275,33,NEAR SOUTH SIDE,13,Weekend/Holidays,22.24543976,9471,81.64655172
2276,3,UPTOWN,1,Weekdays,25.54930475,3278,28.25862069
2277,22,LOGAN SQUARE,1,Weekdays,32.03131211,2851,24.57758621
2278,4,LINCOLN SQUARE,22,Weekend/Holidays,26.61905972,1407,12.12931034
2279,77,EDGEWATER,2,Weekend/Holidays,27.88128702,2260,19.48275862
2280,29,NORTH LAWNDALE,8,Weekdays,21.70735469,509,4.387931034
2281,5,NORTH CENTER,10,Weekend/Holidays,30.13775408,800,6.896551724
2282,3,UPTOWN,22,Weekend/Holidays,25.98785405,3309,28.52586207
2283,14,ALBANY PARK,9,Weekdays,23.34958298,772,6.655172414
2284,24,WEST TOWN,15,Weekend/Holidays,23.84753016,4993,43.04310345
2285,14,ALBANY PARK,5,Weekend/Holidays,26.91886084,717,6.181034483
2286,41,HYDE PARK,18,Weekdays,28.47920615,3153,27.18103448
