,pickup_community_area,pickup area ,dropoff_community_area,dropoff area,trip_indicator,avg_km,avg_tm,avg_fares,avg_tolls,avg_tips,avg_extras,avg_total_fares,trips
749,11,Jefferson Park,13,North Park,Inter-Area,3.98105541,12.57086443,12.17268657,0,0.776492537,0.065130597,13.09266791,536
750,11,Jefferson Park,25,Austin,Inter-Area,6.63160229,20.86125954,17.22328244,0,0.238244275,0.110687023,17.58919847,262
751,11,Jefferson Park,2,West Ridge,Inter-Area,6.888913624,20.43623978,17.22070845,0,0.70866485,0.1826703,18.16790191,367
752,11,Jefferson Park,19,Belmont Cragin,Inter-Area,4.261360459,14.04248287,12.19978235,0,0.298778718,0.113675937,12.62366385,827
753,11,Jefferson Park,73,Washington Heights,Inter-Area,0,70,3.25,0,0,0,3.25,1
754,11,Jefferson Park,70,Ashburn,Inter-Area,35.581,44,54.25,0,0,0,54.25,1
755,11,Jefferson Park,22,Logan Square,Inter-Area,7.448196732,18.22570806,18.03104575,0,1.326535948,1.107843137,20.53405229,153
756,11,Jefferson Park,21,Avondale,Inter-Area,5.941843359,18.1921224,14.40722656,0,0.515351563,0.1953125,15.1565625,256
757,11,Jefferson Park,35,Douglas,Inter-Area,19.85487778,34.91481481,36.27777778,0,0,0,36.27777778,9
758,11,Jefferson Park,60,Bridgeport,Inter-Area,13.9334,48.3952381,32.67857143,0,0,0.714285714,33.39285714,7
759,11,Jefferson Park,5,North Center,Inter-Area,7.648425287,20.51187739,17.52586207,0,1.083793103,0.66091954,19.39068966,87
760,11,Jefferson Park,11,Jefferson Park,Intra-Area,3.779982787,10.8934649,10.10877227,0.000133642,1.12921953,1.100473984,12.44978083,11224
761,11,Jefferson Park,28,Near West Side,Inter-Area,15.86261395,29.61305249,29.5089779,0,3.400773481,1.287292818,34.41016575,724
762,11,Jefferson Park,16,Irving Park,Inter-Area,4.581372872,15.71000757,12.0954143,0,0.434653802,0.423950057,12.99141884,881
763,11,Jefferson Park,20,Hermosa,Inter-Area,4.383728125,16.22552083,12.8359375,0,0.546875,0.171875,13.5703125,32
764,11,Jefferson Park,10,Norwood Park,Inter-Area,2.655673564,8.569714469,9.204491498,0.000962464,0.453666987,0.271989092,9.954048765,3117
765,11,Jefferson Park,34,Armour Square,Inter-Area,28.33245254,90.19039548,46.39830508,0,7.468983051,3,57.20627119,59
766,11,Jefferson Park,27,East Garfield Park,Inter-Area,13.08125,88.7,31.04166667,0,0,0,31.04166667,6
767,11,Jefferson Park,46,South Chicago,Inter-Area,35.7581,54.55,57.625,0,0,0.5,58.125,2
768,11,Jefferson Park,29,North Lawndale,Inter-Area,10.3086,41.00238095,26.67857143,0,0.821428571,0,27.57142857,7
769,11,Jefferson Park,31,Lower West Side,Inter-Area,14.98373333,21.08148148,27.58333333,0,0.644444444,0,28.28333333,9
770,11,Jefferson Park,48,Calumet Heights,Inter-Area,2.576,54,64.75,0,2,0,66.75,1
771,11,Jefferson Park,36,Oakland,Inter-Area,17.22163333,41.43888889,41.75,0,0,8,49.75,3
772,11,Jefferson Park,66,Chicago Lawn,Inter-Area,18.56652,49.26333333,40,0,0,0,40,5
773,11,Jefferson Park,63,Gage Park,Inter-Area,26.243,38.2,42,0,0,0,42,1
774,11,Jefferson Park,40,Washington Park,Inter-Area,27.5471,34.78333333,42.5,0,0,0,42.5,1
775,12,Forest Glen,25,Austin,Inter-Area,10.64627407,32.51049383,24.06481481,0,0.074074074,0.333333333,24.50925926,27
776,12,Forest Glen,41,Hyde Park,Inter-Area,30.09895,37.11388889,46.70833333,0,0,0,46.70833333,6
777,12,Forest Glen,3,Uptown,Inter-Area,6.776652809,25.98857678,18.88213483,0,0.613707865,0.376404494,19.90595506,89
778,12,Forest Glen,39,Kenwood,Inter-Area,0,27,48.25,0,0,0,48.25,1
779,12,Forest Glen,5,North Center,Inter-Area,8.570268519,18.6287037,16.68055556,0,0.172407407,0.037037037,16.92703704,54
780,12,Forest Glen,77,Edgewater,Inter-Area,7.502700625,33.23291667,17.9453125,0,0.4084375,0.4594375,18.8506875,160
781,12,Forest Glen,14,Albany Park,Inter-Area,3.596871429,12.68696145,10.56802721,0,0.214965986,0.292517007,11.09591837,147
782,12,Forest Glen,29,North Lawndale,Inter-Area,0,38,18.25,0,0,0,18.25,2
783,12,Forest Glen,68,Englewood,Inter-Area,29.6401,53.425,46.875,0,0,0,46.875,2
784,12,Forest Glen,44,Chatham,Inter-Area,33.327,30,62.25,0,0,0,62.25,1
785,12,Forest Glen,37,Fuller Park,Inter-Area,22.3951,12.73333333,34.5,0,0,0,34.5,1
786,12,Forest Glen,11,Jefferson Park,Inter-Area,3.51097233,9.949110032,9.823300971,0,0.397135922,0.483009709,10.73014563,206
787,12,Forest Glen,13,North Park,Inter-Area,2.54388299,8.14209622,8.459072165,0,0.167268041,0.302164948,8.938814433,194
788,12,Forest Glen,21,Avondale,Inter-Area,3.745714286,23.97057823,14.04071429,0,0.222346939,0.045918367,14.32938776,98
789,12,Forest Glen,33,Near South Side,Inter-Area,20.30567778,29.0537037,33.25,0,1.583333333,0.555555556,35.5,9
790,12,Forest Glen,26,West Garfield Park,Inter-Area,19.9318,29.83333333,33.25,0,0,0,33.25,3
791,12,Forest Glen,16,Irving Park,Inter-Area,3.625992279,16.41035539,10.36095588,0,0.283088235,0.198529412,10.84992647,272
792,12,Forest Glen,12,Forest Glen,Intra-Area,1.390090167,4.395234775,7.540411437,0.001046025,0.505334728,8.511269177,16.59219665,1434
793,12,Forest Glen,30,South Lawndale,Inter-Area,19.7225,38.45,32.75,0,0,0,32.75,1
794,12,Forest Glen,38,Grand Boulevard,Inter-Area,21.6706,579.4,34,0,0,0,34,1
795,12,Forest Glen,34,Armour Square,Inter-Area,22.25664,28.68666667,35,0,0,0,35,5
796,12,Forest Glen,59,McKinley Park,Inter-Area,2.093,146,83.5,0,0,0,83.5,1
797,12,Forest Glen,8,Near North Side,Inter-Area,14.59487238,31.7538674,28.96441989,0,2.245359116,0.162983425,31.48022099,181
798,12,Forest Glen,31,Lower West Side,Inter-Area,14.8649,41.33809524,34.54428571,0,0,0.285714286,34.83,7
799,12,Forest Glen,24,West Town,Inter-Area,9.46657,27.4472619,25.43742857,0,0.184642857,0.05,25.67921429,140
800,12,Forest Glen,35,Douglas,Inter-Area,21.3003,18.11666667,33.5,0,0,0,33.5,2
801,12,Forest Glen,43,South Shore,Inter-Area,39.1069,54.975,61.375,0,0,0,61.375,2
802,12,Forest Glen,60,Bridgeport,Inter-Area,22.57542,25.08666667,35.4,0,0,0,35.4,10
803,12,Forest Glen,9,Edison Park,Inter-Area,3.414663636,9.560606061,9.568181818,0,0.369090909,0,10.02818182,11
804,12,Forest Glen,28,Near West Side,Inter-Area,14.56057167,37.71388889,28.26875,0,0.9785,0.5375,29.83891667,120
805,12,Forest Glen,61,New City,Inter-Area,28.497,56,49.125,0,0,0.5,49.625,2
806,12,Forest Glen,27,East Garfield Park,Inter-Area,37.98526667,42.01111111,57.91666667,0,0,0,57.91666667,3
807,12,Forest Glen,46,South Chicago,Inter-Area,37.4164,34.03333333,56.5,0,0,0,56.5,1
808,12,Forest Glen,22,Logan Square,Inter-Area,6.319981818,20.76022727,19.70431818,0,0.356590909,0.204545455,20.27681818,44
809,12,Forest Glen,19,Belmont Cragin,Inter-Area,7.383,22.03511905,16.66071429,0,0.228571429,0.196428571,17.08571429,28
810,12,Forest Glen,40,Washington Park,Inter-Area,15.134,31.58333333,24.875,0,0,0,24.875,2
811,12,Forest Glen,10,Norwood Park,Inter-Area,3.339902632,11.31315789,10.39697368,0,0.13504386,0.14254386,10.68991228,228
812,12,Forest Glen,17,Dunning,Inter-Area,5.615184615,19.64529915,14.89102564,0,0.393589744,0,15.32307692,39
813,12,Forest Glen,70,Ashburn,Inter-Area,0,35,3.25,0,0,0,3.25,1
814,12,Forest Glen,18,Montclare,Inter-Area,10.60453333,20.07222222,19.33333333,0,0,0,19.33333333,3
815,12,Forest Glen,53,West Pullman,Inter-Area,21.56595,81.2,41.375,0,0,0,41.375,2
816,12,Forest Glen,1,Rogers Park,Inter-Area,8.215655422,27.36004016,19.23192771,0,0.761566265,0.240963855,20.2946988,83
817,12,Forest Glen,6,Lake View,Inter-Area,11.29319167,27.6625,23.52678571,0,0.863809524,0.369047619,24.82511905,84
818,12,Forest Glen,2,West Ridge,Inter-Area,4.940472911,15.29063401,12.18962536,0,0.268184438,0.318443804,12.8021902,347
819,12,Forest Glen,32,Loop,Inter-Area,15.67774706,31.61764706,28.92016807,0,3.046386555,0.281512605,32.50016807,119
820,12,Forest Glen,23,Humboldt Park,Inter-Area,9.999888889,27.22777778,21.70111111,0,0,0,21.70111111,9
821,12,Forest Glen,56,Garfield Ridge,Inter-Area,31.37466316,43.00526316,54.28947368,0,3.081052632,0.789473684,58.26526316,19
822,12,Forest Glen,4,Lincoln Square,Inter-Area,6.023912057,17.22541371,13.84929078,0,0.328510638,0.170212766,14.39765957,141
823,12,Forest Glen,15,Portage Park,Inter-Area,3.599638,12.28408333,10.38875,0,0.0958,0.0825,10.5968,200
824,12,Forest Glen,20,Hermosa,Inter-Area,7.461008333,18.21944444,16.3125,0,0,0,16.3125,12
825,12,Forest Glen,64,Clearing,Inter-Area,37.4003,73.15,60.5,0,12.2,0,73.2,1
826,12,Forest Glen,76,O'Hare,Inter-Area,11.65322011,28.59483986,27.01603203,0,2.384163701,0.741992883,30.25455516,562
827,12,Forest Glen,7,Lincoln Park,Inter-Area,14.212275,36.52638889,27.70833333,0,1.564722222,0.694444444,30.05083333,36
828,12,Forest Glen,42,Woodlawn,Inter-Area,30.9925,59.6,49.25,0,0,0,49.25,1
829,13,North Park,26,West Garfield Park,Inter-Area,13.1054,39.1,24.25,0,0,1,25.25,1
830,13,North Park,67,West Englewood,Inter-Area,30.59,47,48,0,0,1,49,1
831,13,North Park,56,Garfield Ridge,Inter-Area,26.45324706,52.63627451,50.84558824,0,4.066176471,0.235294118,55.33823529,34
832,13,North Park,50,Pullman,Inter-Area,39.1874,41.2,59.75,0,0,0,59.75,1
833,13,North Park,5,North Center,Inter-Area,4.904424528,18.62012579,13.48584906,0,0.359811321,0.108490566,14.01028302,106
834,13,North Park,69,Greater Grand Crossing,Inter-Area,32.373075,59.45,54.4375,0,0,0,54.4375,4
835,13,North Park,34,Armour Square,Inter-Area,10.35766667,47.12777778,26.75,0,2.5,0,29.25,6
836,13,North Park,58,Brighton Park,Inter-Area,1.771,35,46.5,0,0,0,46.5,1
837,13,North Park,31,Lower West Side,Inter-Area,19.32675161,33.90806452,32.70967742,0,0,0.096774194,32.82258065,31
838,13,North Park,35,Douglas,Inter-Area,24.2486125,35.61458333,39.65625,0,0,3.25,42.90625,8
839,13,North Park,21,Avondale,Inter-Area,4.758061111,23.7728836,14.50595238,0,0.268888889,0.154761905,14.94944444,126
840,13,North Park,77,Edgewater,Inter-Area,5.203260323,19.90725806,13.48306452,0,0.209532258,0.208870968,13.92404839,620
841,13,North Park,2,West Ridge,Inter-Area,2.403644503,12.49574919,8.555482423,0,0.1776365,0.327973074,9.086522064,1337
842,13,North Park,16,Irving Park,Inter-Area,3.78185442,14.00018416,10.74585635,0,0.21480663,0.339779006,11.31839779,362
843,13,North Park,24,West Town,Inter-Area,10.36882368,31.01008772,23.68421053,0,0.826578947,0.263157895,24.87921053,38
844,13,North Park,13,North Park,Intra-Area,0.804847324,5.392899074,6.229710996,0,0.219072025,1.526423572,7.995075638,4429
845,13,North Park,22,Logan Square,Inter-Area,7.243142308,34.74316239,17.71794872,0,0.158461538,0.051282051,17.93410256,78
846,13,North Park,32,Loop,Inter-Area,14.74295577,35.58108974,29.36788462,0,1.535336538,0.314903846,31.29264423,208
847,13,North Park,53,West Pullman,Inter-Area,42.0049,42.89074074,63.33333333,0,0,0,63.33333333,9
848,13,North Park,10,Norwood Park,Inter-Area,5.704031507,35.08013699,17.44863014,0,0.27109589,0.404109589,18.16493151,73
849,13,North Park,75,Morgan Park,Inter-Area,41.4575,47.91666667,62.5,0,0,0,62.5,1
850,13,North Park,14,Albany Park,Inter-Area,2.298308108,9.446905601,8.170164512,0,0.160235018,0.139835488,8.489036428,851
851,13,North Park,25,Austin,Inter-Area,12.19507917,36.09027778,25.70833333,0,0,0.166666667,25.875,24
852,13,North Park,39,Kenwood,Inter-Area,12.98099091,33.53484848,22.04545455,0,0,0,22.04545455,11
853,13,North Park,36,Oakland,Inter-Area,25.29632,30.94333333,40.05,0,0,0.3,40.35,5
854,13,North Park,29,North Lawndale,Inter-Area,7.4543,35.3625,31.625,0,0,0,31.625,4
855,13,North Park,68,Englewood,Inter-Area,16.05975,31.15,44.25,0,4.875,0,49.375,2
856,13,North Park,30,South Lawndale,Inter-Area,22.0892,46.45833333,37.5,0,0,0,37.75,2
857,13,North Park,9,Edison Park,Inter-Area,5.635,17.82777778,16.5,0,0.333333333,0.566666667,17.4,15
858,13,North Park,8,Near North Side,Inter-Area,12.99776754,30.09546448,26.04098361,0,1.308590164,0.23442623,27.67236066,305
859,13,North Park,11,Jefferson Park,Inter-Area,3.398844582,12.87698658,11.61919505,0,0.274210526,0.108359133,12.03427245,323
860,13,North Park,20,Hermosa,Inter-Area,7.1162,23.72361111,16.77083333,0,0,0.333333333,17.10416667,12
861,13,North Park,49,Roseland,Inter-Area,36.92266667,62.80555556,60,0,0,0,60,3
862,13,North Park,18,Montclare,Inter-Area,6.11478,26.09,22.85,0,0.97,0.4,24.22,5
863,13,North Park,15,Portage Park,Inter-Area,5.146885882,17.56784314,14.75882353,0,0.054352941,0.158823529,14.98964706,170
864,13,North Park,19,Belmont Cragin,Inter-Area,8.730672222,27.83518519,20,0,0.183333333,0.263888889,20.44722222,36
865,13,North Park,43,South Shore,Inter-Area,30.3968,82.97407407,55.38888889,0,0,0,55.38888889,9
866,13,North Park,70,Ashburn,Inter-Area,39.2518,44.39166667,60.25,0,0,0,60.25,2
867,13,North Park,27,East Garfield Park,Inter-Area,8.36234,35.315,22.475,0,0,0.15,22.625,10
868,13,North Park,7,Lincoln Park,Inter-Area,10.82145965,32.34342105,22.9254386,0,0.374649123,0.381578947,23.71631579,114
869,13,North Park,44,Chatham,Inter-Area,34.997375,49.51666667,56.0625,0,0,0,56.0625,4
870,13,North Park,12,Forest Glen,Inter-Area,2.429484429,8.001903114,8.335847751,0.006228374,0.11366782,0.450138408,8.919723183,289
871,13,North Park,33,Near South Side,Inter-Area,17.77679787,64.4251773,32.4787234,0,0.644468085,0.234042553,33.42106383,47
872,13,North Park,38,Grand Boulevard,Inter-Area,26.49738,49.795,44.175,0,0,0,44.175,10
873,13,North Park,66,Chicago Lawn,Inter-Area,16.6152,57.40833333,47.625,0,0,0,47.625,2
874,13,North Park,23,Humboldt Park,Inter-Area,8.060733333,27.62222222,21.41666667,0,0.074074074,0.111111111,21.62037037,27
875,13,North Park,6,Lake View,Inter-Area,7.528993443,26.55562842,19.63852459,0,0.285442623,0.08852459,20.03872131,305
876,13,North Park,41,Hyde Park,Inter-Area,29.50751176,44.86470588,47.5,0,0.502941176,0,48.00294118,17
877,13,North Park,17,Dunning,Inter-Area,6.9209875,26.18958333,19.84375,0,0.620625,0.125,20.620625,16
878,13,North Park,45,Avalon Park,Inter-Area,52.9207,93.18333333,88,0,0,0,88,1
879,13,North Park,71,Auburn Gresham,Inter-Area,14.85534615,44.02820513,25.11538462,0,0,0,25.11538462,13
880,13,North Park,3,Uptown,Inter-Area,5.705751376,26.24931193,15.20527523,0,0.516834862,0.27293578,16.05112385,436
881,13,North Park,28,Near West Side,Inter-Area,14.8579367,35.12308869,29.78211009,0,1.345963303,0.440366972,31.70926606,109
882,13,North Park,76,O'Hare,Inter-Area,12.49708966,35.80521346,31.12715517,0,1.926428571,0.632697044,33.77359606,812
883,13,North Park,1,Rogers Park,Inter-Area,5.013738636,17.75167749,14.01704545,0,0.162207792,0.212662338,14.42422078,308
884,13,North Park,40,Washington Park,Inter-Area,11.36338,38.58333333,43.2,0,0,0,43.2,5
885,13,North Park,60,Bridgeport,Inter-Area,17.14328,38.11666667,36.8,0,0,0,36.8,5
886,13,North Park,37,Fuller Park,Inter-Area,21.59815,25.05833333,34.5,0,0,0,34.5,2
887,13,North Park,4,Lincoln Square,Inter-Area,2.892981818,11.77806122,8.824499072,0,0.313348794,0.18135436,9.367207792,1078
888,13,North Park,42,Woodlawn,Inter-Area,25.7002,51.78571429,43.07142857,0,0,0,43.07142857,7
889,14,Albany Park,34,Armour Square,Inter-Area,16.37878421,33.47017544,34.34210526,0,2.568421053,0.894736842,37.88421053,19
890,14,Albany Park,69,Greater Grand Crossing,Inter-Area,26.2108,46.08888889,47.61111111,0,0,0,47.61111111,9
891,14,Albany Park,10,Norwood Park,Inter-Area,7.281914365,22.52836096,16.85911602,0,0.610718232,0.436464088,17.9560221,181
892,14,Albany Park,49,Roseland,Inter-Area,34.506325,36.875,52.25,0,0,0,52.25,4
893,14,Albany Park,42,Woodlawn,Inter-Area,20.98854545,40.38939394,42.31818182,0,0,0.090909091,42.40909091,11
894,14,Albany Park,35,Douglas,Inter-Area,20.52502308,44.24871795,38.61538462,0,1.203846154,0.115384615,39.97307692,13
895,14,Albany Park,48,Calumet Heights,Inter-Area,14.83132,57.43666667,24.7,0,0,0,24.7,5
896,14,Albany Park,51,South Deering,Inter-Area,2.576,73,67.75,0,0,0,67.75,1
897,14,Albany Park,27,East Garfield Park,Inter-Area,10.24984545,32.51414141,22.08333333,0,0.254545455,0.393939394,22.73181818,33
898,14,Albany Park,22,Logan Square,Inter-Area,5.419437685,17.49881113,14.38862719,0,0.817752355,0.253028264,15.49170929,743
899,14,Albany Park,70,Ashburn,Inter-Area,32.19195,65.45416667,52.875,0,0,0,52.875,4
900,14,Albany Park,64,Clearing,Inter-Area,22.3629,35.98888889,48.08333333,0,4.416666667,0.666666667,53.16666667,3
901,14,Albany Park,23,Humboldt Park,Inter-Area,6.170531058,19.95039818,15.98976109,0,0.156109215,0.245733788,16.4137884,293
902,14,Albany Park,1,Rogers Park,Inter-Area,8.223645064,21.50784454,17.98748212,0,0.353676681,0.397711016,18.78250358,699
903,14,Albany Park,14,Albany Park,Intra-Area,1.523522544,7.209167095,7.655191615,0.000118313,0.241458333,1.393650977,9.311156121,7776
904,14,Albany Park,28,Near West Side,Inter-Area,11.55326948,30.10290049,23.8145917,0,0.914149933,0.337349398,25.13168675,747
905,14,Albany Park,38,Grand Boulevard,Inter-Area,19.01678333,43.50277778,39.875,0,0.833333333,0,40.70833333,6
906,14,Albany Park,60,Bridgeport,Inter-Area,18.86773636,34.46363636,36.54545455,0,0.754545455,0.318181818,37.66363636,11
907,14,Albany Park,72,Beverly,Inter-Area,35.50586667,40.70555556,54.83333333,0,2.666666667,0,57.5,3
908,14,Albany Park,40,Washington Park,Inter-Area,12.50165,32.75833333,29.5625,0,0,0,29.5625,4
909,14,Albany Park,66,Chicago Lawn,Inter-Area,28.170975,50.17916667,47.75,0,4.3525,0,52.3525,4
910,14,Albany Park,37,Fuller Park,Inter-Area,17.57046667,28.53333333,28.66666667,0,0,0,28.66666667,6
911,14,Albany Park,71,Auburn Gresham,Inter-Area,32.522,46.89444444,51.75,0,0,0,51.75,3
912,14,Albany Park,54,Riverdale,Inter-Area,46.7383,45.26666667,70,0,0,0,70,1
913,14,Albany Park,25,Austin,Inter-Area,11.15234615,26.75173454,22.4219457,0,0.107104072,0.330316742,22.87520362,221
914,14,Albany Park,26,West Garfield Park,Inter-Area,10.8374,26.3173913,21.85869565,0,0.195652174,0.47826087,22.57608696,23
915,14,Albany Park,59,McKinley Park,Inter-Area,12.052,26.71428571,28.25,0,0.428571429,0,28.67857143,7
916,14,Albany Park,5,North Center,Inter-Area,4.206958105,13.60785536,11.0074813,0,0.523541147,0.375311721,11.96119701,401
917,14,Albany Park,15,Portage Park,Inter-Area,3.928606651,17.66627771,11.76750292,0,0.172952159,0.25554259,12.21058343,857
918,14,Albany Park,19,Belmont Cragin,Inter-Area,6.6654,21.00532407,16.17708333,0,0.110753968,0.28968254,16.58744048,504
919,14,Albany Park,21,Avondale,Inter-Area,3.576990057,12.62521307,10.4321733,0,0.227130682,0.207571023,10.88740057,704
920,14,Albany Park,63,Gage Park,Inter-Area,28.95424,45.71666667,46.8,0,0,1.6,48.4,5
921,14,Albany Park,30,South Lawndale,Inter-Area,17.67847083,41.01527778,32.22916667,0,0,0.416666667,32.64583333,24
922,14,Albany Park,61,New City,Inter-Area,22.20765,31.05833333,38.30357143,0,0,0.071428571,38.375,14
923,14,Albany Park,31,Lower West Side,Inter-Area,3.26858,51.65565217,10.82826087,0,0.249043478,0.060869565,11.15991304,115
924,14,Albany Park,9,Edison Park,Inter-Area,7.384045455,20.28219697,19.61931818,0,0.391818182,0.181818182,20.20431818,44
925,14,Albany Park,11,Jefferson Park,Inter-Area,3.297142393,12.74766382,10.15940171,0,0.287008547,0.302564103,10.77632479,585
926,14,Albany Park,76,O'Hare,Inter-Area,13.24233207,31.12930182,29.39851715,0,2.105894347,0.703429101,32.30061168,1079
927,14,Albany Park,18,Montclare,Inter-Area,6.309382258,27.53844086,20.28629032,0,0.096774194,0.193548387,20.58467742,62
928,14,Albany Park,58,Brighton Park,Inter-Area,22.02802,34.72333333,36.25,0,0,0.4,36.65,5
929,14,Albany Park,6,Lake View,Inter-Area,6.465688971,21.9963848,15.77205882,0,1.054828431,0.40629902,17.31995098,816
930,14,Albany Park,68,Englewood,Inter-Area,22.48863333,40.83412698,37.3452381,0,0,0.047619048,37.44047619,21
931,14,Albany Park,46,South Chicago,Inter-Area,35.78225,46.84166667,55.375,0,0,0.5,55.875,2
932,14,Albany Park,65,West Lawn,Inter-Area,27.8369,49.05,45.75,0,0,0,45.75,1
933,14,Albany Park,29,North Lawndale,Inter-Area,13.47244382,37.9406367,27.32303371,0,0.137752809,0.280898876,27.80348315,89
934,14,Albany Park,32,Loop,Inter-Area,12.62198676,25.86033539,25.63655031,0,1.696581109,0.633470226,28.09134497,974
935,14,Albany Park,13,North Park,Inter-Area,2.246984933,9.955177429,7.769924375,0,0.394648051,0.680482839,8.868033741,1719
936,14,Albany Park,41,Hyde Park,Inter-Area,20.14384878,38.71463415,39.76219512,0,1.024390244,0.536585366,41.38414634,41
937,14,Albany Park,44,Chatham,Inter-Area,30.4934,46.13333333,49.625,0,0,0,49.625,4
938,14,Albany Park,67,West Englewood,Inter-Area,6.798225,50.2625,24.1875,0,0,0,24.1875,4
939,14,Albany Park,43,South Shore,Inter-Area,30.2036,51.45,49.325,0,0,0,49.325,10
940,14,Albany Park,20,Hermosa,Inter-Area,5.432668657,20.58072139,15.33626866,0,0.084328358,0.197761194,15.63328358,134
941,14,Albany Park,8,Near North Side,Inter-Area,11.5019577,25.36653612,24.18720627,0,1.417295039,0.673133159,26.35580679,1915
942,14,Albany Park,33,Near South Side,Inter-Area,16.76108321,30.1605598,31.96801527,0,2.327709924,1.110687023,35.49038168,131
943,14,Albany Park,53,West Pullman,Inter-Area,37.5452,40.95,57.75,0,0,0,57.75,1
944,14,Albany Park,7,Lincoln Park,Inter-Area,8.005941643,21.89154863,18.77691218,0,0.911303116,0.5,20.26045326,353
945,14,Albany Park,56,Garfield Ridge,Inter-Area,25.6774875,38.04625,45.53125,0,5.1145,0.5875,51.43825,80
946,14,Albany Park,17,Dunning,Inter-Area,6.642186047,24.04728682,16.71705426,0,0.261317829,0.162790698,17.17992248,129
947,14,Albany Park,39,Kenwood,Inter-Area,18.77930833,27.39166667,39.16666667,0,0,0.166666667,39.33333333,12
948,14,Albany Park,36,Oakland,Inter-Area,22.862,33.62916667,37.3125,0,1.7875,0,39.225,4
949,14,Albany Park,4,Lincoln Square,Inter-Area,2.590538307,10.74961639,8.315043157,0,0.244118372,0.253390875,8.840254829,2433
950,14,Albany Park,16,Irving Park,Inter-Area,2.012504988,9.186488021,7.555415118,0,0.117307931,0.282081784,7.96622057,3228
951,14,Albany Park,77,Edgewater,Inter-Area,5.735457532,19.78041607,14.44064562,0,0.398651363,0.281922525,15.16210904,697
952,14,Albany Park,24,West Town,Inter-Area,8.628644915,21.45564972,19.26313559,0,0.679966102,0.373728814,20.36174576,590
953,14,Albany Park,73,Washington Heights,Inter-Area,14.04564,53.83,23.65,0,0,0,23.65,5
954,14,Albany Park,3,Uptown,Inter-Area,5.006178577,16.72637278,12.78731632,0,0.270216551,0.236272235,13.33,1293
955,14,Albany Park,75,Morgan Park,Inter-Area,37.61765,48.37222222,57.875,0,0,0.166666667,58.04166667,6
956,14,Albany Park,2,West Ridge,Inter-Area,4.943727035,16.01481369,12.42238761,0,0.205747266,0.302247874,12.95070474,1646
957,14,Albany Park,12,Forest Glen,Inter-Area,4.559591822,12.47918216,11.73884758,0,0.316171004,0.358736059,12.43605948,269
958,14,Albany Park,57,Archer Heights,Inter-Area,16.1181125,49.60416667,32.6875,0,0,0,32.6875,8
959,15,Portage Park,44,Chatham,Inter-Area,21.574,38.33333333,47.41666667,0,0,0,47.41666667,3
960,15,Portage Park,4,Lincoln Square,Inter-Area,6.063655987,29.36677454,16.34627832,0,0.396990291,0.414239482,17.18501618,309
961,15,Portage Park,39,Kenwood,Inter-Area,25.586925,40.5875,41.0625,0,0,0,41.0625,4
962,15,Portage Park,59,McKinley Park,Inter-Area,13.2503,31.53888889,32.16666667,0,0,0,32.16666667,3
963,15,Portage Park,30,South Lawndale,Inter-Area,8.231393333,40.78333333,33.23333333,0,2.809333333,0.333333333,36.376,15
964,15,Portage Park,3,Uptown,Inter-Area,8.951834182,36.29618182,21.48567273,0,0.4696,0.312727273,22.30418182,275
965,15,Portage Park,8,Near North Side,Inter-Area,13.15871755,36.23371155,26.45508321,0,1.299878971,0.860816944,28.69361573,661
966,15,Portage Park,20,Hermosa,Inter-Area,3.55649,13.30422222,10.90166667,0,0.13,0.17,11.215,150
967,15,Portage Park,22,Logan Square,Inter-Area,5.446886538,18.18502747,14.78208791,0,0.336895604,0.226648352,15.39590659,364
968,15,Portage Park,50,Pullman,Inter-Area,34.2125,29.43333333,51.25,0,0,0,51.25,1
969,15,Portage Park,32,Loop,Inter-Area,11.90076377,40.38796095,28.68980477,0,0.934078091,0.622559653,30.30251627,461
970,15,Portage Park,57,Archer Heights,Inter-Area,24.81815,34.86666667,40,0,0,0.75,40.75,2
971,15,Portage Park,62,West Elsdon,Inter-Area,24.794,55,44,0,0,0,44,2
972,15,Portage Park,48,Calumet Heights,Inter-Area,35.3878,48.18333333,54.5,0,0,0,54.5,1
973,15,Portage Park,7,Lincoln Park,Inter-Area,8.962720619,26.20962199,20.72680412,0,0.617628866,0.231958763,21.60989691,194
974,15,Portage Park,60,Bridgeport,Inter-Area,16.5508,25.37222222,28.16666667,0,0,0,28.33333333,3
975,15,Portage Park,26,West Garfield Park,Inter-Area,5.899229412,25.08431373,17.64705882,0,0,0.117647059,17.76470588,17
976,15,Portage Park,36,Oakland,Inter-Area,18.65024,38.54666667,38.4,0,0.256,0,38.656,5
977,15,Portage Park,23,Humboldt Park,Inter-Area,5.7915725,19.52708333,15.4296875,0,0.1081875,0.165625,15.70975,160
978,15,Portage Park,40,Washington Park,Inter-Area,26.9675,45.96666667,42.5,0,0,0,42.5,1
979,15,Portage Park,28,Near West Side,Inter-Area,12.3809388,33.43767068,27.22301205,0,1.021590361,0.416722892,28.7260241,415
980,15,Portage Park,2,West Ridge,Inter-Area,9.918191429,30.82605442,22.25204082,0,0.272326531,0.165306122,22.71212245,245
981,15,Portage Park,18,Montclare,Inter-Area,3.60019633,14.52262997,11.08027523,0,0.078899083,0.077981651,11.25091743,109
982,15,Portage Park,38,Grand Boulevard,Inter-Area,18.688075,38.32916667,39.6875,0,0,0,39.6875,4
