,pickup_community_area,pickup area ,dropoff_community_area,dropoff area,trip_indicator,avg_km,avg_tm,avg_fares,avg_tolls,avg_tips,avg_extras,avg_total_fares,trips
2451,35,Douglas,35,Douglas,Intra-Area,0.924297487,6.053166626,7.060388576,0,0.15309267,0.643140476,7.875583476,8158
2452,35,Douglas,24,West Town,Inter-Area,7.67832,39.01309524,19.21607143,0,0.596785714,0.132142857,19.98785714,140
2453,35,Douglas,13,North Park,Inter-Area,22.10691,32.28166667,39.025,0,0.775,0,39.85,10
2454,35,Douglas,19,Belmont Cragin,Inter-Area,20.99540625,40.07604167,36.875,0,0.8625,0,37.8,16
2455,35,Douglas,70,Ashburn,Inter-Area,12.18713509,32.42222222,26.62719298,0,0.275614035,0.035087719,26.94666667,57
2456,35,Douglas,62,West Elsdon,Inter-Area,13.8782,25.93888889,25.08333333,0,0.5,0.666666667,26.33333333,12
2457,35,Douglas,31,Lower West Side,Inter-Area,4.851024706,15.49960784,13.48235294,0,0.338117647,0.117647059,13.97341176,85
2458,35,Douglas,42,Woodlawn,Inter-Area,6.393883777,17.69312943,15.51462766,0,0.228617021,0.095744681,15.8562766,376
2459,35,Douglas,10,Norwood Park,Inter-Area,22.77989,34.60333333,36.3,0,0,2.7,39,10
2460,35,Douglas,66,Chicago Lawn,Inter-Area,7.524865957,25.43439716,21.65425532,0,0.213829787,0.159574468,22.03829787,47
2461,35,Douglas,2,West Ridge,Inter-Area,22.11438614,33.71485149,37.64851485,0,0.157425743,0.00990099,37.82079208,101
2462,35,Douglas,75,Morgan Park,Inter-Area,15.2329,25.33831169,27.50649351,0,0.871948052,0.909090909,29.30701299,77
2463,35,Douglas,14,Albany Park,Inter-Area,20.01552,21.52666667,32.2,0,0.2,0.2,32.6,5
2464,35,Douglas,25,Austin,Inter-Area,16.61387412,28.82647059,29.10882353,0,0.097058824,0.047058824,29.27058824,85
2465,35,Douglas,73,Washington Heights,Inter-Area,12.34539375,23.19345238,23.14285714,0,0.184285714,0.026785714,23.35839286,112
2466,35,Douglas,69,Greater Grand Crossing,Inter-Area,7.941713198,19.53405245,18.19606599,0,0.306218274,0.140862944,18.70913706,394
2467,35,Douglas,49,Roseland,Inter-Area,13.11561731,20.82299679,24.57932692,0,0.223221154,0.084134615,24.89870192,208
2468,35,Douglas,59,McKinley Park,Inter-Area,3.594263077,40.33769231,11.91153846,0,0.14,0.084615385,12.15153846,65
2469,35,Douglas,29,North Lawndale,Inter-Area,9.340841176,25.00843137,23.15,0,0.042941176,0.123529412,23.32235294,85
2470,35,Douglas,36,Oakland,Inter-Area,2.087880645,8.304070661,7.587557604,0,0.087211982,0.146313364,7.829147465,434
2471,35,Douglas,4,Lincoln Square,Inter-Area,19.18187895,31.10526316,32.35526316,0,2.234210526,0.447368421,35.11578947,19
2472,35,Douglas,16,Irving Park,Inter-Area,18.8349875,30.09166667,29.984375,0,0.753125,0.15625,30.925,16
2473,35,Douglas,7,Lincoln Park,Inter-Area,10.33559015,23.80517677,22.96780303,0,0.944924242,0.128787879,24.14,132
2474,35,Douglas,64,Clearing,Inter-Area,18.82734,23.78666667,31.2,0,3.156,1.9,36.456,5
2475,35,Douglas,33,Near South Side,Inter-Area,2.023137001,10.10386991,7.740411118,0,0.329947887,0.231253619,8.347211928,3454
2476,35,Douglas,76,O'Hare,Inter-Area,31.16439118,48.75588235,53.30347594,0,4.951149733,1.231283422,59.66879679,374
2477,35,Douglas,77,Edgewater,Inter-Area,16.34629574,40.97943262,31.52393617,0,0.083723404,0.824468085,32.43744681,94
2478,35,Douglas,57,Archer Heights,Inter-Area,8.8207875,24.91458333,25.15625,0,0,0.125,25.28125,8
2479,35,Douglas,5,North Center,Inter-Area,15.00430556,29.43240741,28.81944444,0,1.342222222,0.222222222,30.43944444,18
2480,35,Douglas,43,South Shore,Inter-Area,7.235258136,21.7969774,19.27161017,0,0.119271186,0.095762712,19.49511864,590
2481,35,Douglas,46,South Chicago,Inter-Area,10.25802556,26.59925926,23.39444444,0,0.066666667,12.45677778,35.929,90
2482,35,Douglas,17,Dunning,Inter-Area,14.99983333,42.67222222,25.66666667,0,0,0.333333333,26,3
2483,35,Douglas,40,Washington Park,Inter-Area,4.129401762,13.15161527,12.34273128,0,0.14722467,0.266519824,12.76748899,227
2484,35,Douglas,54,Riverdale,Inter-Area,21.0286125,24.54375,35.125,0,0,0,35.125,16
2485,35,Douglas,20,Hermosa,Inter-Area,18.76225,29.79285714,31.85714286,0,0.446428571,0.214285714,32.51785714,14
2486,35,Douglas,50,Pullman,Inter-Area,17.21904699,21.31184739,29.96987952,0,0.060843373,0.024096386,30.05481928,83
2487,35,Douglas,56,Garfield Ridge,Inter-Area,14.39748809,35.96765935,28.87617555,0,2.311034483,0.647335423,31.97090909,319
2488,35,Douglas,45,Avalon Park,Inter-Area,10.00743333,24.85700483,22,0,0.095652174,0.173913043,22.27681159,69
2489,35,Douglas,23,Humboldt Park,Inter-Area,13.29030606,29.56313131,26.5530303,0,0.448484848,0.075757576,27.10757576,33
2490,35,Douglas,8,Near North Side,Inter-Area,5.929028548,21.53671561,16.19688418,0,0.823758564,0.24045677,17.34423165,3065
2491,35,Douglas,34,Armour Square,Inter-Area,1.888265217,13.30258349,7.644612476,0,0.161398866,0.366729679,8.200151229,529
2492,35,Douglas,30,South Lawndale,Inter-Area,7.27835,46.61458333,18.9375,0,0.761607143,0.125,19.84196429,56
2493,35,Douglas,21,Avondale,Inter-Area,13.60565,22.35714286,24.76785714,0,0.385714286,0.178571429,25.33214286,14
2494,35,Douglas,15,Portage Park,Inter-Area,18.33074444,124.8259259,31.13888889,0,1.075555556,0.055555556,32.38111111,9
2495,35,Douglas,63,Gage Park,Inter-Area,5.469975,23.74583333,21,0,0,0,21,4
2496,35,Douglas,39,Kenwood,Inter-Area,3.744930471,13.08633558,11.90867003,0,0.292171717,0.186868687,12.40858586,594
2497,35,Douglas,60,Bridgeport,Inter-Area,2.786105,12.99262821,8.888461538,0,0.282769231,0.103846154,9.321230769,260
2498,35,Douglas,3,Uptown,Inter-Area,15.58442118,38.98921569,28.76470588,0,0.298235294,0.147058824,29.23352941,85
2499,35,Douglas,51,South Deering,Inter-Area,17.60197419,27.60107527,30.08064516,0,0.002258065,0,30.09903226,31
2500,35,Douglas,18,Montclare,Inter-Area,24.9228,27.85,39.25,0,0,0,39.25,1
2501,35,Douglas,12,Forest Glen,Inter-Area,23.96324,24.48333333,37.65,0,0,0,37.65,5
2502,35,Douglas,22,Logan Square,Inter-Area,12.52658537,40.1,25.04878049,0,0.677804878,1.134146341,26.92170732,41
2503,36,Oakland,44,Chatham,Inter-Area,9.47625875,20.535,20.440625,0,0.04625,0.075,20.568125,80
2504,36,Oakland,67,West Englewood,Inter-Area,6.66655,21.40416667,19.02678571,0,0,0.303571429,19.33035714,28
2505,36,Oakland,29,North Lawndale,Inter-Area,16.39785,22.6125,27.1875,0,0.61875,0.125,27.99375,8
2506,36,Oakland,48,Calumet Heights,Inter-Area,6.5596,23.9952381,17.57142857,0,0,0,17.57142857,14
2507,36,Oakland,45,Avalon Park,Inter-Area,11.265975,28.46041667,27.03125,0,0,0.25,27.403125,16
2508,36,Oakland,39,Kenwood,Inter-Area,2.054396591,7.910921717,7.910984848,0,0.062575758,0.106060606,8.092878788,264
2509,36,Oakland,56,Garfield Ridge,Inter-Area,14.58731029,26.61397059,31.13235294,0,2.913676471,0.404411765,34.49455882,68
2510,36,Oakland,32,Loop,Inter-Area,6.276648315,16.69255618,16.10955056,0,0.402977528,0.320224719,16.88176966,356
2511,36,Oakland,1,Rogers Park,Inter-Area,19.82178333,30.96111111,32.66666667,0,1.591666667,1.416666667,35.75833333,6
2512,36,Oakland,46,South Chicago,Inter-Area,8.629063333,24.09388889,19.89166667,0,0.223,0.066666667,20.198,30
2513,36,Oakland,76,O'Hare,Inter-Area,30.80231875,45.82534722,56.98958333,0,5.877916667,0.479166667,63.470625,48
2514,36,Oakland,38,Grand Boulevard,Inter-Area,2.066654545,8.123386034,7.845849802,0,0.109011858,0.316205534,8.288458498,253
2515,36,Oakland,18,Montclare,Inter-Area,28.497,39,46,0,0,1,47,1
2516,36,Oakland,23,Humboldt Park,Inter-Area,18.24452,24.22,29.875,0,0.731,0,30.656,10
2517,36,Oakland,70,Ashburn,Inter-Area,17.2109,32.80555556,32.51388889,0,0,0.194444444,32.70833333,18
2518,36,Oakland,15,Portage Park,Inter-Area,23.57576667,28.45,37.41666667,0,0,2.333333333,39.75,3
2519,36,Oakland,8,Near North Side,Inter-Area,7.728966,20.68938889,26.93836667,0,0.200833333,0.1417,27.31406667,300
2520,36,Oakland,6,Lake View,Inter-Area,11.42295,30.759375,22.984375,0,0.68375,0,23.730625,16
2521,36,Oakland,11,Jefferson Park,Inter-Area,23.97826667,33.11666667,38.41666667,0,0,0,38.41666667,3
2522,36,Oakland,9,Edison Park,Inter-Area,30.6222,30.33333333,47,0,0,0,47,1
2523,36,Oakland,41,Hyde Park,Inter-Area,3.759083884,14.74745179,10.88119835,0,0.376487603,0.603305785,11.8961157,242
2524,36,Oakland,33,Near South Side,Inter-Area,3.871802308,10.96333333,11.2125,0,0.077807692,0.319230769,11.61723077,260
2525,36,Oakland,74,Mount Greenwood,Inter-Area,21.3808,26.55,34,0,0,0,34,1
2526,36,Oakland,40,Washington Park,Inter-Area,4.025432215,13.1409396,12.42785235,0,0.034026846,0.147651007,12.61288591,149
2527,36,Oakland,71,Auburn Gresham,Inter-Area,9.0209,24.97342995,23.36231884,0,0,0.079710145,23.44927536,69
2528,36,Oakland,62,West Elsdon,Inter-Area,9.30741,27.9,24.45,0,0,0.4,24.85,10
2529,36,Oakland,55,Hegewisch,Inter-Area,0,32,32.5,0,0,0,32.5,1
2530,36,Oakland,35,Douglas,Inter-Area,1.721416667,10.50845411,7.045289855,0,0.067729469,0.150966184,7.272439614,414
2531,36,Oakland,42,Woodlawn,Inter-Area,5.737161818,19.07818182,13.84318182,0,0.190909091,0.3,14.34318182,110
2532,36,Oakland,73,Washington Heights,Inter-Area,13.87923871,23.53154122,25.4516129,0,0.138172043,0.037634409,25.64354839,93
2533,36,Oakland,4,Lincoln Square,Inter-Area,22.19385,37.13472222,37.22916667,0,0.575,0.5,38.34583333,12
2534,36,Oakland,60,Bridgeport,Inter-Area,3.899956667,15.63333333,12.625,0,0,0.15,12.775,30
2535,36,Oakland,57,Archer Heights,Inter-Area,6.23875,17.5,23.375,0,0,1527.7775,1551.1525,4
2536,36,Oakland,7,Lincoln Park,Inter-Area,13.0984,25.01231884,25.5,0,1.003913043,0.434782609,27.17347826,23
2537,36,Oakland,59,McKinley Park,Inter-Area,5.6028,15.46666667,15.55,0,0,0.2,15.8,10
2538,36,Oakland,2,West Ridge,Inter-Area,15.8953,31.48809524,29.32142857,0,0,0.928571429,30.25,7
2539,36,Oakland,65,West Lawn,Inter-Area,12.4292,31.48888889,27.58333333,0,0,0,27.58333333,6
2540,36,Oakland,61,New City,Inter-Area,4.893,29.53888889,14.21376812,0,0.120289855,0.311594203,14.64565217,69
2541,36,Oakland,19,Belmont Cragin,Inter-Area,24.5525,36.88333333,40,0,0,0,40,1
2542,36,Oakland,22,Logan Square,Inter-Area,9.6579875,24.44375,23.8125,0,1.36875,0.125,25.36875,8
2543,36,Oakland,37,Fuller Park,Inter-Area,4.844311111,11.91481481,12,0,0,0,12,27
2544,36,Oakland,34,Armour Square,Inter-Area,3.194578947,10.16894737,10.04736842,0,0.064736842,0.263157895,10.39631579,95
2545,36,Oakland,50,Pullman,Inter-Area,13.5746,22.14166667,25.33928571,0,0,0,25.33928571,14
2546,36,Oakland,26,West Garfield Park,Inter-Area,23.9246,37.87333333,40.2,0,0,0,40.4,5
2547,36,Oakland,13,North Park,Inter-Area,1.073333333,52.66666667,33.91666667,0,0,0,33.91666667,3
2548,36,Oakland,28,Near West Side,Inter-Area,7.448287224,20.0501638,19.20700246,0,0.205233415,0.147420147,19.57058968,407
2549,36,Oakland,31,Lower West Side,Inter-Area,6.04072,11.97777778,16.06666667,0,1.126666667,0.233333333,17.42666667,15
2550,36,Oakland,72,Beverly,Inter-Area,15.73238333,26.69444444,30.5,0,0,0,30.5,6
2551,36,Oakland,5,North Center,Inter-Area,18.3057,31.52777778,30.5,0,0,0,30.5,3
2552,36,Oakland,16,Irving Park,Inter-Area,22.36021667,25.06111111,35.375,0,0,0,35.375,6
2553,36,Oakland,47,Burnside,Inter-Area,7.2703,22.35714286,16.96428571,0,0,0,16.96428571,7
2554,36,Oakland,58,Brighton Park,Inter-Area,10.74675,23.1375,21.1875,0,0,0,21.1875,4
2555,36,Oakland,10,Norwood Park,Inter-Area,28.0623,47.33333333,44.25,0,0,0,44.25,1
2556,36,Oakland,69,Greater Grand Crossing,Inter-Area,7.97539802,19.19768977,17.63861386,0,0.140792079,0.103960396,17.90316832,101
2557,36,Oakland,75,Morgan Park,Inter-Area,17.44703333,26.37555556,30.75,0,0,0.066666667,30.81666667,15
2558,36,Oakland,27,East Garfield Park,Inter-Area,15.07675556,18.49814815,24.86111111,0,0,0,24.86111111,9
2559,36,Oakland,30,South Lawndale,Inter-Area,11.25712,19.91333333,20.225,0,0,0.1,20.325,10
2560,36,Oakland,77,Edgewater,Inter-Area,18.17851,24.02833333,32.5,0,0,0.1,32.6,10
2561,36,Oakland,43,South Shore,Inter-Area,5.881936364,16.33831169,15.38311688,0.064935065,0.23961039,0.090909091,15.77857143,77
2562,36,Oakland,25,Austin,Inter-Area,18.837805,28.71833333,32.9875,0,0.285,0.1,33.3725,20
2563,36,Oakland,51,South Deering,Inter-Area,10.82242,30.85,25.2,0,0,0,25.2,5
2564,36,Oakland,36,Oakland,Intra-Area,1.703441001,9.416779432,20.15389716,0,0.197753721,0.90811908,21.27864682,739
2565,36,Oakland,24,West Town,Inter-Area,10.09362667,23.30444444,22.06666667,0,0.3,0.066666667,22.43333333,15
2566,36,Oakland,3,Uptown,Inter-Area,15.41652903,55.23870968,31.04032258,0,0.002258065,0.096774194,31.13935484,31
2567,36,Oakland,52,East Side,Inter-Area,24.0534,34.66666667,38.5,0,0,0,38.5,1
2568,36,Oakland,53,West Pullman,Inter-Area,13.22249091,32.26363636,25.95454545,0,0,0.045454545,26,22
2569,36,Oakland,49,Roseland,Inter-Area,13.40325,22.74754902,26.58823529,0,0,0.029411765,26.63235294,34
2570,36,Oakland,68,Englewood,Inter-Area,7.4921,20.0442029,16.2173913,0,0.015217391,0,16.2326087,46
2571,36,Oakland,54,Riverdale,Inter-Area,18.58610833,29.25694444,30.33333333,0,0,0.125,30.45833333,12
2572,36,Oakland,66,Chicago Lawn,Inter-Area,8.128023077,25.3025641,17.25,0,0,0,17.25,13
2573,37,Fuller Park,61,New City,Inter-Area,2.474103947,11.73881579,10.32236842,0,0.083026316,0.276315789,10.68828947,76
2574,37,Fuller Park,76,O'Hare,Inter-Area,20.194,50.51785714,50.08928571,0,0.864285714,1.142857143,52.20357143,14
2575,37,Fuller Park,66,Chicago Lawn,Inter-Area,6.8123125,25.9,17.90625,0,0.20625,0.125,18.2375,16
2576,37,Fuller Park,60,Bridgeport,Inter-Area,3.449425,13.15,12.89583333,0,0,0.166666667,13.0625,12
2577,37,Fuller Park,55,Hegewisch,Inter-Area,21.8799,38.48333333,34.25,0,0,0,34.25,1
2578,37,Fuller Park,47,Burnside,Inter-Area,1.643663636,46.01212121,6.159090909,0,0,0,6.159090909,11
2579,37,Fuller Park,16,Irving Park,Inter-Area,16.49284,33.6,34.5,0,0,0.3,34.8,5
2580,37,Fuller Park,72,Beverly,Inter-Area,14.59465,20.24166667,25,0,0,0,25,2
2581,37,Fuller Park,68,Englewood,Inter-Area,3.443355556,8.524074074,10.24007937,0,0.06515873,0.345238095,10.65444444,126
2582,37,Fuller Park,71,Auburn Gresham,Inter-Area,7.6174,19.7826087,17.9373913,0,0.263478261,0.391304348,18.63565217,23
2583,37,Fuller Park,46,South Chicago,Inter-Area,7.392046667,31.87333333,16.98333333,0,0.2,0.333333333,17.51666667,15
2584,37,Fuller Park,32,Loop,Inter-Area,7.933654717,35.66918239,18.49528302,0,0.596698113,0.344339623,19.49292453,106
2585,37,Fuller Park,48,Calumet Heights,Inter-Area,9.0663125,23.70208333,16.75,0,0,0,16.75,8
2586,37,Fuller Park,39,Kenwood,Inter-Area,3.080954545,16.23901515,14.54545455,0,0.182727273,0.113636364,14.86454545,44
2587,37,Fuller Park,56,Garfield Ridge,Inter-Area,9.875231579,42.7122807,28.85526316,0,0.452631579,0.328947368,29.67631579,38
2588,37,Fuller Park,53,West Pullman,Inter-Area,15.599175,23.30357143,27.3125,0,0.365357143,0,27.67785714,28
2589,37,Fuller Park,30,South Lawndale,Inter-Area,14.5383,28.56944444,31.29166667,0,0,0,31.29166667,6
2590,37,Fuller Park,5,North Center,Inter-Area,1.288,43,35,0,0,0,35,1
2591,37,Fuller Park,73,Washington Heights,Inter-Area,10.24604,19.15433333,21.6,0,0.0908,0.38,22.0708,50
2592,37,Fuller Park,21,Avondale,Inter-Area,12.6546,37.15,39.08333333,0,0,0,39.08333333,3
2593,37,Fuller Park,67,West Englewood,Inter-Area,5.72194,15.67916667,15.2,0,0.3,0.05,15.55,20
2594,37,Fuller Park,3,Uptown,Inter-Area,28.87742,65.15428571,49.10714286,0,0.575714286,0.142857143,49.84,35
2595,37,Fuller Park,29,North Lawndale,Inter-Area,11.02478462,23.40384615,23.26923077,0,0,0.115384615,23.38461538,13
2596,37,Fuller Park,49,Roseland,Inter-Area,8.20194375,16.08194444,17.295625,0,0,1.197916667,18.49354167,48
2597,37,Fuller Park,25,Austin,Inter-Area,16.35264615,30.11794872,31.38461538,0,0,0.269230769,31.65384615,13
2598,37,Fuller Park,26,West Garfield Park,Inter-Area,16.65276667,20.18055556,27.25,0,0,0,27.25,6
2599,37,Fuller Park,13,North Park,Inter-Area,20.447,19,32.5,0,8.5,1,42.5,1
2600,37,Fuller Park,15,Portage Park,Inter-Area,0,28,9.5,0,0,0,9.5,1
2601,37,Fuller Park,7,Lincoln Park,Inter-Area,14.6579,24.35,28.92857143,0,0.285714286,0.107142857,29.32142857,14
2602,37,Fuller Park,8,Near North Side,Inter-Area,10.81598,40.3745679,24.00740741,0,0.212962963,0.4,24.6462963,135
2603,37,Fuller Park,27,East Garfield Park,Inter-Area,11.88619091,28.96969697,26.04545455,0,0,0,26.04545455,11
2604,37,Fuller Park,65,West Lawn,Inter-Area,6.4701875,24.93541667,24.84375,0,0,0,24.84375,8
2605,37,Fuller Park,28,Near West Side,Inter-Area,10.93653898,20.74117232,18.86224576,0,0.253644068,0.078389831,19.20275424,236
2606,37,Fuller Park,31,Lower West Side,Inter-Area,2.836076923,13.34230769,11.63538462,0,0.211538462,0.423076923,12.27,13
2607,37,Fuller Park,23,Humboldt Park,Inter-Area,13.041,26.57777778,22.79166667,0,0,0.166666667,22.95833333,6
2608,37,Fuller Park,50,Pullman,Inter-Area,13.55397931,15.87816092,23.04310345,0,0,0.448275862,23.49137931,29
2609,37,Fuller Park,69,Greater Grand Crossing,Inter-Area,4.774991667,13.26435185,12.9575,0,0.027777778,0.055555556,13.05472222,72
2610,37,Fuller Park,70,Ashburn,Inter-Area,8.916010526,43.25175439,24.32894737,0,0.687894737,1.578947368,26.62210526,19
2611,37,Fuller Park,4,Lincoln Square,Inter-Area,10.06786667,29.57222222,34.16666667,0,0,0.666666667,34.83333333,3
2612,37,Fuller Park,57,Archer Heights,Inter-Area,17.388,29,29,0,0,0,29,1
2613,37,Fuller Park,44,Chatham,Inter-Area,6.955003659,17.81585366,16.42378049,0,0.118170732,1.420731707,17.96268293,82
2614,37,Fuller Park,36,Oakland,Inter-Area,3.607638462,10.21153846,10.48076923,0,0,0.153846154,10.63461538,13
2615,37,Fuller Park,40,Washington Park,Inter-Area,1.785668889,12.07666667,7.95,0,0.107111111,0.1,8.168222222,45
2616,37,Fuller Park,6,Lake View,Inter-Area,12.87621176,27.37745098,28.04411765,0,0.058823529,0.352941176,28.51470588,17
2617,37,Fuller Park,35,Douglas,Inter-Area,2.963535256,11.75769231,10.58532051,0,0.077179487,0.064102564,10.73301282,156
2618,37,Fuller Park,37,Fuller Park,Intra-Area,1.357655283,9.785534591,7.560830189,0,0.220528302,0.604245283,8.403528302,530
2619,37,Fuller Park,75,Morgan Park,Inter-Area,13.03295,16.52142857,21.66071429,0,0,1.321428571,22.98214286,14
2620,37,Fuller Park,1,Rogers Park,Inter-Area,19.742625,33.9375,32.5,0,0,0,32.5,4
2621,37,Fuller Park,14,Albany Park,Inter-Area,13.25835,49.46666667,39.25,0,0,0,39.25,2
2622,37,Fuller Park,77,Edgewater,Inter-Area,13.28894,31.58333333,31.8,0,0,0,31.8,5
2623,37,Fuller Park,58,Brighton Park,Inter-Area,6.386333333,22.85,18.33333333,0,0,0,18.33333333,3
2624,37,Fuller Park,43,South Shore,Inter-Area,6.432248148,21.41296296,18.13888889,0,0,0.037037037,18.17592593,27
2625,37,Fuller Park,54,Riverdale,Inter-Area,15.6492,22.565,28.625,0,0,0.05,28.675,10
2626,37,Fuller Park,45,Avalon Park,Inter-Area,11.18413333,42.40925926,21.16666667,0,1.194444444,0,22.36111111,9
2627,37,Fuller Park,33,Near South Side,Inter-Area,5.272478652,12.84157303,13.11303371,0,0.109213483,0.101123596,13.34022472,89
2628,37,Fuller Park,34,Armour Square,Inter-Area,2.587558974,9.051709402,7.367521368,0,0.021367521,0.333333333,7.726495726,117
2629,37,Fuller Park,11,Jefferson Park,Inter-Area,25.60705,18.125,39.25,0,0,12.25,51.5,2
2630,37,Fuller Park,63,Gage Park,Inter-Area,6.1663,23.56190476,18.17857143,0,0,0.285714286,18.46428571,7
2631,37,Fuller Park,12,Forest Glen,Inter-Area,20.3665,41.86666667,35.25,0,0,0,35.25,1
2632,37,Fuller Park,22,Logan Square,Inter-Area,16.715825,26.94166667,28.125,0,0,0,28.125,4
2633,37,Fuller Park,52,East Side,Inter-Area,19.7225,25.20833333,31.625,0,0,0,31.625,2
2634,37,Fuller Park,2,West Ridge,Inter-Area,21.99796667,193.1472222,38.375,0,0,0.083333333,38.45833333,6
2635,37,Fuller Park,24,West Town,Inter-Area,8.438188889,22.78703704,20.52777778,0,0.505555556,0.798333333,21.88722222,18
2636,37,Fuller Park,38,Grand Boulevard,Inter-Area,2.484465169,16.92097378,12.10674157,0,0.076404494,2.224719101,14.41348315,89
2637,37,Fuller Park,51,South Deering,Inter-Area,14.67246667,23.86666667,27.3452381,0,0.003333333,0.404761905,27.75333333,21
2638,37,Fuller Park,59,McKinley Park,Inter-Area,6.0214,16.6,14.54166667,0,0.166666667,0,14.70833333,6
2639,37,Fuller Park,17,Dunning,Inter-Area,16.0195,41.5,45.75,0,0,0,45.75,4
2640,37,Fuller Park,42,Woodlawn,Inter-Area,7.67466875,32.796875,20.84375,0,0,0.09375,20.9375,16
2641,37,Fuller Park,41,Hyde Park,Inter-Area,4.040648598,21.0394081,13.22897196,0,0.650934579,0.056074766,13.96869159,107
2642,38,Grand Boulevard,35,Douglas,Inter-Area,1.89531129,9.671684588,8.378356375,0,0.112665131,1.80124424,10.30570661,1302
2643,38,Grand Boulevard,62,West Elsdon,Inter-Area,6.2629,43.43611111,25.58333333,0,1.016666667,0.333333333,27.01666667,6
2644,38,Grand Boulevard,55,Hegewisch,Inter-Area,19.090575,24.59583333,30.6875,0,0,0,30.6875,4
2645,38,Grand Boulevard,67,West Englewood,Inter-Area,5.294137278,17.56755424,16.4704142,0,0.072248521,0.073964497,16.61662722,169
2646,38,Grand Boulevard,25,Austin,Inter-Area,16.20453662,27.96126761,30.47887324,0,0,0.056338028,30.53521127,71
2647,38,Grand Boulevard,15,Portage Park,Inter-Area,15.9229,32.10833333,38,0,0,0,38,4
2648,38,Grand Boulevard,8,Near North Side,Inter-Area,9.729024468,34.02907801,22.2251773,0,0.380815603,0.405141844,23.04925532,564
2649,38,Grand Boulevard,60,Bridgeport,Inter-Area,3.869008889,13.5037037,12.14444444,0,0.371111111,0.111111111,12.64888889,45
2650,38,Grand Boulevard,42,Woodlawn,Inter-Area,3.743205525,13.60270104,12.13904236,0,0.105156538,0.092081031,12.34548803,543
2651,38,Grand Boulevard,36,Oakland,Inter-Area,1.977598658,8.927293065,8.046979866,0,0.036912752,0.196308725,8.285234899,298
2652,38,Grand Boulevard,40,Washington Park,Inter-Area,2.073306867,7.922174535,7.871244635,0,0.037639485,0.175965665,8.093433476,233
2653,38,Grand Boulevard,58,Brighton Park,Inter-Area,5.419566667,21.94603175,16.91666667,0,0.195238095,0.142857143,17.27857143,21
2654,38,Grand Boulevard,19,Belmont Cragin,Inter-Area,22.6184875,47.30208333,36.6875,0,0,0.125,36.8125,8
2655,38,Grand Boulevard,71,Auburn Gresham,Inter-Area,7.370556835,21.11546763,18.1205036,0,0.125179856,0.107913669,18.35719424,139
2656,38,Grand Boulevard,22,Logan Square,Inter-Area,13.39987419,64.82096774,25.64516129,0,0.164516129,1.032258065,26.84193548,31
2657,38,Grand Boulevard,74,Mount Greenwood,Inter-Area,23.0069,29.05,38,0,0,0,38,2
2658,38,Grand Boulevard,75,Morgan Park,Inter-Area,16.42222676,24.12488263,29.17957746,0,0.118028169,0.021126761,29.31873239,71
2659,38,Grand Boulevard,44,Chatham,Inter-Area,6.551532443,23.07010178,17.58969466,0,0.02851145,0.173664122,17.79759542,262
2660,38,Grand Boulevard,28,Near West Side,Inter-Area,6.60986884,21.40719914,18.47689828,0,0.232879656,0.153653295,18.87772206,1396
2661,38,Grand Boulevard,24,West Town,Inter-Area,10.37949111,56.36814815,28.06666667,0,0.393333333,0.366666667,28.86,45
2662,38,Grand Boulevard,54,Riverdale,Inter-Area,16.71895556,26.72962963,31.22222222,0,0,0.055555556,31.27777778,18
2663,38,Grand Boulevard,59,McKinley Park,Inter-Area,5.549415789,20.8377193,13.89473684,0,0.098947368,0.210526316,14.20421053,19
2664,38,Grand Boulevard,57,Archer Heights,Inter-Area,11.9462,27.31333333,22.7,0,0,0,22.7,5
2665,38,Grand Boulevard,41,Hyde Park,Inter-Area,2.650618321,18.60981461,9.748091603,0,0.133925845,3.729912759,13.62392585,917
2666,38,Grand Boulevard,38,Grand Boulevard,Intra-Area,1.480107652,11.75531474,7.924263098,0,0.144760648,2.109773841,10.19462872,2653
2667,38,Grand Boulevard,66,Chicago Lawn,Inter-Area,5.125943421,24.57127193,17.81578947,0,0.000921053,0.052631579,17.86934211,76
2668,38,Grand Boulevard,13,North Park,Inter-Area,23.04625556,42.85555556,37.97222222,0,0,0,37.97222222,18
2669,38,Grand Boulevard,70,Ashburn,Inter-Area,10.94729489,32.03138686,24.66240876,0,0.000364964,0.091240876,24.7540146,137
2670,38,Grand Boulevard,2,West Ridge,Inter-Area,20.64312727,63.70454545,39.93939394,0,0.060606061,0.015151515,40.01515152,33
2671,38,Grand Boulevard,5,North Center,Inter-Area,8.640333333,33.33333333,28.25,0,2.466666667,0.333333333,31.05,3
2672,38,Grand Boulevard,52,East Side,Inter-Area,10.373,27,22.14285714,0,0,1.785714286,23.92857143,7
2673,38,Grand Boulevard,45,Avalon Park,Inter-Area,7.603935294,23.4875817,18.95098039,0,0.19745098,0.12745098,19.27588235,51
2674,38,Grand Boulevard,39,Kenwood,Inter-Area,1.715505052,8.539011226,7.722474093,0,0.389378238,0.12111399,8.252396373,772
2675,38,Grand Boulevard,23,Humboldt Park,Inter-Area,16.78243226,28.96935484,30.33064516,0,0,0.193548387,30.52419355,31
2676,38,Grand Boulevard,49,Roseland,Inter-Area,9.738961783,19.59755839,21.00318471,0,0.122866242,0.191082803,21.32350318,157
2677,38,Grand Boulevard,32,Loop,Inter-Area,6.497142934,22.55694147,17.86964668,0,0.220706638,0.090471092,18.19897216,934
