time_bin,weekday,pickup_community_area,dropoff_community_area,duration,fare,distance_km
1,0,ROGERS PARK,ROGERS PARK,509.1199041,7.60735012,2.406254197
1,0,ROGERS PARK,WEST RIDGE,556.9330629,7.852535497,2.548576065
1,0,ROGERS PARK,UPTOWN,645.3194444,10.67650463,3.731592593
1,0,ROGERS PARK,LINCOLN SQUARE,798.6792453,12.15801887,4.827320755
1,0,ROGERS PARK,NORTH CENTER,1158.44,16.285,8.08864
1,0,ROGERS PARK,LAKE VIEW,892.3880597,15.45149254,6.392477612
1,0,ROGERS PARK,LINCOLN PARK,1008.190476,19.75,9.403174603
1,0,ROGERS PARK,NEAR NORTH SIDE,1163.566667,23.63444444,11.82728889
1,0,ROGERS PARK,EDISON PARK,2731.5,38.625,24.136
1,0,ROGERS PARK,NORWOOD PARK,1322.5,20.075,7.552
1,0,ROGERS PARK,JEFFERSON PARK,1292.75,22.4375,11.96
1,0,ROGERS PARK,FOREST GLEN,1033.954545,18.875,9.340363636
1,0,ROGERS PARK,NORTH PARK,834.2894737,12.74671053,5.589894737
1,0,ROGERS PARK,ALBANY PARK,1148.135417,17.13541667,7.903833333
1,0,ROGERS PARK,PORTAGE PARK,1766.541667,27.69791667,15.04466667
1,0,ROGERS PARK,IRVING PARK,1306.175439,20.6622807,9.874245614
1,0,ROGERS PARK,MONTCLARE,2760,39,1.28
1,0,ROGERS PARK,BELMONT CRAGIN,2191.5,30.91666667,15.86933333
1,0,ROGERS PARK,HERMOSA,2587.5,35.125,19.256
1,0,ROGERS PARK,AVONDALE,1262,20.625,10.578
1,0,ROGERS PARK,LOGAN SQUARE,1375.095238,22.63095238,10.39238095
1,0,ROGERS PARK,HUMBOLDT PARK,1881.869565,27.45652174,12.47026087
1,0,ROGERS PARK,WEST TOWN,1442.151515,25.12121212,13.11175758
1,0,ROGERS PARK,AUSTIN,2616.833333,33.875,16.10933333
1,0,ROGERS PARK,WEST GARFIELD PARK,1860,41,1.44
1,0,ROGERS PARK,EAST GARFIELD PARK,1877.5,34,20.08
1,0,ROGERS PARK,NEAR WEST SIDE,1553.229508,30.79508197,17.01062295
1,0,ROGERS PARK,NORTH LAWNDALE,1915,39.25,24.408
1,0,ROGERS PARK,SOUTH LAWNDALE,1731,42,26.56
1,0,ROGERS PARK,LOWER WEST SIDE,1745.666667,30.16666667,17.38666667
1,0,ROGERS PARK,LOOP,1393.427273,27.09090909,13.12378182
1,0,ROGERS PARK,NEAR SOUTH SIDE,1312,27.53125,15.436
1,0,ROGERS PARK,ARMOUR SQUARE,1473,37,23.288
1,0,ROGERS PARK,DOUGLAS,1823.444444,34.52777778,20.70755556
1,0,ROGERS PARK,FULLER PARK,1809.111111,40.88888889,25.71377778
1,0,ROGERS PARK,GRAND BOULEVARD,1860.888889,41.25,22.992
1,0,ROGERS PARK,KENWOOD,2103.666667,40.16666667,24.73066667
1,0,ROGERS PARK,HYDE PARK,1334,38.25,24.624
1,0,ROGERS PARK,WOODLAWN,2150.333333,46.33333333,29.35466667
1,0,ROGERS PARK,SOUTH SHORE,2161,47.9375,30.432
1,0,ROGERS PARK,CHATHAM,2153,52.78571429,34
1,0,ROGERS PARK,SOUTH CHICAGO,2419.5,51,32.512
1,0,ROGERS PARK,ROSELAND,2508.272727,60.77272727,39.60145455
1,0,ROGERS PARK,PULLMAN,2288,61.75,40.096
1,0,ROGERS PARK,SOUTH DEERING,3463,60.75,37.76
1,0,ROGERS PARK,GARFIELD RIDGE,2104.071429,51.46428571,26.32285714
1,0,ROGERS PARK,ARCHER HEIGHTS,1989,48.5,31.488
1,0,ROGERS PARK,BRIGHTON PARK,2419.4,47.5,29.8336
1,0,ROGERS PARK,MCKINLEY PARK,1740,36.75,22.4
1,0,ROGERS PARK,NEW CITY,1950.6,45.45,28.7808
1,0,ROGERS PARK,GAGE PARK,2010,50,32.448
1,0,ROGERS PARK,CHICAGO LAWN,2480.666667,53.54166667,34.208
1,0,ROGERS PARK,WEST ENGLEWOOD,2453.6,52.1,33.2672
1,0,ROGERS PARK,ENGLEWOOD,1880.9,42.051,27.3744
1,0,ROGERS PARK,GREATER GRAND CROSSING,2201.428571,51.17857143,32.60114286
1,0,ROGERS PARK,ASHBURN,2480.6,60,38.9216
1,0,ROGERS PARK,AUBURN GRESHAM,2269.333333,54.66666667,35.376
1,0,ROGERS PARK,WASHINGTON HEIGHTS,2103,57.28571429,37.62285714
1,0,ROGERS PARK,MORGAN PARK,3624,64.5,40.192
1,0,ROGERS PARK,OHARE,1953.072727,37.6030303,20.49008485
1,0,ROGERS PARK,EDGEWATER,407.5375375,7.323573574,2.294726727
1,0,WEST RIDGE,ROGERS PARK,658.6319218,7.747557003,2.637602606
1,0,WEST RIDGE,WEST RIDGE,565.827768,8.322513181,2.674137083
1,0,WEST RIDGE,UPTOWN,852.8859649,11.41447368,4.594105263
1,0,WEST RIDGE,LINCOLN SQUARE,483.0231214,8.420520231,2.894797688
1,0,WEST RIDGE,NORTH CENTER,844.1730769,12.36538462,4.843076923
1,0,WEST RIDGE,LAKE VIEW,1724.868852,20.1557377,7.916852459
1,0,WEST RIDGE,LINCOLN PARK,1175.384615,20.28846154,9.956102564
1,0,WEST RIDGE,NEAR NORTH SIDE,1169.636816,23.94776119,11.53281592
1,0,WEST RIDGE,NORWOOD PARK,1194.714286,19.89285714,11.16114286
1,0,WEST RIDGE,JEFFERSON PARK,1024.941176,16.80882353,7.150117647
1,0,WEST RIDGE,FOREST GLEN,598.5,10.28947368,4.257684211
1,0,WEST RIDGE,NORTH PARK,488.9361702,8.446808511,2.851574468
1,0,WEST RIDGE,ALBANY PARK,609.6415094,10.56603774,3.707924528
1,0,WEST RIDGE,PORTAGE PARK,1647.619048,24.83333333,13.5447619
1,0,WEST RIDGE,IRVING PARK,1197.684211,16.55263158,7.809964912
1,0,WEST RIDGE,DUNNING,1631,25.25,14.16
1,0,WEST RIDGE,BELMONT CRAGIN,1733.1,25,12.4912
1,0,WEST RIDGE,AVONDALE,1114.35,16.525,7.9544
1,0,WEST RIDGE,LOGAN SQUARE,1368,19.23684211,8.567578947
1,0,WEST RIDGE,HUMBOLDT PARK,1654.333333,29,17.14133333
1,0,WEST RIDGE,WEST TOWN,2989.394737,23,10.99957895
1,0,WEST RIDGE,AUSTIN,1950.333333,35,21.34933333
1,0,WEST RIDGE,WEST GARFIELD PARK,1659.5,42,26.808
1,0,WEST RIDGE,EAST GARFIELD PARK,1623,35.75,21.872
1,0,WEST RIDGE,NEAR WEST SIDE,1388.515152,26.72727273,12.59733333
1,0,WEST RIDGE,SOUTH LAWNDALE,1380,28.5,0.96
1,0,WEST RIDGE,LOWER WEST SIDE,1820,30.625,17.776
1,0,WEST RIDGE,LOOP,1573.6875,24.140625,12.479
1,0,WEST RIDGE,NEAR SOUTH SIDE,2144.5,24.42857143,14.29942857
1,0,WEST RIDGE,ARMOUR SQUARE,1418.666667,34.5,21.648
1,0,WEST RIDGE,OAKLAND,1490.75,37.125,23.292
1,0,WEST RIDGE,FULLER PARK,2074.4,44.25,27.3536
1,0,WEST RIDGE,GRAND BOULEVARD,1791.5,39.125,24.448
1,0,WEST RIDGE,KENWOOD,1941,48.375,31.416
1,0,WEST RIDGE,WASHINGTON PARK,3840,70.75,46.08
1,0,WEST RIDGE,HYDE PARK,1502.5,37.3125,23.54
1,0,WEST RIDGE,WOODLAWN,1700.333333,44.41666667,28.656
1,0,WEST RIDGE,SOUTH SHORE,1997,45.625,28.856
1,0,WEST RIDGE,CHATHAM,2372.333333,54,35.104
1,0,WEST RIDGE,SOUTH CHICAGO,2112.8,51.15,33.088
1,0,WEST RIDGE,ROSELAND,2935,62.75,40.36
1,0,WEST RIDGE,PULLMAN,2764,63.25,41.024
1,0,WEST RIDGE,GARFIELD RIDGE,2113.411765,50.17647059,29.96423529
1,0,WEST RIDGE,ARCHER HEIGHTS,3011,44.75,26.736
1,0,WEST RIDGE,BRIGHTON PARK,2461,46.75,29.12
1,0,WEST RIDGE,CLEARING,2402,49.75,30.96
1,0,WEST RIDGE,CHICAGO LAWN,2440,56.25,36.64
1,0,WEST RIDGE,WEST ENGLEWOOD,3667.6,60.8,36.6496
1,0,WEST RIDGE,ENGLEWOOD,2251.6,47.65,27.0416
1,0,WEST RIDGE,GREATER GRAND CROSSING,2442,54.33333333,34.72
1,0,WEST RIDGE,AUBURN GRESHAM,2395.5,54.375,34.656
1,0,WEST RIDGE,WASHINGTON HEIGHTS,2183.666667,58.54166667,38.608
1,0,WEST RIDGE,OHARE,1727.284946,33.97446237,17.18993548
1,0,WEST RIDGE,EDGEWATER,474.8148148,7.68595679,2.393925926
1,0,UPTOWN,ROGERS PARK,764.0559006,12.07763975,4.56715528
1,0,UPTOWN,WEST RIDGE,802.9150943,12.20754717,5.031396226
1,0,UPTOWN,UPTOWN,397.585209,7.079311897,2.283359486
1,0,UPTOWN,LINCOLN SQUARE,517.218845,8.265197568,2.874942249
1,0,UPTOWN,NORTH CENTER,572.5486726,9.269911504,3.234548673
1,0,UPTOWN,LAKE VIEW,481.6372141,8.143970894,2.765471933
1,0,UPTOWN,LINCOLN PARK,934.3293413,12.57260479,5.532934132
1,0,UPTOWN,NEAR NORTH SIDE,719.1960784,16.18252595,7.508650519
1,0,UPTOWN,EDISON PARK,780,17.75,10.08
1,0,UPTOWN,NORWOOD PARK,1823.4,28.8,16.2336
1,0,UPTOWN,JEFFERSON PARK,1317.351351,18.87162162,8.377513514
1,0,UPTOWN,FOREST GLEN,1395.333333,21,9.450666667
1,0,UPTOWN,NORTH PARK,907.6052632,12.47368421,5.337684211
1,0,UPTOWN,ALBANY PARK,736.6441718,11.61196319,4.567067485
1,0,UPTOWN,PORTAGE PARK,1609.121212,20.74242424,8.992969697
1,0,UPTOWN,IRVING PARK,852.7111111,13.93703704,6.056888889
1,0,UPTOWN,DUNNING,1260,20,11.2
1,0,UPTOWN,BELMONT CRAGIN,1769.2,25.925,12.0864
1,0,UPTOWN,HERMOSA,1724.571429,20.71428571,10.17371429
1,0,UPTOWN,AVONDALE,960.6382979,14.75,6.872510638
1,0,UPTOWN,LOGAN SQUARE,1229.923077,19.13461538,9.621333333
1,0,UPTOWN,HUMBOLDT PARK,1412.888889,21.33333333,9.025777778
1,0,UPTOWN,WEST TOWN,1363.673684,22.89210526,11.64901053
1,0,UPTOWN,AUSTIN,1809.2,30.85,17.9872
1,0,UPTOWN,WEST GARFIELD PARK,1332,34.5,21.65866667
1,0,UPTOWN,EAST GARFIELD PARK,2144.8,31.65,16.7136
1,0,UPTOWN,NEAR WEST SIDE,1069.182857,22.53571429,11.07858286
1,0,UPTOWN,NORTH LAWNDALE,1679,34.3125,16.272
1,0,UPTOWN,LOWER WEST SIDE,1420.25,30.875,18.56
1,0,UPTOWN,LOOP,932.6989967,20.1680602,10.32604682
1,0,UPTOWN,NEAR SOUTH SIDE,1107.98,23.225,11.68416
1,0,UPTOWN,ARMOUR SQUARE,1275.5,29.73214286,17.86057143
1,0,UPTOWN,DOUGLAS,1355.1,31.475,17.2816
1,0,UPTOWN,OAKLAND,1860,33.25,10.24
1,0,UPTOWN,FULLER PARK,1555,36.03571429,22.128
1,0,UPTOWN,GRAND BOULEVARD,1245.666667,31.41666667,13.26826667
1,0,UPTOWN,KENWOOD,1349.037037,31.99074074,19.97688889
1,0,UPTOWN,WASHINGTON PARK,1556.5,38.5625,18.956
1,0,UPTOWN,HYDE PARK,1352,33.54166667,20.61066667
1,0,UPTOWN,WOODLAWN,1631.666667,38.27777778,23.67525926
1,0,UPTOWN,SOUTH SHORE,1755.142857,40.89285714,25.61828571
1,0,UPTOWN,CHATHAM,1583.888889,44.25,19.41155556
1,0,UPTOWN,AVALON PARK,3114.666667,53.25,29.648
1,0,UPTOWN,SOUTH CHICAGO,1760,43.375,27.808
1,0,UPTOWN,CALUMET HEIGHTS,1890,52,34
1,0,UPTOWN,ROSELAND,1690.214286,49.64285714,32.48
1,0,UPTOWN,SOUTH DEERING,2067,47.25,29.88
1,0,UPTOWN,WEST PULLMAN,2092,56.5,37.376
1,0,UPTOWN,GARFIELD RIDGE,1792.037037,44.79938272,23.27012346
1,0,UPTOWN,MCKINLEY PARK,2349,35.83333333,13.94666667
1,0,UPTOWN,BRIDGEPORT,1332,32.25,19.912
1,0,UPTOWN,NEW CITY,1458.5,35.25,21.92
1,0,UPTOWN,WEST ELSDON,3383,53.5,31.76
1,0,UPTOWN,CLEARING,2160,44.25,1.76
1,0,UPTOWN,WEST ENGLEWOOD,2326,51,32.68
1,0,UPTOWN,ENGLEWOOD,1348.5,37.3125,23.584
1,0,UPTOWN,GREATER GRAND CROSSING,1591.272727,41.70454545,26.48872727
1,0,UPTOWN,AUBURN GRESHAM,2181.571429,49.75,31.49257143
1,0,UPTOWN,BEVERLY,2733.666667,57.08333333,36.04266667
1,0,UPTOWN,OHARE,1804.87381,37.13571429,20.69169524
1,0,UPTOWN,EDGEWATER,528.232852,7.469765343,2.452043321
1,0,LINCOLN SQUARE,ROGERS PARK,917.045977,12.68390805,5.599264368
1,0,LINCOLN SQUARE,WEST RIDGE,566.7037037,8.946296296,3.081837037
1,0,LINCOLN SQUARE,UPTOWN,506.4216216,8.190540541,2.952648649
1,0,LINCOLN SQUARE,LINCOLN SQUARE,417.9635417,7.469401042,2.450541667
1,0,LINCOLN SQUARE,NORTH CENTER,374.1590909,6.417613636,1.925272727
1,0,LINCOLN SQUARE,LAKE VIEW,848.1647059,12.10588235,4.739388235
1,0,LINCOLN SQUARE,LINCOLN PARK,877.9393939,13.0719697,5.913212121
1,0,LINCOLN SQUARE,NEAR NORTH SIDE,1063.325,22.04375,10.675
1,0,LINCOLN SQUARE,EDISON PARK,1449,22.5,12.896
1,0,LINCOLN SQUARE,NORWOOD PARK,1060.818182,17.82954545,9.666909091
1,0,LINCOLN SQUARE,JEFFERSON PARK,945.0909091,14.34090909,6.660363636
1,0,LINCOLN SQUARE,FOREST GLEN,1100.823529,16.5,7.851294118
1,0,LINCOLN SQUARE,NORTH PARK,574.6176471,8.889705882,3.258352941
1,0,LINCOLN SQUARE,ALBANY PARK,492.5277778,8.222222222,2.814518519
1,0,LINCOLN SQUARE,PORTAGE PARK,1000.52,15.96,7.57312
1,0,LINCOLN SQUARE,IRVING PARK,604.0724638,9.442028986,3.579362319
1,0,LINCOLN SQUARE,DUNNING,1259.5,19.375,10.52
1,0,LINCOLN SQUARE,MONTCLARE,1620,24,12.96
1,0,LINCOLN SQUARE,BELMONT CRAGIN,1550.416667,21.375,10.36133333
1,0,LINCOLN SQUARE,HERMOSA,1624,21.25,11.232
1,0,LINCOLN SQUARE,AVONDALE,874.2727273,13.29545455,5.856
1,0,LINCOLN SQUARE,LOGAN SQUARE,782.5319149,12.03723404,4.545021277
1,0,LINCOLN SQUARE,HUMBOLDT PARK,1403.285714,21.53571429,10.16
1,0,LINCOLN SQUARE,WEST TOWN,1138.177778,17.95,7.9616
1,0,LINCOLN SQUARE,AUSTIN,1800,37,1.28
1,0,LINCOLN SQUARE,EAST GARFIELD PARK,1687.25,26.125,14.484
1,0,LINCOLN SQUARE,NEAR WEST SIDE,1399.787234,23.97340426,12.30740426
1,0,LINCOLN SQUARE,NORTH LAWNDALE,1620,24.75,0.8
1,0,LINCOLN SQUARE,SOUTH LAWNDALE,1140,22.5,12.96
1,0,LINCOLN SQUARE,LOOP,1402.25,23.76875,12.7808
1,0,LINCOLN SQUARE,NEAR SOUTH SIDE,1281.714286,23.89285714,13.43542857
1,0,LINCOLN SQUARE,ARMOUR SQUARE,1373,29.5,17.584
1,0,LINCOLN SQUARE,FULLER PARK,1517,35.5,22.032
1,0,LINCOLN SQUARE,WASHINGTON PARK,3116.666667,49.5,28.61866667
1,0,LINCOLN SQUARE,HYDE PARK,1454,40,25.6
1,0,LINCOLN SQUARE,WOODLAWN,1993.666667,44.5,27.90933333
1,0,LINCOLN SQUARE,CHATHAM,1995.75,48,30.664
1,0,LINCOLN SQUARE,SOUTH CHICAGO,2280,49,1.92
1,0,LINCOLN SQUARE,GARFIELD RIDGE,1969.638889,48.63888889,27.11155556
1,0,LINCOLN SQUARE,NEW CITY,2842,36,20.848
1,0,LINCOLN SQUARE,CHICAGO LAWN,1920,40.75,1.44
1,0,LINCOLN SQUARE,ENGLEWOOD,1493,40.25,25.888
1,0,LINCOLN SQUARE,GREATER GRAND CROSSING,1623.666667,42.83333333,27.424
1,0,LINCOLN SQUARE,ASHBURN,1873,55,36.032
1,0,LINCOLN SQUARE,MORGAN PARK,2378.75,59,38.456
1,0,LINCOLN SQUARE,OHARE,1642.79397,31.96482412,17.74134673
1,0,LINCOLN SQUARE,EDGEWATER,598.1032258,9.130645161,3.393858065
1,0,NORTH CENTER,ROGERS PARK,983.5,15.75,7.933090909
1,0,NORTH CENTER,WEST RIDGE,845.5714286,13.42857143,5.078857143
1,0,NORTH CENTER,UPTOWN,564.1016949,8.618644068,2.836610169
1,0,NORTH CENTER,LINCOLN SQUARE,403.9351852,6.775462963,2.137037037
1,0,NORTH CENTER,NORTH CENTER,392.7216495,7.099226804,2.303752577
1,0,NORTH CENTER,LAKE VIEW,539.9787234,8.106382979,2.774921986
1,0,NORTH CENTER,LINCOLN PARK,717.6744186,10.4505814,3.633302326
1,0,NORTH CENTER,NEAR NORTH SIDE,908.0072464,17.13224638,8.374376812
1,0,NORTH CENTER,NORWOOD PARK,1008.56,21.81,12.66944
1,0,NORTH CENTER,JEFFERSON PARK,1029,15.5,7.416
1,0,NORTH CENTER,NORTH PARK,1413.6,17,4.8992
1,0,NORTH CENTER,ALBANY PARK,765.85,11.65,4.6264
1,0,NORTH CENTER,PORTAGE PARK,934.5217391,14.59782609,6.061913043
1,0,NORTH CENTER,IRVING PARK,426.9367089,8.287974684,2.647696203
1,0,NORTH CENTER,DUNNING,1501.5,21.375,6.864
1,0,NORTH CENTER,MONTCLARE,2583,27.5,13.152
1,0,NORTH CENTER,BELMONT CRAGIN,1037.769231,16.19230769,6.438153846
1,0,NORTH CENTER,AVONDALE,486.2025316,7.886075949,2.319392405
1,0,NORTH CENTER,LOGAN SQUARE,572.4606742,8.887640449,2.628314607
1,0,NORTH CENTER,HUMBOLDT PARK,2388.25,22.5,7.824
1,0,NORTH CENTER,WEST TOWN,889.030303,12.67424242,5.178666667
1,0,NORTH CENTER,AUSTIN,1717.5,22.5,11.608
1,0,NORTH CENTER,WEST GARFIELD PARK,4800,60,2.08
1,0,NORTH CENTER,EAST GARFIELD PARK,1320,18.25,8.8
1,0,NORTH CENTER,NEAR WEST SIDE,1090.96,18.95,7.26912
1,0,NORTH CENTER,NORTH LAWNDALE,1320,29,17.76
1,0,NORTH CENTER,SOUTH LAWNDALE,1320,37.5,23.84
1,0,NORTH CENTER,LOWER WEST SIDE,903.6666667,21.58333333,12.55466667
1,0,NORTH CENTER,LOOP,3833.26087,20.69565217,9.78573913
1,0,NORTH CENTER,NEAR SOUTH SIDE,1640.545455,25.70454545,14.77963636
1,0,NORTH CENTER,DOUGLAS,2910,30.25,18.32
1,0,NORTH CENTER,OAKLAND,1440,33.25,1.12
1,0,NORTH CENTER,GRAND BOULEVARD,1360.5,31.375,19.176
1,0,NORTH CENTER,KENWOOD,1620,36.25,1.28
1,0,NORTH CENTER,HYDE PARK,1808.5,38.125,23.744
1,0,NORTH CENTER,WOODLAWN,2490,46.875,28.8
1,0,NORTH CENTER,SOUTH SHORE,1380,42.25,27.52
1,0,NORTH CENTER,BURNSIDE,2383,47.25,29.472
1,0,NORTH CENTER,GARFIELD RIDGE,1843.724138,42.47413793,22.31944828
1,0,NORTH CENTER,BRIGHTON PARK,1140,28.5,17.12
1,0,NORTH CENTER,BRIDGEPORT,720,24.5,0.8
1,0,NORTH CENTER,GAGE PARK,2391,30.75,16.752
1,0,NORTH CENTER,CLEARING,1740,44.25,27.68
1,0,NORTH CENTER,ENGLEWOOD,1222,32.5,20.352
1,0,NORTH CENTER,OHARE,1400.471264,34.04166667,17.9485977
1,0,NORTH CENTER,EDGEWATER,676.64,11.03,4.24896
1,0,LAKE VIEW,ROGERS PARK,912.6772908,16.22310757,7.378868526
1,0,LAKE VIEW,WEST RIDGE,1073.385417,17.15104167,7.459833333
1,0,LAKE VIEW,UPTOWN,441.5228216,7.819946651,2.592986366
1,0,LAKE VIEW,LINCOLN SQUARE,778.2287823,11.96771218,4.871498155
1,0,LAKE VIEW,NORTH CENTER,534.5229885,8.737068966,3.060321839
1,0,LAKE VIEW,LAKE VIEW,329.1754793,6.243206236,1.747849168
1,0,LAKE VIEW,LINCOLN PARK,456.4957544,7.7865774,2.561651208
1,0,LAKE VIEW,NEAR NORTH SIDE,655.0678131,12.57748215,5.371390006
1,0,LAKE VIEW,EDISON PARK,1020,24,13.92
1,0,LAKE VIEW,NORWOOD PARK,1640.238095,29.7797619,16.78285714
1,0,LAKE VIEW,JEFFERSON PARK,1412.16,25.84,14.28608
1,0,LAKE VIEW,FOREST GLEN,1506.875,24.125,9.912
1,0,LAKE VIEW,NORTH PARK,1086.666667,16.43333333,7.0416
1,0,LAKE VIEW,ALBANY PARK,981.9934641,15.05718954,6.451137255
1,0,LAKE VIEW,PORTAGE PARK,1249.567164,19.05597015,8.188895522
1,0,LAKE VIEW,IRVING PARK,790.9583333,12.52323718,4.941538462
1,0,LAKE VIEW,DUNNING,1462.5,23.01388889,9.608
1,0,LAKE VIEW,MONTCLARE,1621,32.16666667,19.504
1,0,LAKE VIEW,BELMONT CRAGIN,1355.52459,20.03688525,9.28
1,0,LAKE VIEW,HERMOSA,1409.804878,19.70731707,8.929170732
1,0,LAKE VIEW,AVONDALE,821.1518519,12.00555556,4.873185185
1,0,LAKE VIEW,LOGAN SQUARE,888.1995074,13.30480296,5.337931034
1,0,LAKE VIEW,HUMBOLDT PARK,1239.5,18.37019231,8.320923077
1,0,LAKE VIEW,WEST TOWN,958.9916318,15.3624477,6.753372385
1,0,LAKE VIEW,AUSTIN,1834.875,34.3125,13.802
1,0,LAKE VIEW,WEST GARFIELD PARK,1463,28.25,16.88
1,0,LAKE VIEW,EAST GARFIELD PARK,1422.8,22.85,9.2384
1,0,LAKE VIEW,NEAR WEST SIDE,1061.041667,18.88467262,8.704642857
1,0,LAKE VIEW,NORTH LAWNDALE,1492,27.2,15.28
1,0,LAKE VIEW,SOUTH LAWNDALE,1839.461538,36.84615385,20.57969231
1,0,LAKE VIEW,LOWER WEST SIDE,1394.270833,27.33854167,13.63666667
1,0,LAKE VIEW,LOOP,837.8955672,16.37235162,7.66585124
1,0,LAKE VIEW,NEAR SOUTH SIDE,1050.541818,20.76090909,13.75598545
1,0,LAKE VIEW,ARMOUR SQUARE,1128.181818,23.21590909,12.99563636
1,0,LAKE VIEW,DOUGLAS,1202.533333,27.13333333,13.89973333
1,0,LAKE VIEW,OAKLAND,1552,32.05,19.2224
1,0,LAKE VIEW,FULLER PARK,1138.666667,30.5,18.93866667
1,0,LAKE VIEW,GRAND BOULEVARD,2049,34.75,15.10577778
1,0,LAKE VIEW,KENWOOD,1182,29.625,15.1056
1,0,LAKE VIEW,WASHINGTON PARK,1708.875,33.125,17.33
1,0,LAKE VIEW,HYDE PARK,1465.75,32.640625,17.514
1,0,LAKE VIEW,WOODLAWN,1436.2,34.625,19.6272
1,0,LAKE VIEW,SOUTH SHORE,1559,35.86363636,22.18909091
1,0,LAKE VIEW,CHATHAM,1723,39.83333333,25.264
1,0,LAKE VIEW,SOUTH CHICAGO,2341,46.08333333,28.688
1,0,LAKE VIEW,CALUMET HEIGHTS,1620,40.5,1.6
1,0,LAKE VIEW,ROSELAND,1968.071429,51.46428571,33.05942857
1,0,LAKE VIEW,PULLMAN,2271,51.5,32.96
1,0,LAKE VIEW,WEST PULLMAN,1790,52.75,34.736
1,0,LAKE VIEW,GARFIELD RIDGE,1755.675241,42.47025723,23.1502508
1,0,LAKE VIEW,ARCHER HEIGHTS,1713.25,37.3125,22.996
1,0,LAKE VIEW,BRIGHTON PARK,1482.571429,34.53571429,15.64114286
1,0,LAKE VIEW,MCKINLEY PARK,1328.5,29.3125,17.916
1,0,LAKE VIEW,BRIDGEPORT,1411.933333,30.68333333,15.15733333
1,0,LAKE VIEW,NEW CITY,1427.25,32.71875,15.47
1,0,LAKE VIEW,GAGE PARK,1680,40.25,24.16
1,0,LAKE VIEW,CLEARING,1744,42.2,26.8352
1,0,LAKE VIEW,WEST LAWN,1963,46.75,29.944
1,0,LAKE VIEW,CHICAGO LAWN,2295,42,26.4
1,0,LAKE VIEW,WEST ENGLEWOOD,1853.333333,38.58333333,23.52533333
1,0,LAKE VIEW,ENGLEWOOD,1456.25,36.90625,23.314
1,0,LAKE VIEW,GREATER GRAND CROSSING,1890.111111,41.75,25.81155556
1,0,LAKE VIEW,ASHBURN,2001,44.5,28.656
1,0,LAKE VIEW,AUBURN GRESHAM,2027.333333,44.97222222,25.42044444
1,0,LAKE VIEW,BEVERLY,2040,50.75,1.92
1,0,LAKE VIEW,WASHINGTON HEIGHTS,1622.4,45.15,29.0656
1,0,LAKE VIEW,MOUNT GREENWOOD,1980,54,2.08
1,0,LAKE VIEW,MORGAN PARK,2324.5,53,33.576
1,0,LAKE VIEW,OHARE,1757.182862,38.42827085,21.17109717
1,0,LAKE VIEW,EDGEWATER,637.2159091,11.77335859,4.703171717
1,0,LINCOLN PARK,ROGERS PARK,1008.4375,19.71875,9.805333333
1,0,LINCOLN PARK,WEST RIDGE,2546.714286,27.97857143,10.43474286
1,0,LINCOLN PARK,UPTOWN,870.0456621,13.65410959,5.07660274
1,0,LINCOLN PARK,LINCOLN SQUARE,1089.243243,16.22972973,6.901189189
1,0,LINCOLN PARK,NORTH CENTER,1064.364583,13.15625,4.202166667
1,0,LINCOLN PARK,LAKE VIEW,477.9018287,7.814244466,2.597728585
1,0,LINCOLN PARK,LINCOLN PARK,425.2637997,6.784178434,2.057468549
1,0,LINCOLN PARK,NEAR NORTH SIDE,551.4196007,8.950907441,3.17366824
1,0,LINCOLN PARK,EDISON PARK,1346,32.5,20.224
1,0,LINCOLN PARK,NORWOOD PARK,1179,28.875,16.4608
1,0,LINCOLN PARK,JEFFERSON PARK,1271.823529,25.66176471,14.14305882
1,0,LINCOLN PARK,FOREST GLEN,1593,27.125,14.94666667
1,0,LINCOLN PARK,NORTH PARK,1374.5,22.70833333,12.38666667
1,0,LINCOLN PARK,ALBANY PARK,1976.26087,18.85869565,7.352
1,0,LINCOLN PARK,PORTAGE PARK,1315.785714,22.23660714,12.04114286
1,0,LINCOLN PARK,IRVING PARK,1310.864,16.122,7.05344
1,0,LINCOLN PARK,DUNNING,1439,26.39285714,15.23428571
1,0,LINCOLN PARK,BELMONT CRAGIN,1195.121212,18.61363636,8.558545455
1,0,LINCOLN PARK,HERMOSA,1151,16.66176471,6.148705882
1,0,LINCOLN PARK,AVONDALE,870.1896552,13.36637931,5.27862069
1,0,LINCOLN PARK,LOGAN SQUARE,683.8513514,10.76238739,4.036828829
1,0,LINCOLN PARK,HUMBOLDT PARK,994.0666667,15.61666667,6.430933333
1,0,LINCOLN PARK,WEST TOWN,695.3901734,11.15028902,4.267421965
1,0,LINCOLN PARK,AUSTIN,1778.583333,26.95833333,12.38266667
1,0,LINCOLN PARK,WEST GARFIELD PARK,1277.666667,24.66666667,10.24533333
1,0,LINCOLN PARK,EAST GARFIELD PARK,1171.0625,21,8.958
1,0,LINCOLN PARK,NEAR WEST SIDE,886.9534368,13.6097561,7.689898004
1,0,LINCOLN PARK,NORTH LAWNDALE,1256.933333,26.65,12.33173333
1,0,LINCOLN PARK,SOUTH LAWNDALE,1320,27,13.46666667
1,0,LINCOLN PARK,LOWER WEST SIDE,1110.058824,20.64705882,10.66541176
1,0,LINCOLN PARK,LOOP,751.9408419,12.3811149,5.015098976
