,pickup_community_area,pickup_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
371,8,NEAR NORTH SIDE,5,Weekend/Holidays,32.30112979,20266,174.7068966
372,8,NEAR NORTH SIDE,12,Weekend/Holidays,20.51063137,60293,519.7672414
373,28,NEAR WEST SIDE,21,Weekend/Holidays,19.11140201,13308,114.7241379
374,31,LOWER WEST SIDE,10,Weekdays,19.64422857,404,3.482758621
375,63,GAGE PARK,5,Weekend/Holidays,27.6,11,0.094827586
376,11,JEFFERSON PARK,9,Weekend/Holidays,29.74128949,254,2.189655172
377,76,OHARE,12,Weekdays,39.11451354,47619,410.5086207
378,43,SOUTH SHORE,12,Weekdays,28.44531927,680,5.862068966
379,43,SOUTH SHORE,11,Weekdays,23.65735742,856,7.379310345
380,43,SOUTH SHORE,4,Weekdays,53.21448896,187,1.612068966
381,42,WOODLAWN,13,Weekdays,21.78353319,505,4.353448276
382,39,KENWOOD,1,Weekdays,23.23434579,52,0.448275862
383,39,KENWOOD,15,Weekend/Holidays,17.66255795,293,2.525862069
384,44,CHATHAM,11,Weekdays,28.36004975,639,5.50862069
385,38,GRAND BOULEVARD,20,Weekend/Holidays,11.25118743,113,0.974137931
386,33,NEAR SOUTH SIDE,5,Weekend/Holidays,46.8133797,864,7.448275862
387,49,ROSELAND,11,Weekdays,34.1101149,474,4.086206897
388,8,NEAR NORTH SIDE,15,Weekend/Holidays,17.14215064,66011,569.0603448
389,34,ARMOUR SQUARE,3,Weekdays,38.10502124,84,0.724137931
390,60,BRIDGEPORT,5,Weekdays,44.07199608,60,0.517241379
391,7,LINCOLN PARK,4,Weekdays,39.90001559,1793,15.45689655
392,6,LAKE VIEW,1,Weekdays,20.76064099,8345,71.93965517
393,5,NORTH CENTER,9,Weekdays,18.35405351,1279,11.02586207
394,27,EAST GARFIELD PARK,8,Weekdays,31.4769579,666,5.74137931
395,16,IRVING PARK,4,Weekdays,25.86746789,740,6.379310345
396,13,NORTH PARK,6,Weekdays,26.89616144,210,1.810344828
397,20,HERMOSA,8,Weekdays,16.05564355,335,2.887931034
398,15,PORTAGE PARK,4,Weekend/Holidays,30.42230352,189,1.629310345
399,15,PORTAGE PARK,2,Weekend/Holidays,25.44329796,224,1.931034483
400,15,PORTAGE PARK,9,Weekdays,18.15428231,820,7.068965517
401,10,NORWOOD PARK,10,Weekdays,27.4964111,513,4.422413793
402,17,DUNNING,23,Weekend/Holidays,16.78631306,38,0.327586207
403,1,ROGERS PARK,12,Weekdays,23.46881812,1715,14.78448276
404,1,ROGERS PARK,3,Weekdays,24.77351437,1881,16.21551724
405,24,WEST TOWN,21,Weekend/Holidays,18.76610261,2311,19.92241379
406,24,WEST TOWN,3,Weekdays,23.43524838,2144,18.48275862
407,4,LINCOLN SQUARE,0,Weekend/Holidays,14.22998625,714,6.155172414
408,4,LINCOLN SQUARE,12,Weekend/Holidays,17.97803065,588,5.068965517
409,4,LINCOLN SQUARE,10,Weekdays,21.91482857,2115,18.23275862
410,4,LINCOLN SQUARE,21,Weekdays,16.0741781,1047,9.025862069
411,22,LOGAN SQUARE,3,Weekend/Holidays,22.94925844,1952,16.82758621
412,21,AVONDALE,3,Weekend/Holidays,22.07516544,355,3.060344828
413,21,AVONDALE,0,Weekend/Holidays,20.83855288,437,3.767241379
414,14,ALBANY PARK,20,Weekdays,13.82861009,592,5.103448276
415,14,ALBANY PARK,17,Weekdays,12.73738624,624,5.379310345
416,29,NORTH LAWNDALE,16,Weekend/Holidays,28.41618677,74,0.637931034
417,41,HYDE PARK,12,Weekdays,27.53671759,3349,28.87068966
418,3,UPTOWN,16,Weekend/Holidays,18.3336037,2025,17.45689655
419,3,UPTOWN,16,Weekdays,16.85066098,5545,47.80172414
420,6,LAKE VIEW,23,Weekend/Holidays,18.65825356,8343,71.92241379
421,2,WEST RIDGE,0,Weekend/Holidays,10.19496014,562,4.844827586
422,56,GARFIELD RIDGE,22,Weekdays,37.84223762,12983,111.9224138
423,76,OHARE,4,Weekdays,49.78067022,2043,17.61206897
424,43,SOUTH SHORE,17,Weekdays,20.09964595,348,3
425,39,KENWOOD,14,Weekend/Holidays,15.09876449,413,3.560344828
426,35,DOUGLAS,11,Weekend/Holidays,23.15128215,616,5.310344828
427,35,DOUGLAS,17,Weekdays,14.03794335,1285,11.07758621
428,32,LOOP,6,Weekdays,32.65945069,33926,292.4655172
429,7,LINCOLN PARK,14,Weekend/Holidays,16.63772295,4536,39.10344828
430,71,AUBURN GRESHAM,12,Weekend/Holidays,34.00760081,128,1.103448276
431,71,AUBURN GRESHAM,14,Weekend/Holidays,25.34134197,115,0.99137931
432,5,NORTH CENTER,5,Weekdays,36.34196503,734,6.327586207
433,5,NORTH CENTER,5,Weekend/Holidays,25.23439185,327,2.818965517
434,5,NORTH CENTER,1,Weekend/Holidays,21.12644115,526,4.534482759
435,70,ASHBURN,11,Weekdays,23.85819269,216,1.862068966
436,74,MOUNT GREENWOOD,8,Weekdays,37.13947163,12,0.103448276
437,16,IRVING PARK,3,Weekend/Holidays,17.30624217,861,7.422413793
438,13,NORTH PARK,22,Weekdays,21.36473859,171,1.474137931
439,12,FOREST GLEN,11,Weekdays,28.45666528,241,2.077586207
440,12,FOREST GLEN,15,Weekdays,17.64285283,270,2.327586207
441,15,PORTAGE PARK,6,Weekend/Holidays,34.72227633,153,1.318965517
442,9,EDISON PARK,5,Weekdays,34.85489416,180,1.551724138
443,72,BEVERLY,22,Weekdays,33.82704305,5,0.043103448
444,53,WEST PULLMAN,7,Weekend/Holidays,56.8857039,122,1.051724138
445,1,ROGERS PARK,14,Weekdays,20.09744832,1666,14.36206897
446,1,ROGERS PARK,18,Weekdays,16.78238902,1080,9.310344828
447,24,WEST TOWN,1,Weekdays,18.06062261,2472,21.31034483
448,24,WEST TOWN,15,Weekend/Holidays,19.40712933,1669,14.38793103
449,21,AVONDALE,1,Weekend/Holidays,19.82907867,441,3.801724138
450,14,ALBANY PARK,11,Weekdays,21.45531546,934,8.051724138
451,14,ALBANY PARK,1,Weekend/Holidays,24.8854486,729,6.284482759
452,14,ALBANY PARK,13,Weekdays,17.52083825,995,8.577586207
453,11,JEFFERSON PARK,19,Weekdays,17.74283552,1461,12.59482759
454,4,LINCOLN SQUARE,5,Weekdays,32.63112036,874,7.534482759
455,16,IRVING PARK,5,Weekend/Holidays,29.85515474,450,3.879310345
456,29,NORTH LAWNDALE,16,Weekdays,19.7777668,259,2.232758621
457,72,BEVERLY,21,Weekend/Holidays,39.48655802,8,0.068965517
458,49,ROSELAND,13,Weekdays,33.89238104,364,3.137931034
459,41,HYDE PARK,17,Weekend/Holidays,26.65359696,1265,10.90517241
460,73,WASHINGTON HEIGHTS,13,Weekdays,36.90222173,342,2.948275862
461,22,LOGAN SQUARE,7,Weekend/Holidays,28.55615708,306,2.637931034
462,47,BURNSIDE,11,Weekdays,32.16852632,108,0.931034483
463,14,ALBANY PARK,21,Weekdays,15.57366512,680,5.862068966
464,46,SOUTH CHICAGO,12,Weekdays,31.27714667,288,2.482758621
465,60,BRIDGEPORT,23,Weekend/Holidays,28.81347394,55,0.474137931
466,7,LINCOLN PARK,19,Weekdays,15.63621747,11352,97.86206897
467,5,NORTH CENTER,22,Weekdays,22.26972676,813,7.00862069
468,21,AVONDALE,18,Weekdays,14.82657872,1293,11.14655172
469,13,NORTH PARK,20,Weekdays,11.35827733,319,2.75
470,32,LOOP,13,Weekend/Holidays,19.67704936,37014,319.0862069
471,14,ALBANY PARK,6,Weekdays,27.86285206,774,6.672413793
472,66,CHICAGO LAWN,6,Weekdays,36.33658795,104,0.896551724
473,11,JEFFERSON PARK,8,Weekdays,18.16793683,1012,8.724137931
474,36,OAKLAND,8,Weekdays,23.18303369,230,1.982758621
475,35,DOUGLAS,16,Weekdays,14.01584625,1387,11.95689655
476,49,ROSELAND,12,Weekdays,36.5172259,466,4.017241379
477,32,LOOP,4,Weekdays,51.3404686,5474,47.18965517
478,34,ARMOUR SQUARE,16,Weekdays,18.63099378,711,6.129310345
479,34,ARMOUR SQUARE,20,Weekdays,20.092119,553,4.767241379
480,75,MORGAN PARK,5,Weekdays,60.51229388,128,1.103448276
481,24,WEST TOWN,20,Weekend/Holidays,16.73019088,2212,19.06896552
482,5,NORTH CENTER,7,Weekdays,19.94736788,1415,12.19827586
483,22,LOGAN SQUARE,18,Weekdays,15.07049529,1633,14.07758621
484,22,LOGAN SQUARE,12,Weekdays,19.35657378,1472,12.68965517
485,21,AVONDALE,17,Weekdays,14.28849736,1391,11.99137931
486,57,ARCHER HEIGHTS,11,Weekdays,27.89966585,55,0.474137931
487,56,GARFIELD RIDGE,3,Weekdays,34.40412161,649,5.594827586
488,18,MONTCLARE,4,Weekdays,47.33113139,55,0.474137931
489,34,ARMOUR SQUARE,0,Weekdays,27.16125082,177,1.525862069
490,46,SOUTH CHICAGO,10,Weekdays,30.48989831,289,2.49137931
491,28,NEAR WEST SIDE,17,Weekend/Holidays,16.86309716,14729,126.9741379
492,55,HEGEWISCH,16,Weekdays,38.96278984,15,0.129310345
493,39,KENWOOD,11,Weekend/Holidays,26.56234178,415,3.577586207
494,44,CHATHAM,13,Weekdays,24.68980004,515,4.439655172
495,53,WEST PULLMAN,8,Weekdays,28.89759022,458,3.948275862
496,24,WEST TOWN,13,Weekend/Holidays,17.66311857,1368,11.79310345
497,20,HERMOSA,10,Weekdays,19.10187278,200,1.724137931
498,25,AUSTIN,2,Weekend/Holidays,33.59488961,51,0.439655172
499,24,WEST TOWN,14,Weekend/Holidays,18.25948655,1362,11.74137931
500,2,WEST RIDGE,5,Weekdays,36.29769647,1021,8.801724138
501,33,NEAR SOUTH SIDE,1,Weekdays,15.57835202,1017,8.767241379
502,77,EDGEWATER,2,Weekend/Holidays,16.52144388,967,8.336206897
503,77,EDGEWATER,3,Weekdays,24.43556056,781,6.732758621
504,4,LINCOLN SQUARE,17,Weekdays,15.53742346,1802,15.53448276
505,2,WEST RIDGE,10,Weekdays,20.31560392,2591,22.3362069
506,11,JEFFERSON PARK,3,Weekdays,26.98579233,366,3.155172414
507,15,PORTAGE PARK,16,Weekdays,15.92559172,793,6.836206897
508,15,PORTAGE PARK,7,Weekdays,19.27726902,638,5.5
509,19,BELMONT CRAGIN,5,Weekdays,30.96791546,124,1.068965517
510,17,DUNNING,5,Weekdays,35.3098943,112,0.965517241
511,67,WEST ENGLEWOOD,12,Weekend/Holidays,31.69623977,48,0.413793103
512,51,SOUTH DEERING,19,Weekend/Holidays,36.27507295,20,0.172413793
513,75,MORGAN PARK,21,Weekdays,47.19242273,38,0.327586207
514,42,WOODLAWN,12,Weekend/Holidays,17.19164386,205,1.767241379
515,42,WOODLAWN,11,Weekend/Holidays,23.99211517,304,2.620689655
516,69,GREATER GRAND CROSSING,20,Weekend/Holidays,20.09356936,54,0.465517241
517,44,CHATHAM,7,Weekend/Holidays,48.05725248,146,1.25862069
518,69,GREATER GRAND CROSSING,7,Weekdays,30.47626049,312,2.689655172
519,36,OAKLAND,15,Weekdays,20.35671126,193,1.663793103
520,35,DOUGLAS,12,Weekdays,21.29387501,1704,14.68965517
521,60,BRIDGEPORT,19,Weekend/Holidays,11.17496313,61,0.525862069
522,76,OHARE,3,Weekdays,43.43608009,2215,19.09482759
523,44,CHATHAM,17,Weekdays,27.04964678,410,3.534482759
524,35,DOUGLAS,23,Weekdays,26.40005609,277,2.387931034
525,35,DOUGLAS,2,Weekend/Holidays,32.91661376,46,0.396551724
526,60,BRIDGEPORT,15,Weekend/Holidays,9.179975228,117,1.00862069
527,5,NORTH CENTER,0,Weekdays,22.39448272,515,4.439655172
528,58,BRIGHTON PARK,19,Weekdays,30.38460817,18,0.155172414
529,15,PORTAGE PARK,19,Weekdays,20.78710929,465,4.00862069
530,37,FULLER PARK,16,Weekend/Holidays,25.4300861,35,0.301724138
531,27,EAST GARFIELD PARK,10,Weekend/Holidays,30.65724407,121,1.043103448
532,34,ARMOUR SQUARE,13,Weekdays,20.19130677,693,5.974137931
533,34,ARMOUR SQUARE,22,Weekdays,22.49498324,1159,9.99137931
534,60,BRIDGEPORT,12,Weekdays,19.76328599,267,2.301724138
535,27,EAST GARFIELD PARK,13,Weekdays,25.29329133,527,4.543103448
536,11,JEFFERSON PARK,12,Weekdays,21.11338918,997,8.594827586
537,64,CLEARING,10,Weekdays,30.09955545,54,0.465517241
538,59,MCKINLEY PARK,6,Weekdays,34.98792026,72,0.620689655
539,29,NORTH LAWNDALE,11,Weekdays,26.48671882,293,2.525862069
540,75,MORGAN PARK,18,Weekdays,34.94761023,65,0.560344828
541,21,AVONDALE,13,Weekdays,19.72457004,1795,15.47413793
542,77,EDGEWATER,17,Weekend/Holidays,17.22403766,1630,14.05172414
543,77,EDGEWATER,21,Weekend/Holidays,16.7833905,1345,11.59482759
544,5,NORTH CENTER,11,Weekdays,20.04038104,1204,10.37931034
545,16,IRVING PARK,18,Weekdays,15.1120174,1959,16.88793103
546,2,WEST RIDGE,21,Weekend/Holidays,17.64203339,605,5.215517241
547,32,LOOP,1,Weekend/Holidays,18.88614982,10834,93.39655172
548,77,EDGEWATER,10,Weekend/Holidays,24.74229067,2079,17.92241379
549,1,ROGERS PARK,8,Weekend/Holidays,30.81458498,562,4.844827586
550,39,KENWOOD,16,Weekdays,19.41059455,692,5.965517241
551,69,GREATER GRAND CROSSING,13,Weekdays,25.87465871,355,3.060344828
552,1,ROGERS PARK,13,Weekdays,20.60366247,1735,14.95689655
553,2,WEST RIDGE,16,Weekend/Holidays,17.82959404,796,6.862068966
554,5,NORTH CENTER,21,Weekend/Holidays,21.0325756,410,3.534482759
555,5,NORTH CENTER,3,Weekdays,19.21687066,315,2.715517241
556,22,LOGAN SQUARE,12,Weekend/Holidays,17.17339745,552,4.75862069
557,25,AUSTIN,12,Weekdays,26.79345877,470,4.051724138
558,50,PULLMAN,9,Weekdays,34.06616028,81,0.698275862
559,27,EAST GARFIELD PARK,17,Weekdays,18.74262242,238,2.051724138
560,21,AVONDALE,11,Weekdays,19.99125889,1528,13.17241379
561,16,IRVING PARK,10,Weekend/Holidays,25.19543194,727,6.267241379
562,19,BELMONT CRAGIN,17,Weekdays,23.53867174,188,1.620689655
563,14,ALBANY PARK,12,Weekdays,20.23260602,953,8.215517241
564,49,ROSELAND,22,Weekdays,45.64093178,74,0.637931034
565,13,NORTH PARK,12,Weekdays,18.93292524,738,6.362068966
566,19,BELMONT CRAGIN,7,Weekend/Holidays,22.23851604,51,0.439655172
567,13,NORTH PARK,2,Weekdays,22.82549362,93,0.801724138
568,14,ALBANY PARK,12,Weekend/Holidays,18.80887404,331,2.853448276
569,15,PORTAGE PARK,17,Weekdays,17.90789177,621,5.353448276
570,41,HYDE PARK,7,Weekend/Holidays,44.57799612,176,1.517241379
571,17,DUNNING,14,Weekdays,15.32450893,209,1.801724138
572,14,ALBANY PARK,9,Weekdays,17.53662627,1067,9.198275862
573,14,ALBANY PARK,6,Weekend/Holidays,33.28565569,716,6.172413793
574,14,ALBANY PARK,3,Weekdays,26.61026541,783,6.75
575,41,HYDE PARK,9,Weekend/Holidays,29.06360448,377,3.25
576,54,RIVERDALE,14,Weekdays,62.34080014,21,0.181034483
577,3,UPTOWN,21,Weekdays,15.90885935,3158,27.22413793
578,3,UPTOWN,9,Weekend/Holidays,27.37481051,2142,18.46551724
579,3,UPTOWN,20,Weekend/Holidays,15.26176639,1642,14.15517241
580,46,SOUTH CHICAGO,14,Weekdays,27.70352056,213,1.836206897
581,6,LAKE VIEW,7,Weekdays,23.30427337,13711,118.1982759
582,28,NEAR WEST SIDE,20,Weekend/Holidays,18.50699905,12202,105.1896552
583,6,LAKE VIEW,1,Weekend/Holidays,19.68333688,14098,121.5344828
584,28,NEAR WEST SIDE,3,Weekend/Holidays,21.09612384,3474,29.94827586
585,31,LOWER WEST SIDE,7,Weekend/Holidays,22.76759892,61,0.525862069
586,31,LOWER WEST SIDE,20,Weekend/Holidays,20.49405788,107,0.922413793
587,31,LOWER WEST SIDE,0,Weekdays,24.21076369,128,1.103448276
588,63,GAGE PARK,20,Weekend/Holidays,26.89647059,5,0.043103448
589,30,SOUTH LAWNDALE,15,Weekdays,26.70161033,192,1.655172414
590,64,CLEARING,14,Weekdays,26.15495381,48,0.413793103
591,64,CLEARING,2,Weekend/Holidays,26.17360763,8,0.068965517
592,11,JEFFERSON PARK,23,Weekdays,19.87975196,1363,11.75
593,11,JEFFERSON PARK,14,Weekdays,19.0844612,1001,8.629310345
594,11,JEFFERSON PARK,20,Weekend/Holidays,21.10785148,366,3.155172414
595,11,JEFFERSON PARK,2,Weekend/Holidays,27.31032461,390,3.362068966
596,76,OHARE,0,Weekdays,48.40639245,28577,246.3534483
597,76,OHARE,5,Weekdays,49.47379896,5355,46.1637931
598,76,OHARE,23,Weekend/Holidays,46.92744146,13234,114.0862069
599,76,OHARE,2,Weekdays,43.45100086,5915,50.99137931
600,43,SOUTH SHORE,12,Weekend/Holidays,25.41374536,235,2.025862069
601,36,OAKLAND,5,Weekdays,35.10870282,103,0.887931034
602,38,GRAND BOULEVARD,8,Weekdays,18.85767498,712,6.137931034
603,35,DOUGLAS,22,Weekdays,21.83673258,338,2.913793103
604,34,ARMOUR SQUARE,9,Weekdays,24.80118247,448,3.862068966
605,68,ENGLEWOOD,17,Weekdays,22.71945135,148,1.275862069
606,60,BRIDGEPORT,7,Weekdays,22.73053381,165,1.422413793
607,7,LINCOLN PARK,15,Weekend/Holidays,16.61156072,4503,38.81896552
608,24,WEST TOWN,13,Weekdays,19.07106312,4225,36.42241379
609,6,LAKE VIEW,22,Weekdays,18.30108439,17419,150.1637931
610,61,NEW CITY,9,Weekdays,21.46372698,118,1.017241379
611,77,EDGEWATER,14,Weekdays,20.69334432,4902,42.25862069
612,75,MORGAN PARK,17,Weekdays,26.16086137,53,0.456896552
613,22,LOGAN SQUARE,2,Weekend/Holidays,22.08217562,2970,25.60344828
614,5,NORTH CENTER,6,Weekend/Holidays,34.66610377,308,2.655172414
615,5,NORTH CENTER,3,Weekend/Holidays,18.14829493,410,3.534482759
616,27,EAST GARFIELD PARK,15,Weekend/Holidays,25.34065993,152,1.310344828
617,23,HUMBOLDT PARK,11,Weekend/Holidays,20.68503465,142,1.224137931
618,23,HUMBOLDT PARK,18,Weekdays,24.3969318,235,2.025862069
619,23,HUMBOLDT PARK,10,Weekend/Holidays,24.62252416,182,1.568965517
620,23,HUMBOLDT PARK,10,Weekdays,22.20847601,450,3.879310345
621,16,IRVING PARK,0,Weekdays,16.11075508,1038,8.948275862
622,13,NORTH PARK,13,Weekdays,15.7637013,700,6.034482759
623,57,ARCHER HEIGHTS,20,Weekdays,34.43239873,17,0.146551724
624,15,PORTAGE PARK,18,Weekend/Holidays,21.41096059,189,1.629310345
625,15,PORTAGE PARK,22,Weekend/Holidays,16.33753412,217,1.870689655
626,10,NORWOOD PARK,5,Weekdays,39.0956422,255,2.198275862
627,17,DUNNING,19,Weekend/Holidays,41.79188906,41,0.353448276
628,1,ROGERS PARK,4,Weekend/Holidays,20.99810773,2742,23.63793103
629,24,WEST TOWN,15,Weekdays,16.56970097,4450,38.36206897
630,4,LINCOLN SQUARE,12,Weekdays,19.50620322,2364,20.37931034
631,4,LINCOLN SQUARE,6,Weekend/Holidays,27.89416538,380,3.275862069
632,22,LOGAN SQUARE,11,Weekend/Holidays,22.11185107,458,3.948275862
633,22,LOGAN SQUARE,0,Weekdays,21.97354305,1165,10.04310345
634,22,LOGAN SQUARE,3,Weekdays,23.20267869,624,5.379310345
635,22,LOGAN SQUARE,4,Weekend/Holidays,24.62896422,1103,9.50862069
636,21,AVONDALE,15,Weekdays,13.5086664,1776,15.31034483
637,16,IRVING PARK,20,Weekdays,13.91670279,1418,12.22413793
638,4,LINCOLN SQUARE,22,Weekend/Holidays,19.82751012,501,4.318965517
639,73,WASHINGTON HEIGHTS,22,Weekdays,22.0915026,45,0.387931034
640,48,CALUMET HEIGHTS,7,Weekdays,28.96826313,327,2.818965517
641,45,AVALON PARK,12,Weekdays,24.06658124,150,1.293103448
642,44,CHATHAM,4,Weekdays,57.7526816,260,2.24137931
643,70,ASHBURN,18,Weekend/Holidays,24.64006946,40,0.344827586
644,31,LOWER WEST SIDE,12,Weekdays,20.48444454,325,2.801724138
645,14,ALBANY PARK,23,Weekdays,21.69751931,754,6.5
646,1,ROGERS PARK,17,Weekdays,16.72136257,1441,12.42241379
647,11,JEFFERSON PARK,9,Weekdays,21.8271253,821,7.077586207
648,46,SOUTH CHICAGO,9,Weekend/Holidays,34.99640743,136,1.172413793
649,49,ROSELAND,23,Weekdays,35.45028003,39,0.336206897
650,36,OAKLAND,22,Weekdays,28.23010072,56,0.482758621
651,44,CHATHAM,10,Weekend/Holidays,28.41694232,232,2
652,36,OAKLAND,19,Weekend/Holidays,26.50722872,44,0.379310345
653,34,ARMOUR SQUARE,14,Weekdays,21.81418873,621,5.353448276
654,23,HUMBOLDT PARK,8,Weekend/Holidays,27.6904918,81,0.698275862
655,50,PULLMAN,6,Weekdays,43.22902946,81,0.698275862
656,41,HYDE PARK,0,Weekend/Holidays,27.98756155,93,0.801724138
657,73,WASHINGTON HEIGHTS,15,Weekdays,32.52019905,115,0.99137931
658,17,DUNNING,16,Weekdays,18.00027375,157,1.353448276
659,13,NORTH PARK,19,Weekend/Holidays,18.09633748,104,0.896551724
660,67,WEST ENGLEWOOD,9,Weekend/Holidays,16.43162791,98,0.844827586
661,29,NORTH LAWNDALE,9,Weekend/Holidays,40.78861059,39,0.336206897
662,31,LOWER WEST SIDE,14,Weekdays,21.16532391,401,3.456896552
663,23,HUMBOLDT PARK,14,Weekdays,23.21393295,470,4.051724138
664,12,FOREST GLEN,6,Weekdays,31.19091744,231,1.99137931
665,13,NORTH PARK,14,Weekdays,16.57008711,774,6.672413793
666,54,RIVERDALE,8,Weekdays,33.7219069,75,0.646551724
667,20,HERMOSA,11,Weekend/Holidays,22.79803702,33,0.284482759
668,30,SOUTH LAWNDALE,21,Weekdays,14.02226698,76,0.655172414
669,25,AUSTIN,2,Weekdays,36.50976731,157,1.353448276
670,2,WEST RIDGE,12,Weekdays,19.49584395,2385,20.56034483
671,23,HUMBOLDT PARK,12,Weekdays,20.57260262,399,3.439655172
672,41,HYDE PARK,13,Weekend/Holidays,28.47191114,1284,11.06896552
673,52,EAST SIDE,6,Weekdays,43.34199858,74,0.637931034
674,52,EAST SIDE,19,Weekdays,9.775349636,11,0.094827586
675,14,ALBANY PARK,8,Weekend/Holidays,25.49193341,362,3.120689655
676,7,LINCOLN PARK,22,Weekend/Holidays,18.15190783,5605,48.31896552
677,7,LINCOLN PARK,1,Weekend/Holidays,18.58674232,8325,71.76724138
678,46,SOUTH CHICAGO,22,Weekend/Holidays,23.86723663,37,0.318965517
679,28,NEAR WEST SIDE,19,Weekdays,16.05536374,69350,597.8448276
680,41,HYDE PARK,12,Weekend/Holidays,31.37184287,954,8.224137931
681,8,NEAR NORTH SIDE,4,Weekdays,39.9839982,17887,154.1982759
682,8,NEAR NORTH SIDE,2,Weekdays,19.79260466,27280,235.1724138
683,31,LOWER WEST SIDE,5,Weekdays,27.98260853,140,1.206896552
684,66,CHICAGO LAWN,10,Weekdays,24.53850567,158,1.362068966
685,51,SOUTH DEERING,10,Weekdays,29.18371992,212,1.827586207
686,33,NEAR SOUTH SIDE,13,Weekend/Holidays,20.82108182,9988,86.10344828
687,49,ROSELAND,21,Weekend/Holidays,50.99241088,83,0.715517241
688,7,LINCOLN PARK,11,Weekend/Holidays,19.78643487,4267,36.78448276
689,77,EDGEWATER,16,Weekend/Holidays,15.64538214,1680,14.48275862
690,24,WEST TOWN,12,Weekend/Holidays,18.77578547,1381,11.90517241
691,4,LINCOLN SQUARE,10,Weekend/Holidays,20.95204778,580,5
692,41,HYDE PARK,14,Weekend/Holidays,27.5604019,1479,12.75
693,44,CHATHAM,18,Weekend/Holidays,35.41567884,99,0.853448276
694,7,LINCOLN PARK,18,Weekend/Holidays,15.87370252,6092,52.51724138
695,7,LINCOLN PARK,6,Weekend/Holidays,30.04837336,1269,10.93965517
696,57,ARCHER HEIGHTS,18,Weekdays,24.99754321,21,0.181034483
697,1,ROGERS PARK,0,Weekdays,22.63881307,890,7.672413793
698,29,NORTH LAWNDALE,3,Weekend/Holidays,30.42166521,12,0.103448276
699,10,NORWOOD PARK,2,Weekdays,28.57830672,103,0.887931034
700,76,OHARE,3,Weekend/Holidays,41.33333293,861,7.422413793
701,74,MOUNT GREENWOOD,5,Weekdays,45.24792755,29,0.25
702,67,WEST ENGLEWOOD,0,Weekdays,9.209660076,17,0.146551724
703,38,GRAND BOULEVARD,15,Weekdays,15.89782311,723,6.232758621
704,61,NEW CITY,17,Weekdays,16.38931851,68,0.586206897
705,26,WEST GARFIELD PARK,19,Weekend/Holidays,27.94045885,24,0.206896552
706,29,NORTH LAWNDALE,14,Weekend/Holidays,35.48375276,145,1.25
707,44,CHATHAM,14,Weekdays,24.66042777,477,4.112068966
708,35,DOUGLAS,14,Weekend/Holidays,14.46382472,530,4.568965517
709,34,ARMOUR SQUARE,5,Weekend/Holidays,46.61821937,48,0.413793103
710,35,DOUGLAS,5,Weekdays,33.56790033,224,1.931034483
711,57,ARCHER HEIGHTS,15,Weekdays,30.31708077,31,0.267241379
712,56,GARFIELD RIDGE,2,Weekdays,35.32420756,2172,18.72413793
713,50,PULLMAN,13,Weekdays,34.56716282,111,0.956896552
714,49,ROSELAND,12,Weekend/Holidays,39.35336394,115,0.99137931
715,46,SOUTH CHICAGO,22,Weekdays,44.43794073,23,0.198275862
716,20,HERMOSA,12,Weekend/Holidays,18.87270003,44,0.379310345
717,56,GARFIELD RIDGE,1,Weekend/Holidays,30.98812435,1066,9.189655172
718,54,RIVERDALE,17,Weekdays,44.25563978,22,0.189655172
719,53,WEST PULLMAN,2,Weekend/Holidays,47.76665157,17,0.146551724
720,73,WASHINGTON HEIGHTS,14,Weekend/Holidays,32.72491152,123,1.060344828
721,75,MORGAN PARK,16,Weekend/Holidays,36.76703635,36,0.310344828
722,22,LOGAN SQUARE,22,Weekdays,18.53857342,1542,13.29310345
723,43,SOUTH SHORE,21,Weekdays,22.33136639,199,1.715517241
724,61,NEW CITY,10,Weekdays,13.72691551,117,1.00862069
725,10,NORWOOD PARK,21,Weekend/Holidays,17.92421267,76,0.655172414
726,42,WOODLAWN,17,Weekdays,17.04259009,347,2.99137931
727,58,BRIGHTON PARK,8,Weekdays,23.1263372,104,0.896551724
728,21,AVONDALE,23,Weekdays,17.78533435,517,4.456896552
729,2,WEST RIDGE,1,Weekend/Holidays,12.94329403,368,3.172413793
730,16,IRVING PARK,22,Weekend/Holidays,21.55133103,468,4.034482759
731,14,ALBANY PARK,4,Weekdays,30.76103289,786,6.775862069
732,16,IRVING PARK,7,Weekdays,19.81091384,1646,14.18965517
733,19,BELMONT CRAGIN,19,Weekend/Holidays,21.93047563,96,0.827586207
734,19,BELMONT CRAGIN,14,Weekend/Holidays,20.27827083,106,0.913793103
735,38,GRAND BOULEVARD,14,Weekdays,15.51027146,751,6.474137931
