S/N,pickup_community_area,pickup_ca,dropoff_community_area,dropoff_ca,time_indicator,cal_day_desc,avg_trips,total_trips,average_time,average_km,average_fare
24619,11,JEFFERSON PARK,34,ARMOUR SQUARE,PM Period,Weekend/Holidays,0.060344828,7,41.33333333,26.9905,54.25
24846,46,SOUTH CHICAGO,6,LAKE VIEW,PM Period,Weekend/Holidays,0.060344828,7,41.33333333,26.9836,44.35714286
19114,40,WASHINGTON PARK,72,BEVERLY,PM Period,Weekdays,0.025862069,3,41.33333333,15.56333333,29.25
14249,40,WASHINGTON PARK,76,OHARE,Lunch Period,Weekend/Holidays,0.017241379,2,41.325,39.2518,68.775
20384,16,IRVING PARK,59,MCKINLEY PARK,AM Period,Weekdays,0.034482759,4,41.32083333,5.5706,28.075
14996,62,WEST ELSDON,76,OHARE,Night,Weekend/Holidays,0.017241379,2,41.31666667,43.17215,65.25
9836,2,WEST RIDGE,63,GAGE PARK,AM Period,Weekdays,0.00862069,1,41.31666667,32.0712,50.5
22410,65,WEST LAWN,41,HYDE PARK,PM Period,Weekdays,0.043103448,5,41.31666667,10.71938,31.8
4041,76,OHARE,22,LOGAN SQUARE,PM Period,Weekdays,55.97413793,6493,41.31270086,20.07794972,48.2169059
17628,1,ROGERS PARK,27,EAST GARFIELD PARK,AM Period,Weekdays,0.025862069,3,41.31111111,9.423866667,17.75
10519,53,WEST PULLMAN,77,EDGEWATER,PM Period,Weekend/Holidays,0.00862069,1,41.3,37.1588,57.5
22018,76,OHARE,66,CHICAGO LAWN,AM Period,Weekend/Holidays,0.043103448,5,41.3,31.98748,69.82
11652,19,BELMONT CRAGIN,41,HYDE PARK,Lunch Period,Weekdays,0.00862069,1,41.3,24.9711,39.75
9474,64,CLEARING,51,SOUTH DEERING,AM Period,Weekdays,0.00862069,1,41.3,23.9729,41.75
28228,2,WEST RIDGE,25,AUSTIN,Lunch Period,Weekdays,0.112068966,13,41.28974359,18.91006923,33.53846154
29975,4,LINCOLN SQUARE,43,SOUTH SHORE,Lunch Period,Weekdays,0.146551724,17,41.28137255,29.73859412,47.66176471
1901,76,OHARE,43,SOUTH SHORE,Night,Weekdays,0.896551724,104,41.27996795,38.35763077,75.24009615
2394,5,NORTH CENTER,24,WEST TOWN,PM Period,Weekend/Holidays,0.534482759,62,41.26854839,5.89961129,16.10564516
4014,56,GARFIELD RIDGE,21,AVONDALE,PM Period,Weekdays,1.422413793,165,41.26717172,22.39441697,51.69242424
24620,56,GARFIELD RIDGE,9,EDISON PARK,Night,Weekdays,0.060344828,7,41.25952381,39.7256,80.87857143
4018,76,OHARE,3,UPTOWN,PM Period,Weekend/Holidays,17.5,2030,41.25656814,19.29681759,49.95616256
8311,9,EDISON PARK,51,SOUTH DEERING,Night,Weekend/Holidays,0.00862069,1,41.25,46.3519,69.25
9367,14,ALBANY PARK,42,WOODLAWN,AM Period,Weekend/Holidays,0.00862069,1,41.25,33.5685,53.75
12729,49,ROSELAND,22,LOGAN SQUARE,AM Period,Weekend/Holidays,0.00862069,1,41.25,33.4397,52.25
25227,56,GARFIELD RIDGE,11,JEFFERSON PARK,PM Period,Weekend/Holidays,0.068965517,8,41.25,20.7207,53.925
8610,43,SOUTH SHORE,37,FULLER PARK,Night,Weekend/Holidays,0.00862069,1,41.25,20.4148,33.25
22131,65,WEST LAWN,32,LOOP,Lunch Period,Weekend/Holidays,0.043103448,5,41.25,17.88388,41.89
21556,22,LOGAN SQUARE,51,SOUTH DEERING,PM Period,Weekend/Holidays,0.043103448,5,41.23666667,31.31128,48.3
12463,1,ROGERS PARK,75,MORGAN PARK,Night,Weekend/Holidays,0.00862069,1,41.23333333,47.8975,71.5
15607,50,PULLMAN,1,ROGERS PARK,PM Period,Weekdays,0.017241379,2,41.23333333,41.1677,63.5
19011,65,WEST LAWN,40,WASHINGTON PARK,PM Period,Weekdays,0.025862069,3,41.23333333,14.95153333,29.25
24170,26,WEST GARFIELD PARK,6,LAKE VIEW,Lunch Period,Weekdays,0.060344828,7,41.23095238,14.0369,27.64285714
31774,76,OHARE,49,ROSELAND,Night,Weekdays,0.232758621,27,41.22962963,37.49034074,82.98666667
26495,44,CHATHAM,56,GARFIELD RIDGE,Lunch Period,Weekdays,0.077586207,9,41.22962963,20.51676667,37.95
5697,56,GARFIELD RIDGE,15,PORTAGE PARK,Night,Weekdays,0.801724138,93,41.22598566,24.44793656,54.08365591
20906,12,FOREST GLEN,31,LOWER WEST SIDE,PM Period,Weekdays,0.034482759,4,41.22083333,15.234625,32.2025
27255,25,AUSTIN,1,ROGERS PARK,Night,Weekdays,0.094827586,11,41.21060606,25.0838,43.40909091
15719,71,AUBURN GRESHAM,25,AUSTIN,Night,Weekend/Holidays,0.017241379,2,41.20833333,26.404,42.875
19789,6,LAKE VIEW,66,CHICAGO LAWN,PM Period,Weekend/Holidays,0.034482759,4,41.20416667,21.11515,45.0625
9641,13,NORTH PARK,50,PULLMAN,PM Period,Weekdays,0.00862069,1,41.2,39.1874,59.75
8870,1,ROGERS PARK,9,EDISON PARK,PM Period,Weekdays,0.00862069,1,41.2,13.685,27.25
30703,44,CHATHAM,3,UPTOWN,AM Period,Weekdays,0.172413793,20,41.19916667,22.16165,38.3
30634,1,ROGERS PARK,69,GREATER GRAND CROSSING,AM Period,Weekdays,0.172413793,20,41.19833333,29.999935,47
15274,45,AVALON PARK,77,EDGEWATER,Lunch Period,Weekend/Holidays,0.017241379,2,41.19166667,29.90575,48
24530,18,MONTCLARE,32,LOOP,Lunch Period,Weekdays,0.060344828,7,41.19047619,8.8665,28.75
18022,65,WEST LAWN,25,AUSTIN,PM Period,Weekend/Holidays,0.025862069,3,41.18888889,17.8066,32.33333333
10871,26,WEST GARFIELD PARK,41,HYDE PARK,AM Period,Weekdays,0.00862069,1,41.18333333,17.7261,34.25
12796,75,MORGAN PARK,69,GREATER GRAND CROSSING,Night,Weekend/Holidays,0.00862069,1,41.18333333,10.4972,28.25
23291,30,SOUTH LAWNDALE,76,OHARE,Lunch Period,Weekdays,0.051724138,6,41.18055556,46.37336667,80.70833333
30874,77,EDGEWATER,71,AUBURN GRESHAM,Lunch Period,Weekdays,0.181034483,21,41.17936508,31.7722,49.85714286
17216,16,IRVING PARK,37,FULLER PARK,PM Period,Weekdays,0.025862069,3,41.17777778,21.95503333,37
15268,31,LOWER WEST SIDE,2,WEST RIDGE,AM Period,Weekdays,0.017241379,2,41.175,18.5955,33.375
16990,67,WEST ENGLEWOOD,37,FULLER PARK,Lunch Period,Weekend/Holidays,0.017241379,2,41.175,9.338,23.875
4975,16,IRVING PARK,76,OHARE,PM Period,Weekend/Holidays,1.094827586,127,41.17283465,12.52199685,32.28448819
8817,10,NORWOOD PARK,46,SOUTH CHICAGO,Night,Weekdays,0.00862069,1,41.16666667,39.0103,59
12308,52,EAST SIDE,7,LINCOLN PARK,AM Period,Weekdays,0.00862069,1,41.16666667,27.6115,44.25
17020,18,MONTCLARE,8,NEAR NORTH SIDE,Lunch Period,Weekend/Holidays,0.017241379,2,41.16666667,17.7905,25.25
25572,32,LOOP,62,WEST ELSDON,PM Period,Weekend/Holidays,0.068965517,8,41.16666667,13.2965875,38.67
5553,8,NEAR NORTH SIDE,70,ASHBURN,Lunch Period,Weekdays,0.784482759,91,41.16135531,22.49187692,40.46428571
15154,13,NORTH PARK,21,AVONDALE,Lunch Period,Weekend/Holidays,0.017241379,2,41.15833333,18.8853,32.375
17833,49,ROSELAND,1,ROGERS PARK,Night,Weekend/Holidays,0.025862069,3,41.15555556,37.13733333,57.08333333
7309,33,NEAR SOUTH SIDE,10,NORWOOD PARK,AM Period,Weekdays,0.284482759,33,41.15151515,26.72746364,51.11424242
12708,23,HUMBOLDT PARK,52,EAST SIDE,PM Period,Weekdays,0.00862069,1,41.15,37.3198,56.75
21609,67,WEST ENGLEWOOD,6,LAKE VIEW,AM Period,Weekdays,0.043103448,5,41.15,18.67278,38.65
29489,70,ASHBURN,8,NEAR NORTH SIDE,PM Period,Weekend/Holidays,0.137931034,16,41.14375,23.228275,39.525
14172,9,EDISON PARK,22,LOGAN SQUARE,Night,Weekdays,0.017241379,2,41.13333333,18.0159,40.675
4982,56,GARFIELD RIDGE,22,LOGAN SQUARE,PM Period,Weekdays,10.13793103,1176,41.13079649,19.98568571,48.72219388
21255,27,EAST GARFIELD PARK,4,LINCOLN SQUARE,Lunch Period,Weekdays,0.034482759,4,41.12916667,13.270425,27.6875
29330,45,AVALON PARK,3,UPTOWN,AM Period,Weekdays,0.129310345,15,41.12888889,25.9854,42.68333333
29447,56,GARFIELD RIDGE,49,ROSELAND,Lunch Period,Weekdays,0.137931034,16,41.12604167,24.42269375,49.68
2377,17,DUNNING,32,LOOP,AM Period,Weekdays,0.448275862,52,41.12596154,18.40384808,34.22230769
25301,71,AUBURN GRESHAM,1,ROGERS PARK,PM Period,Weekdays,0.068965517,8,41.125,12.980625,28.3125
19559,2,WEST RIDGE,36,OAKLAND,PM Period,Weekdays,0.025862069,3,41.12222222,16.60983333,41.41666667
2793,4,LINCOLN SQUARE,76,OHARE,PM Period,Weekdays,1.818965517,211,41.12037915,15.59372749,37.18924171
28981,6,LAKE VIEW,51,SOUTH DEERING,PM Period,Weekend/Holidays,0.120689655,14,41.11904762,26.68,42.58928571
21916,49,ROSELAND,2,WEST RIDGE,Lunch Period,Weekend/Holidays,0.043103448,5,41.11666667,30.37104,47.4
25569,46,SOUTH CHICAGO,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.068965517,8,41.11666667,28.211225,45.625
18804,46,SOUTH CHICAGO,22,LOGAN SQUARE,PM Period,Weekend/Holidays,0.025862069,3,41.11666667,27.66516667,43.91666667
3275,32,LOOP,63,GAGE PARK,PM Period,Weekdays,1.146551724,133,41.11528822,13.14788947,31.0437594
30140,20,HERMOSA,3,UPTOWN,AM Period,Weekdays,0.155172414,18,41.11296296,13.15459444,26.68055556
20414,46,SOUTH CHICAGO,27,EAST GARFIELD PARK,Lunch Period,Weekdays,0.034482759,4,41.10833333,27.7564,45.0625
21073,33,NEAR SOUTH SIDE,12,FOREST GLEN,Lunch Period,Weekdays,0.034482759,4,41.10833333,21.296275,38.6
14790,40,WASHINGTON PARK,16,IRVING PARK,AM Period,Weekdays,0.017241379,2,41.10833333,11.56785,36.75
1651,64,CLEARING,32,LOOP,AM Period,Weekdays,0.379310345,44,41.10265152,20.41736136,38.675
12373,24,WEST TOWN,48,CALUMET HEIGHTS,AM Period,Weekdays,0.00862069,1,41.1,26.2913,43
4830,76,OHARE,59,MCKINLEY PARK,AM Period,Weekdays,0.344827586,40,41.1,24.477635,52.29875
11659,66,CHICAGO LAWN,20,HERMOSA,PM Period,Weekend/Holidays,0.00862069,1,41.1,17.0338,31.25
17099,70,ASHBURN,7,LINCOLN PARK,AM Period,Weekdays,0.017241379,2,41.1,14.5222,44
16156,55,HEGEWISCH,29,NORTH LAWNDALE,AM Period,Weekdays,0.017241379,2,41.09166667,38.02015,57.75
16159,3,UPTOWN,72,BEVERLY,Lunch Period,Weekdays,0.017241379,2,41.09166667,34.776,54.125
309,2,WEST RIDGE,28,NEAR WEST SIDE,PM Period,Weekdays,0.896551724,104,41.08685897,13.25246731,30.87375
10325,17,DUNNING,68,ENGLEWOOD,AM Period,Weekend/Holidays,0.00862069,1,41.08333333,35.6454,55
16259,72,BEVERLY,7,LINCOLN PARK,AM Period,Weekdays,0.017241379,2,41.08333333,31.24205,49.375
20278,37,FULLER PARK,25,AUSTIN,PM Period,Weekdays,0.034482759,4,41.08333333,19.179125,34
24039,29,NORTH LAWNDALE,4,LINCOLN SQUARE,Night,Weekend/Holidays,0.051724138,6,41.08333333,19.10801667,41.46666667
27988,1,ROGERS PARK,43,SOUTH SHORE,AM Period,Weekdays,0.103448276,12,41.08194444,29.10075,46.25
24478,61,NEW CITY,53,WEST PULLMAN,PM Period,Weekdays,0.060344828,7,41.08095238,16.813,29.85714286
30807,66,CHICAGO LAWN,1,ROGERS PARK,Night,Weekdays,0.181034483,21,41.07619048,34.81356667,53.73809524
15524,51,SOUTH DEERING,23,HUMBOLDT PARK,Lunch Period,Weekend/Holidays,0.017241379,2,41.075,35.1302,53.875
20544,68,ENGLEWOOD,4,LINCOLN SQUARE,PM Period,Weekend/Holidays,0.034482759,4,41.07083333,20.31015,36.8875
15896,10,NORWOOD PARK,31,LOWER WEST SIDE,Lunch Period,Weekdays,0.017241379,2,41.06666667,25.63925,42.375
13251,16,IRVING PARK,63,GAGE PARK,Lunch Period,Weekend/Holidays,0.00862069,1,41.06666667,22.0409,37
8046,5,NORTH CENTER,18,MONTCLARE,Lunch Period,Weekdays,0.00862069,1,41.06666667,13.9587,28
18660,59,MCKINLEY PARK,25,AUSTIN,PM Period,Weekdays,0.025862069,3,41.05555556,13.05173333,25.91666667
29618,3,UPTOWN,30,SOUTH LAWNDALE,PM Period,Weekdays,0.137931034,16,41.05416667,17.19983125,37.078125
13404,23,HUMBOLDT PARK,76,OHARE,Lunch Period,Weekend/Holidays,0.00862069,1,41.05,20.3665,42.6
21007,45,AVALON PARK,77,EDGEWATER,AM Period,Weekdays,0.034482759,4,41.04583333,22.8942,48.5625
25874,42,WOODLAWN,1,ROGERS PARK,PM Period,Weekdays,0.068965517,8,41.04375,26.54085,43.25
31442,2,WEST RIDGE,41,HYDE PARK,AM Period,Weekdays,0.206896552,24,41.04305556,27.09361667,45.29583333
24403,17,DUNNING,32,LOOP,Lunch Period,Weekdays,0.060344828,7,41.03571429,17.9883,35.28571429
16557,58,BRIGHTON PARK,40,WASHINGTON PARK,Lunch Period,Weekend/Holidays,0.017241379,2,41.03333333,23.94875,40
8125,45,AVALON PARK,63,GAGE PARK,Lunch Period,Weekdays,0.00862069,1,41.03333333,14.5383,29.75
20771,3,UPTOWN,64,CLEARING,Lunch Period,Weekdays,0.034482759,4,41.02916667,23.501975,57.5
3820,28,NEAR WEST SIDE,62,WEST ELSDON,PM Period,Weekdays,0.301724138,35,41.02904762,12.92876,30.35
27878,56,GARFIELD RIDGE,45,AVALON PARK,PM Period,Weekdays,0.103448276,12,41.02777778,22.10664167,45.975
9473,2,WEST RIDGE,58,BRIGHTON PARK,AM Period,Weekend/Holidays,0.00862069,1,41.01666667,29.302,46.75
11290,39,KENWOOD,70,ASHBURN,PM Period,Weekend/Holidays,0.00862069,1,41.01666667,25.1482,41.5
22366,48,CALUMET HEIGHTS,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.043103448,5,41.01666667,20.17652,41.85
27157,1,ROGERS PARK,70,ASHBURN,AM Period,Weekend/Holidays,0.086206897,10,41.015,23.30153,37
21764,5,NORTH CENTER,25,AUSTIN,Lunch Period,Weekdays,0.043103448,5,41.01,17.7422,32.996
14593,43,SOUTH SHORE,52,EAST SIDE,Night,Weekdays,0.017241379,2,41.00833333,25.54265,43.25
27826,6,LAKE VIEW,49,ROSELAND,PM Period,Weekend/Holidays,0.103448276,12,41.00694444,26.90578333,43.60416667
9146,57,ARCHER HEIGHTS,76,OHARE,PM Period,Weekdays,0.00862069,1,41,51.52,79.5
10086,21,AVONDALE,39,KENWOOD,Night,Weekend/Holidays,0.00862069,1,41,33.488,53.25
9321,74,MOUNT GREENWOOD,27,EAST GARFIELD PARK,Lunch Period,Weekdays,0.00862069,1,41,30.912,48.75
11199,20,HERMOSA,61,NEW CITY,Night,Weekend/Holidays,0.00862069,1,41,26.726,52.8
7807,67,WEST ENGLEWOOD,4,LINCOLN SQUARE,AM Period,Weekdays,0.00862069,1,41,25.76,44
9374,18,MONTCLARE,62,WEST ELSDON,AM Period,Weekend/Holidays,0.00862069,1,41,24.955,42
11405,20,HERMOSA,68,ENGLEWOOD,AM Period,Weekdays,0.00862069,1,41,23.184,40.5
12546,31,LOWER WEST SIDE,18,MONTCLARE,Lunch Period,Weekdays,0.00862069,1,41,22.54,37.75
10637,59,MCKINLEY PARK,14,ALBANY PARK,Night,Weekdays,0.00862069,1,41,21.252,36.75
7628,64,CLEARING,44,CHATHAM,AM Period,Weekdays,0.00862069,1,41,20.7529,36
13533,39,KENWOOD,15,PORTAGE PARK,PM Period,Weekend/Holidays,0.00862069,1,41,20.447,35.5
11062,73,WASHINGTON HEIGHTS,56,GARFIELD RIDGE,PM Period,Weekend/Holidays,0.00862069,1,41,19.642,34.25
16293,38,GRAND BOULEVARD,54,RIVERDALE,PM Period,Weekend/Holidays,0.017241379,2,41,16.6635,44.25
8542,20,HERMOSA,56,GARFIELD RIDGE,PM Period,Weekend/Holidays,0.00862069,1,41,16.422,31.5
10611,20,HERMOSA,13,NORTH PARK,Lunch Period,Weekend/Holidays,0.00862069,1,41,16.261,31.25
12151,62,WEST ELSDON,44,CHATHAM,PM Period,Weekdays,0.00862069,1,41,16.0034,29.75
10022,31,LOWER WEST SIDE,64,CLEARING,PM Period,Weekend/Holidays,0.00862069,1,41,14.973,28.25
11682,13,NORTH PARK,27,EAST GARFIELD PARK,PM Period,Weekend/Holidays,0.00862069,1,41,13.846,26.75
14107,59,MCKINLEY PARK,19,BELMONT CRAGIN,Night,Weekend/Holidays,0.017241379,2,41,8.6135,33.875
8004,10,NORWOOD PARK,70,ASHBURN,PM Period,Weekend/Holidays,0.00862069,1,41,2.254,58.75
11828,18,MONTCLARE,43,SOUTH SHORE,Night,Weekdays,0.00862069,1,41,2.093,54
7639,11,JEFFERSON PARK,41,HYDE PARK,AM Period,Weekdays,0.00862069,1,41,1.771,46
8545,4,LINCOLN SQUARE,42,WOODLAWN,Lunch Period,Weekend/Holidays,0.00862069,1,41,1.61,57.35
10336,11,JEFFERSON PARK,39,KENWOOD,Lunch Period,Weekdays,0.00862069,1,41,1.61,45.75
8906,57,ARCHER HEIGHTS,6,LAKE VIEW,AM Period,Weekdays,0.00862069,1,41,1.449,47.2
8821,6,LAKE VIEW,40,WASHINGTON PARK,AM Period,Weekdays,0.00862069,1,41,1.288,42.75
16155,16,IRVING PARK,59,MCKINLEY PARK,PM Period,Weekdays,0.017241379,2,41,0.8855,28.75
20335,75,MORGAN PARK,8,NEAR NORTH SIDE,PM Period,Weekend/Holidays,0.034482759,4,41,0.483,15.125
7633,2,WEST RIDGE,74,MOUNT GREENWOOD,AM Period,Weekend/Holidays,0.00862069,1,41,0,71
12857,39,KENWOOD,15,PORTAGE PARK,PM Period,Weekdays,0.00862069,1,41,0,44
13392,39,KENWOOD,74,MOUNT GREENWOOD,PM Period,Weekend/Holidays,0.00862069,1,41,0,41
11746,40,WASHINGTON PARK,55,HEGEWISCH,PM Period,Weekend/Holidays,0.00862069,1,41,0,31.5
8508,72,BEVERLY,29,NORTH LAWNDALE,AM Period,Weekend/Holidays,0.00862069,1,41,0,3.25
9038,2,WEST RIDGE,29,NORTH LAWNDALE,AM Period,Weekend/Holidays,0.00862069,1,41,0,3.25
10075,5,NORTH CENTER,50,PULLMAN,Lunch Period,Weekdays,0.00862069,1,41,0,3.25
10805,57,ARCHER HEIGHTS,49,ROSELAND,PM Period,Weekdays,0.00862069,1,41,0,3.25
13090,47,BURNSIDE,64,CLEARING,Lunch Period,Weekdays,0.00862069,1,41,0,3.25
13384,10,NORWOOD PARK,66,CHICAGO LAWN,Lunch Period,Weekdays,0.00862069,1,41,0,3.25
19123,50,PULLMAN,8,NEAR NORTH SIDE,PM Period,Weekend/Holidays,0.025862069,3,40.99444444,28.56676667,46.16666667
20275,56,GARFIELD RIDGE,45,AVALON PARK,AM Period,Weekend/Holidays,0.034482759,4,40.99166667,19.959975,48.625
17994,49,ROSELAND,14,ALBANY PARK,PM Period,Weekdays,0.025862069,3,40.98888889,33.68656667,52.41666667
17271,26,WEST GARFIELD PARK,46,SOUTH CHICAGO,PM Period,Weekdays,0.025862069,3,40.98888889,16.7762,27.75
28606,42,WOODLAWN,23,HUMBOLDT PARK,PM Period,Weekdays,0.112068966,13,40.98333333,21.64830769,37.94230769
7244,8,NEAR NORTH SIDE,12,FOREST GLEN,Lunch Period,Weekdays,0.793103448,92,40.9826087,16.00445,34.90086957
29961,25,AUSTIN,76,OHARE,PM Period,Weekdays,0.146551724,17,40.97941176,16.64834706,40.34470588
29425,76,OHARE,62,WEST ELSDON,Night,Weekend/Holidays,0.137931034,16,40.97604167,34.68644375,78.34125
18662,67,WEST ENGLEWOOD,77,EDGEWATER,PM Period,Weekdays,0.025862069,3,40.97222222,19.1268,32
4981,56,GARFIELD RIDGE,24,WEST TOWN,AM Period,Weekdays,4.370689655,507,40.97146614,17.71101617,43.85812623
27593,69,GREATER GRAND CROSSING,23,HUMBOLDT PARK,AM Period,Weekdays,0.094827586,11,40.96818182,10.36108182,25.65909091
10584,44,CHATHAM,15,PORTAGE PARK,Night,Weekdays,0.00862069,1,40.96666667,31.5882,50.75
3313,32,LOOP,50,PULLMAN,PM Period,Weekdays,1.215517241,141,40.96489362,22.19927376,39.26496454
2683,28,NEAR WEST SIDE,73,WASHINGTON HEIGHTS,PM Period,Weekdays,2.732758621,317,40.96309148,18.11498864,32.11012618
6379,56,GARFIELD RIDGE,21,AVONDALE,Lunch Period,Weekdays,0.439655172,51,40.96078431,24.63647255,49.40784314
3183,8,NEAR NORTH SIDE,70,ASHBURN,PM Period,Weekend/Holidays,0.336206897,39,40.96025641,25.2609,41.51923077
24854,77,EDGEWATER,20,HERMOSA,PM Period,Weekdays,0.060344828,7,40.95952381,10.8813,29.77857143
25932,41,HYDE PARK,14,ALBANY PARK,Lunch Period,Weekdays,0.068965517,8,40.95833333,21.4633125,44.32125
26569,67,WEST ENGLEWOOD,32,LOOP,PM Period,Weekdays,0.077586207,9,40.95740741,14.15726667,33.41666667
24143,56,GARFIELD RIDGE,48,CALUMET HEIGHTS,PM Period,Weekend/Holidays,0.060344828,7,40.95714286,25.8037,57.32142857
3759,8,NEAR NORTH SIDE,65,WEST LAWN,Lunch Period,Weekdays,0.267241379,31,40.95483871,21.91989032,38.49193548
24762,10,NORWOOD PARK,7,LINCOLN PARK,Lunch Period,Weekdays,0.060344828,7,40.9547619,19.3177,40.00857143
22208,70,ASHBURN,3,UPTOWN,PM Period,Weekend/Holidays,0.043103448,5,40.95333333,19.27492,31.35
11130,14,ALBANY PARK,53,WEST PULLMAN,Lunch Period,Weekdays,0.00862069,1,40.95,37.5452,57.75
196,56,GARFIELD RIDGE,7,LINCOLN PARK,PM Period,Weekdays,32.25862069,3742,40.94831195,21.5061709,52.88737841
17185,64,CLEARING,54,RIVERDALE,Lunch Period,Weekend/Holidays,0.017241379,2,40.94166667,27.531,0.01
15642,26,WEST GARFIELD PARK,65,WEST LAWN,PM Period,Weekdays,0.017241379,2,40.94166667,6.7781,16
21529,4,LINCOLN SQUARE,35,DOUGLAS,PM Period,Weekdays,0.043103448,5,40.94,20.7529,37.65
8034,77,EDGEWATER,63,GAGE PARK,PM Period,Weekdays,0.00862069,1,40.93333333,28.175,45.25
8695,37,FULLER PARK,14,ALBANY PARK,Lunch Period,Weekdays,0.00862069,1,40.93333333,26.5167,43.75
8772,36,OAKLAND,6,LAKE VIEW,Night,Weekend/Holidays,0.00862069,1,40.93333333,19.5776,38
8607,18,MONTCLARE,31,LOWER WEST SIDE,PM Period,Weekdays,0.00862069,1,40.93333333,19.2073,33
17426,23,HUMBOLDT PARK,77,EDGEWATER,Lunch Period,Weekdays,0.025862069,3,40.93333333,19.08386667,34.66666667
20747,7,LINCOLN PARK,50,PULLMAN,AM Period,Weekdays,0.034482759,4,40.92916667,30.948225,50.6625
22293,71,AUBURN GRESHAM,26,WEST GARFIELD PARK,AM Period,Weekdays,0.043103448,5,40.92666667,17.07244,29.3
16841,73,WASHINGTON HEIGHTS,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.017241379,2,40.925,27.34585,44.045
17726,77,EDGEWATER,48,CALUMET HEIGHTS,Lunch Period,Weekdays,0.025862069,3,40.92222222,21.25736667,34.91666667
7908,17,DUNNING,30,SOUTH LAWNDALE,PM Period,Weekend/Holidays,0.00862069,1,40.91666667,30.7349,48.75
21797,37,FULLER PARK,46,SOUTH CHICAGO,PM Period,Weekdays,0.043103448,5,40.91333333,9.93048,22.3
6799,33,NEAR SOUTH SIDE,44,CHATHAM,PM Period,Weekend/Holidays,0.396551724,46,40.90615942,11.732,26.5
706,76,OHARE,25,AUSTIN,PM Period,Weekdays,2.612068966,303,40.90148515,16.84309736,41.15620462
13207,2,WEST RIDGE,27,EAST GARFIELD PARK,PM Period,Weekend/Holidays,0.00862069,1,40.9,17.3719,31.25
19786,3,UPTOWN,52,EAST SIDE,Lunch Period,Weekdays,0.034482759,4,40.89583333,34.498275,54
25203,1,ROGERS PARK,44,CHATHAM,Lunch Period,Weekdays,0.068965517,8,40.89375,33.2887625,51.90625
22629,23,HUMBOLDT PARK,49,ROSELAND,Lunch Period,Weekdays,0.043103448,5,40.89333333,28.5453,46.6
14971,22,LOGAN SQUARE,53,WEST PULLMAN,Lunch Period,Weekdays,0.017241379,2,40.89166667,35.76615,54.75
15763,48,CALUMET HEIGHTS,23,HUMBOLDT PARK,PM Period,Weekend/Holidays,0.017241379,2,40.89166667,15.617,26.125
31865,6,LAKE VIEW,29,NORTH LAWNDALE,PM Period,Weekdays,0.24137931,28,40.8875,13.749975,30.42678571
28036,41,HYDE PARK,23,HUMBOLDT PARK,PM Period,Weekdays,0.103448276,12,40.88611111,19.64736667,38.5
11831,51,SOUTH DEERING,13,NORTH PARK,AM Period,Weekend/Holidays,0.00862069,1,40.88333333,38.0282,58
13448,17,DUNNING,12,FOREST GLEN,Night,Weekend/Holidays,0.00862069,1,40.88333333,22.8942,37.25
10376,12,FOREST GLEN,24,WEST TOWN,Lunch Period,Weekend/Holidays,0.00862069,1,40.88333333,13.0249,26.5
12169,62,WEST ELSDON,38,GRAND BOULEVARD,Lunch Period,Weekdays,0.00862069,1,40.88333333,12.1716,26.5
23874,38,GRAND BOULEVARD,16,IRVING PARK,PM Period,Weekdays,0.051724138,6,40.87777778,4.647533333,38.20833333
22945,1,ROGERS PARK,44,CHATHAM,AM Period,Weekdays,0.043103448,5,40.87666667,34.3896,53.65
20569,16,IRVING PARK,37,FULLER PARK,Lunch Period,Weekdays,0.034482759,4,40.875,19.84325,35.4125
12399,49,ROSELAND,10,NORWOOD PARK,Lunch Period,Weekend/Holidays,0.00862069,1,40.86666667,37.3359,56.25
18606,73,WASHINGTON HEIGHTS,21,AVONDALE,AM Period,Weekdays,0.025862069,3,40.86666667,30.3807,47.41666667
26643,58,BRIGHTON PARK,56,GARFIELD RIDGE,Night,Weekdays,0.077586207,9,40.86481481,4.096555556,23.77777778
18670,73,WASHINGTON HEIGHTS,27,EAST GARFIELD PARK,Lunch Period,Weekdays,0.025862069,3,40.86111111,17.12503333,28.5
21352,39,KENWOOD,16,IRVING PARK,PM Period,Weekdays,0.034482759,4,40.85833333,21.352625,37.4375
23041,61,NEW CITY,66,CHICAGO LAWN,PM Period,Weekend/Holidays,0.051724138,6,40.85555556,4.336266667,93.82666667
24667,46,SOUTH CHICAGO,26,WEST GARFIELD PARK,PM Period,Weekdays,0.060344828,7,40.85,27.7012,44.64285714
26818,1,ROGERS PARK,23,HUMBOLDT PARK,PM Period,Weekend/Holidays,0.086206897,10,40.85,13.52722,27.75
2079,56,GARFIELD RIDGE,77,EDGEWATER,Lunch Period,Weekdays,1.568965517,182,40.84798535,28.88463846,60.84269231
6146,75,MORGAN PARK,28,NEAR WEST SIDE,AM Period,Weekdays,1.189655172,138,40.84142512,19.37763333,33.22246377
1065,8,NEAR NORTH SIDE,76,OHARE,Night,Weekend/Holidays,16.11206897,1869,40.83383271,23.54151648,49.81661851
16742,49,ROSELAND,4,LINCOLN SQUARE,PM Period,Weekend/Holidays,0.017241379,2,40.83333333,36.71605,56.375
